,ele,lat,lon,distance
253,17.842,-12.437584,130.9007735,9367.997476693325
257,23.372,-12.4380234,130.9015323,9463.796242792214
259,28.197,-12.4383023,130.9020551,9528.490514910116
261,28.264,-12.4385809,130.9027293,9607.991602073684
267,29.484,-12.4388172,130.9033803,9683.459845283083
273,30.611,-12.4390189,130.9040817,9762.882691804554
278,35.983,-12.4392025,130.9048424,9847.996809473978
282,35.582,-12.4394045,130.9060265,9978.53017980469
283,33.589,-12.4394738,130.9064405,10024.139845301697
287,34.406,-12.43958,130.9071029,10097.058379185959
290,31.745,-12.4398551,130.9085492,10257.060477869592
291,31.556,-12.4398634,130.9085934,10261.94783866552
294,32.071,-12.4399695,130.909156,10324.166171272716
298,30.636,-12.440208,130.9099752,10417.05915321088
303,30.875,-12.4404206,130.9106229,10491.25827766471
307,27.259,-12.4408047,130.9115322,10598.850663326233
311,24.914,-12.4409841,130.9119227,10645.730025736746
313,17.914,-12.4413007,130.9125337,10720.850603572651
317,15.197,-12.4417859,130.9133039,10820.4042916213
320,14.157,-12.4421397,130.9137817,10885.515985986653
326,10.932,-12.4426506,130.9144362,10976.503246113734
330,13.0,-12.4431394,130.9150664,11063.904716727877
333,12.661,-12.4435158,130.9155522,11131.241643389085
336,9.623,-12.4440115,130.9161518,11216.5557786061
339,12.746,-12.4444558,130.916605,11286.34592533039
344,11.767,-12.4450361,130.9171213,11371.861432804839
348,15.058,-12.4455718,130.9176001,11450.92955569722
352,14.903,-12.446164,130.9181913,11542.903446889017
356,16.923,-12.4466131,130.9187226,11619.237446677593
359,19.201,-12.4470068,130.9192633,11692.53897326518
365,22.484,-12.4473479,130.9197894,11761.109649405684
370,31.168,-12.4477693,130.9205786,11858.817168491449
378,29.352,-12.4480025,130.921133,11924.401800658965
384,20.187,-12.4482556,130.9218479,12007.083317168233
393,17.29,-12.4484727,130.9226626,12098.822054536437
400,18.701,-12.4486318,130.9233124,12171.58604732663
408,16.87,-12.4488287,130.9239968,12249.090453105155
417,19.615,-12.4490597,130.9247005,12329.774943583774
423,17.226,-12.4493259,130.9254085,12412.159477578005
429,16.879,-12.4495812,130.9260427,12486.651689026032
433,18.955,-12.449843,130.9267527,12569.101825081154
438,18.87,-12.4501253,130.9276154,12667.924440454375
441,19.309,-12.4503109,130.9281249,12727.041137857675
445,18.894,-12.4505506,130.9288539,12810.569303342196
449,21.486,-12.4508049,130.9296142,12897.83766517037
453,22.879,-12.4510344,130.9303372,12980.38545406595
456,25.3,-12.4512429,130.9310087,13056.899499222694
458,26.753,-12.4514279,130.931587,13122.975460870795
460,31.152,-12.4516553,130.9322823,13202.598223222862
465,27.951,-12.4519512,130.9332339,13311.037357268991
467,27.67,-12.4521525,130.9338657,13383.197559248803
471,25.828,-12.4523745,130.9345454,13461.022516064359
473,17.361,-12.4525975,130.9352719,13543.7111005929
475,15.315,-12.4529055,130.9362469,13654.978200655729
476,14.025,-12.453061,130.9367394,13711.179251069287
477,14.654,-12.4532373,130.9372877,13773.857574418193
480,13.901,-12.4534547,130.9379267,13847.331494036182
482,14.88,-12.4536802,130.9385668,13921.217612143344
485,13.0,-12.4539663,130.9393279,14009.77043829402
488,14.693,-12.4543482,130.9402873,14122.278583505175
490,13.509,-12.4546246,130.9409692,14202.44458957776
491,14.42,-12.4547921,130.9413603,14248.814464522153
493,11.805,-12.4551012,130.9420735,14333.538398022638
495,14.109,-12.4554211,130.9427978,14419.853499373088
496,13.488,-12.4556463,130.9433137,14481.211216216754
501,11.427,-12.455952,130.9440246,14565.552637323455
504,11.806,-12.4564427,130.9451121,14695.656464445367
505,11.235,-12.4566021,130.945556,14747.009715602859
506,14.163,-12.4568109,130.9459949,14800.019259704817
510,12.233,-12.4575346,130.9476784,14999.802313331355
511,13.348,-12.4577243,130.9481091,15051.103607651592
512,17.807,-12.4580502,130.9488407,15138.414039995243
513,17.179,-12.4581248,130.9490082,15158.403085266837
516,18.693,-12.4585345,130.9499146,15266.849902218386
517,17.895,-12.4588011,130.9504762,15334.650649102266
518,17.356,-12.4590677,130.9509963,15398.429379988987
521,18.0,-12.4595351,130.9517975,15499.85488245173
522,17.511,-12.4597902,130.9522155,15553.374974565888
523,14.257,-12.4603505,130.9530605,15664.276057432662
524,14.052,-12.4605277,130.9533172,15698.408917470362
526,16.045,-12.4621452,130.9558457,16026.62652867684
527,16.437,-12.4622029,130.9559546,16040.078930383317
528,16.781,-12.4622886,130.9561166,16060.083623571829
529,17.055,-12.4623744,130.9562785,16080.084067634749
530,17.356,-12.4624601,130.9564404,16100.079204800173
532,17.282,-12.4626994,130.9569396,16160.478863627004
534,19.256,-12.4631537,130.9580911,16295.32459117339
535,21.349,-12.4632526,130.9583901,16329.600479657634
537,23.847,-12.463451,130.9590937,16409.11615579599
539,30.109,-12.4637081,130.9600957,16521.612690075504
540,28.666,-12.4637833,130.9604761,16563.75234235029
542,29.184,-12.4639645,130.9614399,16670.322932564985
543,29.637,-12.4640659,130.9622812,16762.359710104975
544,30.0,-12.4641143,130.962997,16840.26326046601
546,34.184,-12.464116,130.9639697,16945.903535739802
547,39.389,-12.4640603,130.9648973,17046.80725037031
548,39.566,-12.464051,130.9649918,17057.119497506494
550,38.0,-12.463927,130.9662483,17194.238071875996
551,37.784,-12.463878,130.966705,17244.122404781396
552,36.097,-12.4638212,130.9673748,17317.119234423848
554,33.573,-12.4637655,130.9682571,17413.125726513357
555,34.08,-12.4637593,130.9687777,17469.653743871655
556,32.405,-12.4637764,130.9693574,17532.623015201974
558,29.842,-12.4638214,130.970313,17636.503744917067
559,26.276,-12.463862,130.9708069,17690.318302341246
560,24.037,-12.4639586,130.9716259,17779.887063973478
562,24.459,-12.4642579,130.9737419,18012.030671200864
563,25.764,-12.4643791,130.9742523,18069.0621012223
564,25.043,-12.4644519,130.9744639,18093.420801715853
565,25.776,-12.4645207,130.9747332,18123.64404626346
567,29.834,-12.464795,130.9755821,18220.72836910692
568,32.0,-12.4650253,130.9761447,18286.962753895317
569,30.492,-12.46542,130.9769422,18384.03808120805
570,29.81,-12.4656915,130.9773923,18441.48004052965
571,29.0,-12.4663248,130.9783834,18570.08110093092
572,29.0,-12.4666498,130.9788678,18633.893248907443
573,30.041,-12.4669917,130.9793774,18701.024572132716
574,30.977,-12.4672697,130.9797762,18754.225677513747
577,30.213,-12.467517,130.9802187,18809.91356189441
579,32.0,-12.4682983,130.9814832,18972.4348452717
580,32.0,-12.4683252,130.9815253,18977.89745182381
584,30.996,-12.468745,130.9822198,19066.60233433877
585,32.943,-12.4690335,130.9827936,19136.67545403827
588,35.901,-12.4694628,130.9838936,19265.405613676037
589,33.951,-12.469553,130.9842295,19303.228990434647
591,32.159,-12.4697053,130.9848823,19376.101009269318
595,35.301,-12.4699427,130.9859703,19497.145281347228
596,36.614,-12.4701035,130.9867336,19581.925007841157
597,34.806,-12.4704607,130.988429,19770.233831217076
598,35.848,-12.4704928,130.9885639,19785.308793047494
599,37.648,-12.4706045,130.989107,19845.567917299744
600,38.287,-12.4707355,130.9897131,19912.966018010728
601,39.059,-12.4707606,130.989833,19926.279565559573
604,37.182,-12.4709737,130.9907797,20031.765855348
605,39.392,-12.471085,130.9912833,20087.82552569525
607,41.022,-12.4713399,130.992314,20203.29658436897
608,38.97,-12.4717219,130.9935119,20340.114561787002
609,39.052,-12.471727,130.9935239,20341.535483996257
611,43.015,-12.4721362,130.9944575,20452.641634307827
612,42.959,-12.4722908,130.9947687,20490.550722424206
613,46.32,-12.4727694,130.995733,20607.99486859722
614,44.672,-12.4729621,130.996055,20648.99864106522
615,43.986,-12.4733386,130.9966628,20727.14741727776
619,45.456,-12.4737622,130.9972404,20805.57911689421
623,44.9,-12.4742495,130.9978711,20892.905585649194
624,43.383,-12.474669,130.9983496,20962.724985738878
625,41.103,-12.4751712,130.9988746,21042.519941971295
628,34.07,-12.4764899,131.0001154,21241.66745695133
629,32.054,-12.4766616,131.0002753,21267.47224008626
630,30.857,-12.4770273,131.0006169,21322.508726433334
632,29.974,-12.4772931,131.0008652,21362.511820312127
635,31.75,-12.4778247,131.0013618,21442.517951105987
639,29.439,-12.4784893,131.0019822,21542.50817730901
642,29.334,-12.4790132,131.0024696,21621.208618331486
643,33.972,-12.4808656,131.0042342,21902.50737367975
644,33.926,-12.4808938,131.0042611,21906.792425193195
645,33.591,-12.4809939,131.0043633,21922.5087245362
646,33.176,-12.4811213,131.0044934,21942.513373453723
651,31.436,-12.4817551,131.0051692,22044.260187604053
652,29.721,-12.4821114,131.00559,22104.73129168322
654,29.801,-12.4825184,131.0061065,22176.791412557825
657,27.532,-12.4829289,131.0066296,22249.65261293914
661,28.96,-12.483337,131.0071506,22322.17200917016
669,23.941,-12.483908,131.0078166,22418.42025887364
673,25.523,-12.4843168,131.0082327,22482.513012576335
676,30.089,-12.4849159,131.0087893,22572.459525244525
680,34.544,-12.4854447,131.0092061,22646.662742057593
684,37.309,-12.4861724,131.0096978,22743.648011550347
687,36.242,-12.4866351,131.0099644,22802.685663557742
692,37.852,-12.4875024,131.0103956,22909.902672614597
694,39.632,-12.4882128,131.010678,22994.6451710873
696,39.0,-12.4886546,131.0108255,23046.323893455177
700,39.756,-12.4894654,131.0110432,23139.548484698917
703,42.431,-12.4901023,131.0111776,23211.86022952997
706,39.465,-12.4907355,131.0112999,23283.515173424243
708,43.498,-12.4918062,131.0115146,23404.83192282011
710,41.809,-12.4925513,131.0116684,23489.353904598636
711,40.472,-12.4930559,131.0117973,23547.181562933005
713,43.151,-12.4936539,131.0119808,23616.601527897572
715,42.942,-12.4943726,131.0122534,23701.828883155555
716,42.464,-12.4948735,131.0124726,23762.39700196814
720,42.041,-12.4958448,131.0129851,23883.9527475943
721,43.431,-12.4965087,131.0133653,23968.53018656579
723,43.665,-12.4972044,131.013766,24057.294480631732
724,45.03,-12.4974454,131.0138994,24087.755246196273
728,43.0,-12.4980739,131.0142703,24168.421688015667
729,44.676,-12.4992606,131.0149606,24320.171308744353
730,44.52,-12.499845,131.0152966,24394.691075340328
731,44.493,-12.5004185,131.0156278,24467.89897033249
732,42.955,-12.5010171,131.0159567,24543.432089627255
733,45.344,-12.5015712,131.0162611,24613.347490748994
734,45.0,-12.5020081,131.0165094,24668.905520176264
735,36.892,-12.5041968,131.0177942,24949.411149371776
736,37.28,-12.505014,131.0182592,25053.359328112627
737,35.718,-12.5067206,131.0192449,25271.21428611401
738,35.36,-12.506979,131.0193921,25304.091572531346
739,35.574,-12.507122,131.0194727,25322.2407827392
740,36.032,-12.5074491,131.0196623,25364.03241721266
741,36.092,-12.5074902,131.0196869,25369.325561155674
742,39.628,-12.5078219,131.019877,25411.589571414013
743,36.881,-12.5084888,131.0202611,25496.664097272464
744,35.739,-12.5090798,131.0206016,25572.0623249721
745,35.88,-12.5092348,131.020691,25591.842026903596
746,35.332,-12.5093924,131.020784,25612.06636168081
749,28.319,-12.5103517,131.0213701,25736.280024535416
750,25.845,-12.5110503,131.0218862,25832.056381865645
752,25.613,-12.5113243,131.0221249,25872.054708918044
756,24.216,-12.511859,131.0226176,25952.062531542437
758,24.344,-12.512249,131.023002,26012.244373563608
760,20.64,-12.5127234,131.0235534,26092.063536468435
764,19.688,-12.5131422,131.0240979,26167.320336492456
767,17.548,-12.5135288,131.0246803,26243.77736789346
770,18.989,-12.5140056,131.0255081,26348.11637806744
772,20.735,-12.5142419,131.0259908,26406.73944443498
776,22.688,-12.5145348,131.0266636,26486.74038118356
780,26.001,-12.5148365,131.0275721,26590.91724250443
781,34.223,-12.5150745,131.0283954,26684.124774703676
784,34.12,-12.5153463,131.0294635,26803.94428892221
785,35.236,-12.5155228,131.0300329,26868.795187681404
786,36.233,-12.5156642,131.0304907,26920.918529646675
787,37.917,-12.5158735,131.0311685,26998.088462469696
788,36.83,-12.5161109,131.0317145,27062.97086884963
789,38.013,-12.5163905,131.0322738,27131.18158340725
791,39.58,-12.5169675,131.0331721,27247.908223530485
792,40.991,-12.5188322,131.0358307,27603.266241430905
793,41.827,-12.5196718,131.0370277,27763.263802827085
794,42.16,-12.5200141,131.037517,27828.60755382061
795,43.887,-12.5202463,131.0378535,27873.33885209758
796,43.829,-12.5203254,131.0379702,27888.76077816352
797,43.049,-12.5205693,131.0383179,27935.23716879155
798,43.08,-12.5207407,131.0385776,27969.265773006773
799,43.0,-12.5208402,131.0387185,27988.14272440988
800,44.841,-12.521582,131.0397665,28128.660206920074
801,44.972,-12.5218536,131.0401545,28180.48635079506
802,44.256,-12.5220889,131.0404845,28224.845585526233
803,44.93,-12.5223254,131.0408139,28269.23114270664
804,46.227,-12.522563,131.0411531,28314.549232331898
805,43.365,-12.5234692,131.0424656,28489.053090526133
806,44.866,-12.5236599,131.0427205,28523.91326171926
807,45.246,-12.5239643,131.0431495,28581.48243113176
808,44.09,-12.524505,131.043921,28684.575113102357
809,44.256,-12.5246231,131.0440878,28706.942005275225
810,44.83,-12.5247711,131.0442931,28734.644928847774
815,46.558,-12.5255631,131.0454258,28885.936299151745
816,47.233,-12.5257152,131.0456317,28913.9642951486
817,48.609,-12.5261717,131.04625,28998.113577517874
818,49.552,-12.5265381,131.0466914,29061.006846973643
819,47.787,-12.5273273,131.0475606,29189.858806510216
820,48.993,-12.5278122,131.0480536,29265.825503503474
821,47.992,-12.5283948,131.0486215,29355.249863343033
822,48.384,-12.5290773,131.0491932,29453.282338049594
823,48.0,-12.5315854,131.0512619,29811.334282746786
824,47.289,-12.5325359,131.0520365,29946.389456455305
825,47.796,-12.5338891,131.0531666,30140.523653553868
826,43.904,-12.5353403,131.0543293,30345.381323893926
827,47.087,-12.5363809,131.055163,30492.274800878717
828,52.535,-12.537144,131.0558194,30603.07324552986
829,46.326,-12.5380459,131.0565953,30734.03211913727
830,45.93,-12.5383005,131.0568322,30772.277010237747
831,47.095,-12.5384336,131.0569561,30792.274583885854
832,48.0,-12.5389662,131.0574516,30872.273994378786
833,48.927,-12.5403297,131.0587203,31077.091820877897
834,46.757,-12.5409109,131.059203,31160.288196660233
835,48.077,-12.5415175,131.0596598,31244.00188387055
836,45.259,-12.5424155,131.060296,31365.40657890928
837,44.663,-12.5425647,131.0603999,31385.46694117355
838,46.778,-12.5431651,131.0608255,31466.652387362225
839,46.199,-12.5437776,131.0612582,31549.382791080963
840,43.552,-12.5453584,131.0624035,31764.675242458314
841,46.446,-12.5459362,131.0628112,31842.688555550707
842,40.793,-12.5496101,131.065374,32336.91821986246
843,42.423,-12.5507396,131.0661817,32490.082772005542
844,41.993,-12.5508346,131.0662509,32503.044263174153
845,41.937,-12.5508452,131.0662583,32504.470570051624
846,42.701,-12.5517266,131.0668761,32623.221236859234
847,41.351,-12.5524323,131.067378,32718.74657410989
848,39.213,-12.55422,131.0686607,32961.433553644776
849,41.144,-12.5545157,131.0688679,33001.26895396938
850,39.578,-12.5552095,131.069347,33094.30457803741
851,38.506,-12.5554877,131.0695407,33131.70674483318
852,39.262,-12.5574638,131.0709169,33397.399429800585
853,41.224,-12.5578089,131.0711434,33442.97186601085
854,40.958,-12.5583621,131.0715023,33515.78119105416
855,40.442,-12.5585337,131.0716038,33537.8139932677
856,39.912,-12.5586984,131.0717022,33559.01430969745
857,40.152,-12.5589541,131.071847,33591.50115694358
858,41.791,-12.5592922,131.0720303,33634.03548208941
859,41.412,-12.5598402,131.072301,33701.68344607003
860,40.916,-12.5601766,131.0724632,33743.02488569581
861,41.909,-12.560927,131.0727524,33832.17390964869
862,38.358,-12.5616405,131.0730085,33916.23957152264
863,37.29,-12.5619021,131.0731007,33947.0012589156
864,37.458,-12.5622983,131.0732151,33992.77289154409
865,38.693,-12.5627035,131.0733246,34039.3700742245
866,37.474,-12.5633022,131.0734338,34106.98922154451
867,37.456,-12.5633083,131.0734349,34107.677937013
868,37.147,-12.5636868,131.0734831,34150.08908208713
869,37.399,-12.5638025,131.0734942,34163.010616758234
870,37.503,-12.5638429,131.0735009,34167.56136459342
871,35.982,-12.5644005,131.0735621,34229.918421132184
872,35.637,-12.5647876,131.0735879,34273.052959728164
873,34.168,-12.5652322,131.0736175,34322.59449309914
874,34.0,-12.5653008,131.0736218,34330.236727874464
875,34.0,-12.5654626,131.0736276,34348.23907586419
876,31.332,-12.5674077,131.0736382,34564.527387253765
877,31.252,-12.5685135,131.0736388,34687.48675438033
878,31.227,-12.5685203,131.0736388,34688.24287988135
879,29.0,-12.5700445,131.0736398,34857.72622182209
880,28.693,-12.5713037,131.0736354,34997.74368776172
881,29.055,-12.571571,131.0736344,35027.46628979607
882,32.956,-12.5726401,131.0736208,35146.353948449985
883,33.96,-12.5728992,131.0736183,35175.16583148714
884,34.535,-12.5734584,131.0736187,35237.34604962052
885,33.035,-12.5738957,131.0736207,35285.972075491176
886,32.035,-12.5754225,131.0736296,35455.74723713742
887,34.861,-12.5763798,131.0736171,35562.20278444773
888,25.616,-12.5791733,131.0736684,35872.87570127643
889,25.0,-12.5808088,131.0736655,36054.7352761322
890,24.6,-12.5809445,131.0736653,36069.82444328853
891,23.952,-12.5811244,131.073665,36089.82843708655
892,26.746,-12.5824269,131.0736209,36234.73888291865
893,26.628,-12.5840723,131.0736247,36417.69947998364
894,27.0,-12.5846265,131.0736159,36479.331107896585
895,26.822,-12.5850504,131.073617,36526.466788466976
896,27.654,-12.5859511,131.0736264,36626.62525399579
897,30.785,-12.5873401,131.0736526,36781.10117623633
898,28.824,-12.5881056,131.0736175,36866.30607969309
899,28.036,-12.5887993,131.0736211,36943.44298965682
900,28.003,-12.5905109,131.0736163,37133.764938946406
901,29.006,-12.5909196,131.0736162,37179.21030676157
902,22.015,-12.5942265,131.0736153,37546.920822653476
903,19.986,-12.5953436,131.0736163,37671.136722611125
904,20.004,-12.5956109,131.0736165,37700.859134427585
905,19.916,-12.5964068,131.0736058,37789.366793552
906,18.055,-12.6018863,131.0736237,38398.66249043236
907,15.217,-12.6027268,131.0736203,38492.12255454476
908,16.0,-12.605,131.0736017,38744.8989201921
909,15.554,-12.6051239,131.0736027,38758.67639895508
910,16.012,-12.6054198,131.0736053,38791.580187389816
911,13.031,-12.6072678,131.0736214,38997.075838616074
912,16.988,-12.6101954,131.073616,39322.61063324388
913,19.75,-12.6131306,131.0735476,39649.07436578502
914,19.298,-12.6132037,131.073545,39657.207609717356
915,18.705,-12.6132935,131.0735486,39667.20055245625
916,17.696,-12.6135179,131.0735611,39692.189533329765
917,18.26,-12.6150058,131.0736371,39857.84187209365
918,17.165,-12.6152623,131.0736212,39886.415506973986
919,19.194,-12.6159004,131.0735939,39957.43080199637
920,19.827,-12.6160667,131.0735886,39975.93145918926
921,21.287,-12.6163,131.0735811,40001.8859978074
922,23.64,-12.6166713,131.0735611,40043.22967212018
923,23.349,-12.6169645,131.0735381,40075.9274096736
924,22.923,-12.6170277,131.0735331,40082.975841257285
925,21.487,-12.6172848,131.0735079,40111.694533137066
926,20.494,-12.6177903,131.0734455,40168.30992026402
927,23.479,-12.6182556,131.0733714,40220.66996603628
928,24.591,-12.6184988,131.0733313,40248.060396053406
929,20.328,-12.6200895,131.0730508,40427.53780297218
930,23.0,-12.6214428,131.0728118,40580.236208411996
931,23.0,-12.6215822,131.0727892,40595.929564455335
932,23.102,-12.6221938,131.0726899,40664.78465755907
933,22.548,-12.622446,131.0726559,40693.06964791459
934,22.506,-12.6224715,131.072653,40695.92252575249
935,22.781,-12.6226503,131.0726326,40715.92702355285
936,22.964,-12.6228291,131.0726122,40735.93152118205
937,22.93,-12.6228656,131.072608,40740.015642232815
938,23.73,-12.6231875,131.0725807,40775.931656319866
939,23.939,-12.6232123,131.0725786,40778.6986888008
940,23.957,-12.6232143,131.0725785,40778.92134320774
941,25.212,-12.6233669,131.0725681,40795.9271720069
942,26.766,-12.6238021,131.0725385,40844.425671712626
943,26.765,-12.6238238,131.072537,40846.84408476128
944,26.01,-12.6244585,131.0725107,40917.47717659944
945,26.68,-12.625071,131.0725178,40985.588426226415
946,25.67,-12.6253535,131.0725219,41017.00414308995
947,25.0,-12.6261996,131.0725776,41111.2800958038
948,25.0,-12.6262413,131.0725803,41115.926170168226
949,25.0,-12.6264169,131.0725918,41135.49183014395
950,25.0,-12.6264208,131.0725922,41135.92765687838
951,25.0,-12.6265996,131.0726125,41155.930953177136
952,25.032,-12.6266755,131.0726212,41164.42327829084
953,25.791,-12.6268865,131.0726452,41188.029486013984
954,27.968,-12.6272872,131.0727039,41233.03823620177
955,28.869,-12.6287218,131.0729321,41394.46874193251
956,31.518,-12.6295701,131.0730706,41489.98500044022
957,30.52,-12.6303326,131.0732,41575.925808644744
958,30.534,-12.6303616,131.073204,41579.17953827229
959,34.708,-12.6312985,131.0733616,41684.752181111835
960,34.145,-12.6316264,131.0734167,41721.69990382594
961,33.685,-12.6323431,131.0735341,41802.404940839595
962,34.872,-12.63302,131.0736285,41878.36651959281
963,34.693,-12.633185,131.0736584,41896.99830613901
964,34.886,-12.6333996,131.0736915,41921.129491461965
965,35.22,-12.6334551,131.0737002,41927.372588378734
966,37.622,-12.6343063,131.0738364,42023.16845059313
967,37.742,-12.6344122,131.073853,42035.08094457922
968,36.361,-12.6346719,131.0738916,42064.26040127588
969,35.709,-12.6348031,131.0739087,42078.96668582468
970,36.092,-12.6356199,131.0740569,42171.203167181135
971,34.739,-12.636426,131.0742075,42262.314651589455
972,36.541,-12.6375247,131.0743931,42386.133103
973,31.592,-12.6386659,131.0745676,42514.43345207993
974,33.869,-12.6388768,131.0746028,42538.19342491171
975,36.0,-12.6398787,131.0747698,42651.063521949
