,ele,lat,lon,distance
429,34.168,-12.5652322,131.0736175,34322.59449309914
430,33.2226667,-12.5659574,131.0736244,34403.2387912
431,32.2773333,-12.5666825,131.0736313,34483.8830892
432,31.332,-12.5674077,131.0736382,34564.527387253765
433,31.252,-12.5685135,131.0736388,34687.48675438033
434,30.126,-12.569279,131.0736393,34772.6064881
435,29.0,-12.5700445,131.0736398,34857.72622182209
436,28.8465,-12.5706741,131.0736376,34927.7349548
437,28.693,-12.5713037,131.0736354,34997.74368776172
438,30.8245,-12.5719719,131.0736281,35072.0488181
439,32.956,-12.5726401,131.0736208,35146.353948449985
440,34.535,-12.5734584,131.0736187,35237.34604962052
441,33.035,-12.5738957,131.0736207,35285.972075491176
442,32.535,-12.5746591,131.0736252,35370.8596563
443,32.035,-12.5754225,131.0736296,35455.74723713742
444,34.861,-12.5763798,131.0736171,35562.20278444773
445,32.54975,-12.5770782,131.0736299,35639.8710137
446,30.2385,-12.5777766,131.0736428,35717.5392429
447,27.92725,-12.5784749,131.0736556,35795.2074721
448,25.616,-12.5791733,131.0736684,35872.87570127643
449,25.308,-12.579991,131.073667,35963.8054887
450,25.0,-12.5808088,131.0736655,36054.7352761322
451,23.952,-12.5811244,131.073665,36089.82843708655
452,26.746,-12.5824269,131.0736209,36234.73888291865
453,26.7066667,-12.5829754,131.0736222,36295.7257486
454,26.6673333,-12.5835238,131.0736234,36356.7126143
455,26.628,-12.5840723,131.0736247,36417.69947998364
456,26.822,-12.5850504,131.073617,36526.466788466976
457,27.654,-12.5859511,131.0736264,36626.62525399579
458,29.2195,-12.5866456,131.0736395,36703.8632151
459,30.785,-12.5873401,131.0736526,36781.10117623633
460,28.824,-12.5881056,131.0736175,36866.30607969309
461,28.036,-12.5887993,131.0736211,36943.44298965682
462,28.025,-12.5893698,131.0736195,37006.8836394
463,28.014,-12.5899404,131.0736179,37070.3242892
464,28.003,-12.5905109,131.0736163,37133.764938946406
465,26.8054,-12.591254,131.0736161,37216.3961157
466,25.6078,-12.5919971,131.0736159,37299.0272924
467,24.4102,-12.5927403,131.0736157,37381.6584692
468,23.2126,-12.5934834,131.0736155,37464.2896459
469,22.015,-12.5942265,131.0736153,37546.92082265348
470,19.986,-12.5953436,131.0736163,37671.136722611125
471,20.004,-12.5956109,131.0736165,37700.85913442759
472,19.916,-12.5964068,131.0736058,37789.366793552
473,19.6501429,-12.5971896,131.0736084,37876.409036
474,19.3842857,-12.5979724,131.0736109,37963.4512784
475,19.1184286,-12.5987552,131.0736135,38050.4935208
476,18.8525714,-12.5995379,131.073616,38137.5357632
477,18.5867143,-12.6003207,131.0736186,38224.5780056
478,18.3208571,-12.6011035,131.0736211,38311.620248
479,18.055,-12.6018863,131.0736237,38398.66249043236
480,16.636,-12.6023066,131.073622,38445.3925225
481,15.217,-12.6027268,131.0736203,38492.12255454476
482,15.478,-12.6034845,131.0736141,38576.3813431
483,15.739,-12.6042423,131.0736079,38660.6401316
484,16.0,-12.605,131.0736017,38744.8989201921
485,15.0103333,-12.6057559,131.0736083,38828.957893
486,14.0206667,-12.6065119,131.0736148,38913.0168658
487,13.031,-12.6072678,131.0736214,38997.07583861608
488,14.02025,-12.6079997,131.07362,39078.4595373
489,15.0095,-12.6087316,131.0736187,39159.8432359
490,15.99875,-12.6094635,131.0736174,39241.2269346
491,16.988,-12.6101954,131.073616,39322.61063324388
492,17.6785,-12.6109292,131.0735989,39404.2265664
493,18.369,-12.611663,131.0735818,39485.8424995
494,19.0595,-12.6123968,131.0735647,39567.4584326
495,19.75,-12.6131306,131.0735476,39649.07436578502
496,17.696,-12.6135179,131.0735611,39692.189533329765
497,17.978,-12.6142618,131.0735991,39775.0157027
498,18.26,-12.6150058,131.0736371,39857.84187209365
499,19.194,-12.6159004,131.0735939,39957.43080199637
500,21.287,-12.6163,131.0735811,40001.8859978074
501,22.923,-12.6170277,131.0735331,40082.975841257285
502,20.494,-12.6177903,131.0734455,40168.30992026402
503,24.591,-12.6184988,131.0733313,40248.060396053406
504,22.4595,-12.6192942,131.073191,40337.7990995
505,20.328,-12.6200895,131.0730508,40427.53780297218
506,21.664,-12.6207662,131.0729313,40503.8870057
507,23.0,-12.6214428,131.0728118,40580.236208412
508,23.102,-12.6221938,131.0726899,40664.78465755907
509,22.964,-12.6228291,131.0726122,40735.93152118205
510,26.766,-12.6238021,131.0725385,40844.42567171263
511,26.01,-12.6244585,131.0725107,40917.47717659944
512,26.68,-12.625071,131.0725178,40985.588426226415
513,25.0,-12.6261996,131.0725776,41111.2800958038
514,25.0,-12.6264169,131.0725918,41135.49183014395
515,27.968,-12.6272872,131.0727039,41233.03823620177
516,28.4185,-12.6280045,131.072818,41313.7534891
517,28.869,-12.6287218,131.0729321,41394.46874193251
518,31.518,-12.6295701,131.0730706,41489.98500044022
