,ele,lat,lon,distance,temp
0,38.688,-12.4660184,130.8427841,0.0,0.0
10,40.116,-12.4655233,130.8426266,80.69655894596355,1.0
16,39.141,-12.4647732,130.843397,199.17086081345897,2.0
18,37.385,-12.4643751,130.8437874,260.4598310482221,3.0
22,36.143,-12.4638709,130.8442954,339.12114623405563,4.0
28,33.4,-12.4633258,130.8448378,423.6475922320297,5.0
30,32.157,-12.4628311,130.8453278,500.1740732844883,6.0
36,21.936,-12.4622499,130.8458393,586.1656390180893,7.0
40,18.581,-12.4617756,130.846237,654.6013236049519,8.0
43,20.537,-12.4608635,130.8467056,768.0751454093205,9.0
48,18.793,-12.4605233,130.8468108,807.6412637452287,10.0
53,15.208,-12.4597446,130.8469361,895.4373123017094,11.0
55,15.671,-12.4591043,130.8469257,966.7424225403402,12.0
59,10.233,-12.4583262,130.8467696,1055.0869405814967,13.0
62,10.895,-12.4577485,130.8465523,1123.5430555607215,14.0
65,9.287,-12.4569821,130.8460533,1225.0569499836756,15.0
71,10.666,-12.4565735,130.8455553,1295.9629981858222,16.0
75,9.704,-12.4561754,130.844999,1371.0196556810922,17.0
81,7.59,-12.4556701,130.845114,1445.5972698085027,18.0
85,7.814,-12.4547738,130.8457273,1565.5952778897615,19.0
88,10.148,-12.454274,130.846044,1630.9485751096117,20.0
91,9.035,-12.4537458,130.8463875,1700.5964496816562,21.0
94,6.176,-12.4533269,130.846742,1761.2197951258881,22.0
99,7.529,-12.4526307,130.8473126,1860.9030260529912,23.0
102,12.992,-12.4518384,130.8477867,1963.046495737816,24.0
104,13.613,-12.451419,130.8479866,2014.5527611900834,25.0
108,11.537,-12.4507622,130.8482195,2092.091960122279,26.0
111,5.0,-12.4501385,130.8483813,2163.657610221466,27.0
113,6.607,-12.4487861,130.8487155,2318.3850054035092,28.0
114,6.422,-12.4483338,130.8488304,2370.202776199828,29.0
115,6.054,-12.4478811,130.8489474,2422.1190483690007,30.0
117,10.492,-12.4470463,130.8490761,2516.001019305294,31.0
119,11.108,-12.4465242,130.8491366,2574.4503470328204,32.0
121,9.042,-12.4458507,130.8491695,2649.4427526065147,33.0
123,11.297,-12.445062,130.8491598,2737.148604801461,34.0
127,12.405,-12.4429804,130.8490091,2969.2312722622587,37.0
132,12.758,-12.4421454,130.8490035,3062.176444187199,38.0
135,6.316,-12.4415469,130.8490515,3128.9397666281443,39.0
137,3.976,-12.4408186,130.8491707,3210.9735864916506,40.0
139,2.514,-12.4401687,130.8493233,3285.188759400527,41.0
145,6.561,-12.4393394,130.8496091,3382.557544000198,42.0
147,8.583,-12.4384297,130.8500769,3495.7604402574793,43.0
149,10.672,-12.438128,130.8502592,3534.7378472355263,44.0
150,19.234,-12.4370071,130.8511701,3693.8541271315084,46.0
152,21.992,-12.4365649,130.8516285,3763.839364004823,47.0
153,24.008,-12.43605,130.8522922,3855.8823406873853,48.0
156,22.163,-12.4357131,130.8527817,3920.933690306533,49.0
158,23.004,-12.4353533,130.8534513,4003.966024130603,50.0
161,19.896,-12.434584,130.8553354,4225.858773364858,52.0
162,18.222,-12.434375,130.8558867,4290.075282648364,53.0
163,17.069,-12.4340136,130.8568105,4398.137693449579,54.0
164,17.292,-12.4338753,130.8571624,4439.327807076279,55.0
166,15.638,-12.4336554,130.8577456,4507.219228203859,56.0
168,17.998,-12.4334557,130.8583389,4575.484488009641,57.0
170,16.62,-12.4332056,130.8589796,4650.412871275467,58.0
174,11.001,-12.4329871,130.859584,4720.401551738816,59.0
177,5.69,-12.4327627,130.8603848,4810.8718798284335,60.0
181,4.474,-12.4326207,130.8610158,4881.195360184801,61.0
184,4.491,-12.4325152,130.8618002,4967.189414583849,62.0
186,3.081,-12.4324762,130.8625144,5044.873327954418,63.0
188,6.359,-12.4324538,130.8633676,5137.557421452726,64.0
190,7.616,-12.4324296,130.8662821,5454.067622766966,68.0
192,7.19,-12.4324397,130.8669791,5529.76751166872,69.0
193,11.421,-12.4324196,130.8698267,5838.989269128945,72.0
194,15.215,-12.4324129,130.8709939,5965.734760458525,74.0
195,19.334,-12.4324144,130.8715053,6021.266646618266,75.0
197,18.29,-12.4324221,130.8720639,6081.931065541308,76.0
198,16.634,-12.4324255,130.8731571,6200.639492661165,77.0
199,16.306,-12.4324199,130.8735339,6241.559990584346,78.0
202,20.677,-12.4323987,130.8744762,6343.911842648734,79.0
204,23.909,-12.4323954,130.8752128,6423.898404599665,80.0
205,23.488,-12.4323915,130.8757359,6480.702173551952,81.0
209,23.256,-12.4323959,130.877849,6710.162606271635,83.0
210,17.445,-12.4323763,130.8809667,7048.712833926537,88.0
211,14.622,-12.4323604,130.8836779,7343.120561275688,91.0
212,15.424,-12.4323724,130.8841878,7398.505401675492,92.0
213,14.918,-12.43236,130.8864387,7642.92888706941,95.0
214,16.237,-12.4323653,130.8879138,7803.107389797132,97.0
215,16.021,-12.4323611,130.8884664,7863.114658532382,98.0
216,18.499,-12.4323614,130.8897733,8005.027664603619,100.0
218,19.022,-12.4323615,130.8905676,8091.281402255254,101.0
220,18.388,-12.4324107,130.8913313,8174.697957848407,102.0
223,22.092,-12.4325427,130.8921102,8260.550968872907,103.0
225,23.743,-12.4326885,130.8927513,8332.032111858889,104.0
227,24.79,-12.4328753,130.8933939,8404.845966092142,105.0
231,28.586,-12.4330998,130.8941042,8485.914797373205,106.0
233,25.403,-12.4335464,130.8950471,8599.82573265372,107.0
234,25.298,-12.4337411,130.8954106,8644.84457072869,108.0
236,17.047,-12.434472,130.896535,8791.59784766661,109.0
237,15.233,-12.4348317,130.8969893,8855.105953816543,110.0
239,15.427,-12.4350223,130.8972837,8893.500543882106,111.0
240,10.0,-12.4356545,130.8981273,9008.96874479117,112.0
243,11.55,-12.4363875,130.8990423,9137.503934813702,114.0
245,10.809,-12.4367796,130.8995914,9211.385077445697,115.0
248,16.005,-12.437248,130.9002791,9302.483235109972,116.0
253,17.842,-12.437584,130.9007735,9367.997476693325,117.0
257,23.372,-12.4380234,130.9015323,9463.796242792214,118.0
259,28.197,-12.4383023,130.9020551,9528.490514910116,119.0
261,28.264,-12.4385809,130.9027293,9607.991602073684,120.0
267,29.484,-12.4388172,130.9033803,9683.459845283083,121.0
273,30.611,-12.4390189,130.9040817,9762.882691804554,122.0
278,35.983,-12.4392025,130.9048424,9847.996809473978,123.0
282,35.582,-12.4394045,130.9060265,9978.53017980469,124.0
283,33.589,-12.4394738,130.9064405,10024.139845301697,125.0
287,34.406,-12.43958,130.9071029,10097.058379185959,126.0
290,31.745,-12.4398551,130.9085492,10257.060477869592,128.0
294,32.071,-12.4399695,130.909156,10324.166171272716,129.0
298,30.636,-12.440208,130.9099752,10417.05915321088,130.0
303,30.875,-12.4404206,130.9106229,10491.25827766471,131.0
307,27.259,-12.4408047,130.9115322,10598.850663326233,132.0
311,24.914,-12.4409841,130.9119227,10645.730025736746,133.0
313,17.914,-12.4413007,130.9125337,10720.850603572651,134.0
317,15.197,-12.4417859,130.9133039,10820.4042916213,135.0
320,14.157,-12.4421397,130.9137817,10885.515985986653,136.0
326,10.932,-12.4426506,130.9144362,10976.503246113734,137.0
330,13.0,-12.4431394,130.9150664,11063.904716727877,138.0
333,12.661,-12.4435158,130.9155522,11131.241643389085,139.0
336,9.623,-12.4440115,130.9161518,11216.5557786061,140.0
339,12.746,-12.4444558,130.916605,11286.34592533039,141.0
344,11.767,-12.4450361,130.9171213,11371.861432804839,142.0
348,15.058,-12.4455718,130.9176001,11450.92955569722,143.0
352,14.903,-12.446164,130.9181913,11542.903446889017,144.0
356,16.923,-12.4466131,130.9187226,11619.237446677593,145.0
359,19.201,-12.4470068,130.9192633,11692.53897326518,146.0
365,22.484,-12.4473479,130.9197894,11761.109649405684,147.0
370,31.168,-12.4477693,130.9205786,11858.817168491449,148.0
378,29.352,-12.4480025,130.921133,11924.401800658965,149.0
384,20.187,-12.4482556,130.9218479,12007.083317168233,150.0
393,17.29,-12.4484727,130.9226626,12098.822054536437,151.0
400,18.701,-12.4486318,130.9233124,12171.58604732663,152.0
408,16.87,-12.4488287,130.9239968,12249.090453105155,153.0
417,19.615,-12.4490597,130.9247005,12329.774943583774,154.0
423,17.226,-12.4493259,130.9254085,12412.159477578005,155.0
429,16.879,-12.4495812,130.9260427,12486.651689026032,156.0
433,18.955,-12.449843,130.9267527,12569.101825081154,157.0
438,18.87,-12.4501253,130.9276154,12667.924440454375,158.0
441,19.309,-12.4503109,130.9281249,12727.041137857675,159.0
445,18.894,-12.4505506,130.9288539,12810.569303342196,160.0
449,21.486,-12.4508049,130.9296142,12897.83766517037,161.0
453,22.879,-12.4510344,130.9303372,12980.38545406595,162.0
456,25.3,-12.4512429,130.9310087,13056.899499222694,163.0
458,26.753,-12.4514279,130.931587,13122.975460870795,164.0
460,31.152,-12.4516553,130.9322823,13202.598223222862,165.0
465,27.951,-12.4519512,130.9332339,13311.037357268991,166.0
467,27.67,-12.4521525,130.9338657,13383.197559248803,167.0
471,25.828,-12.4523745,130.9345454,13461.022516064359,168.0
473,17.361,-12.4525975,130.9352719,13543.7111005929,169.0
475,15.315,-12.4529055,130.9362469,13654.978200655729,170.0
476,14.025,-12.453061,130.9367394,13711.179251069287,171.0
477,14.654,-12.4532373,130.9372877,13773.857574418193,172.0
480,13.901,-12.4534547,130.9379267,13847.331494036182,173.0
482,14.88,-12.4536802,130.9385668,13921.217612143344,174.0
485,13.0,-12.4539663,130.9393279,14009.77043829402,175.0
488,14.693,-12.4543482,130.9402873,14122.278583505175,176.0
490,13.509,-12.4546246,130.9409692,14202.44458957776,177.0
491,14.42,-12.4547921,130.9413603,14248.814464522153,178.0
493,11.805,-12.4551012,130.9420735,14333.538398022638,179.0
495,14.109,-12.4554211,130.9427978,14419.853499373088,180.0
496,13.488,-12.4556463,130.9433137,14481.211216216754,181.0
501,11.427,-12.455952,130.9440246,14565.552637323455,182.0
504,11.806,-12.4564427,130.9451121,14695.656464445367,183.0
505,11.235,-12.4566021,130.945556,14747.009715602859,184.0
506,14.163,-12.4568109,130.9459949,14800.019259704817,185.0
510,12.233,-12.4575346,130.9476784,14999.802313331355,187.0
511,13.348,-12.4577243,130.9481091,15051.103607651592,188.0
512,17.807,-12.4580502,130.9488407,15138.414039995243,189.0
516,18.693,-12.4585345,130.9499146,15266.849902218386,190.0
517,17.895,-12.4588011,130.9504762,15334.650649102266,191.0
518,17.356,-12.4590677,130.9509963,15398.429379988987,192.0
521,18.0,-12.4595351,130.9517975,15499.85488245173,193.0
522,17.511,-12.4597902,130.9522155,15553.374974565888,194.0
523,14.257,-12.4603505,130.9530605,15664.276057432662,195.0
524,14.052,-12.4605277,130.9533172,15698.408917470362,196.0
526,16.045,-12.4621452,130.9558457,16026.62652867684,200.0
529,17.055,-12.4623744,130.9562785,16080.084067634749,201.0
532,17.282,-12.4626994,130.9569396,16160.478863627004,202.0
534,19.256,-12.4631537,130.9580911,16295.32459117339,203.0
535,21.349,-12.4632526,130.9583901,16329.600479657634,204.0
537,23.847,-12.463451,130.9590937,16409.11615579599,205.0
539,30.109,-12.4637081,130.9600957,16521.612690075504,206.0
540,28.666,-12.4637833,130.9604761,16563.75234235029,207.0
542,29.184,-12.4639645,130.9614399,16670.322932564985,208.0
543,29.637,-12.4640659,130.9622812,16762.359710104975,209.0
544,30.0,-12.4641143,130.962997,16840.26326046601,210.0
546,34.184,-12.464116,130.9639697,16945.903535739802,211.0
547,39.389,-12.4640603,130.9648973,17046.80725037031,213.0
550,38.0,-12.463927,130.9662483,17194.238071875996,214.0
551,37.784,-12.463878,130.966705,17244.122404781396,215.0
552,36.097,-12.4638212,130.9673748,17317.119234423848,216.0
554,33.573,-12.4637655,130.9682571,17413.125726513357,217.0
555,34.08,-12.4637593,130.9687777,17469.653743871655,218.0
556,32.405,-12.4637764,130.9693574,17532.623015201974,219.0
558,29.842,-12.4638214,130.970313,17636.503744917067,220.0
559,26.276,-12.463862,130.9708069,17690.318302341246,221.0
560,24.037,-12.4639586,130.9716259,17779.887063973478,222.0
562,24.459,-12.4642579,130.9737419,18012.030671200864,225.0
564,25.043,-12.4644519,130.9744639,18093.420801715853,226.0
567,29.834,-12.464795,130.9755821,18220.72836910692,227.0
568,32.0,-12.4650253,130.9761447,18286.962753895317,228.0
569,30.492,-12.46542,130.9769422,18384.03808120805,229.0
570,29.81,-12.4656915,130.9773923,18441.48004052965,230.0
571,29.0,-12.4663248,130.9783834,18570.08110093092,232.0
573,30.041,-12.4669917,130.9793774,18701.024572132716,233.0
574,30.977,-12.4672697,130.9797762,18754.225677513747,234.0
577,30.213,-12.467517,130.9802187,18809.91356189441,235.0
579,32.0,-12.4682983,130.9814832,18972.4348452717,237.0
584,30.996,-12.468745,130.9822198,19066.60233433877,238.0
585,32.943,-12.4690335,130.9827936,19136.67545403827,239.0
588,35.901,-12.4694628,130.9838936,19265.405613676037,240.0
589,33.951,-12.469553,130.9842295,19303.228990434647,241.0
591,32.159,-12.4697053,130.9848823,19376.101009269318,242.0
595,35.301,-12.4699427,130.9859703,19497.145281347228,243.0
596,36.614,-12.4701035,130.9867336,19581.925007841157,244.0
597,34.806,-12.4704607,130.988429,19770.233831217076,247.0
599,37.648,-12.4706045,130.989107,19845.567917299744,248.0
601,39.059,-12.4707606,130.989833,19926.279565559573,249.0
604,37.182,-12.4709737,130.9907797,20031.765855348,250.0
605,39.392,-12.471085,130.9912833,20087.82552569525,251.0
607,41.022,-12.4713399,130.992314,20203.29658436897,252.0
608,38.97,-12.4717219,130.9935119,20340.114561787002,254.0
611,43.015,-12.4721362,130.9944575,20452.641634307827,255.0
612,42.959,-12.4722908,130.9947687,20490.550722424206,256.0
613,46.32,-12.4727694,130.995733,20607.99486859722,257.0
614,44.672,-12.4729621,130.996055,20648.99864106522,258.0
615,43.986,-12.4733386,130.9966628,20727.14741727776,259.0
619,45.456,-12.4737622,130.9972404,20805.57911689421,260.0
623,44.9,-12.4742495,130.9978711,20892.905585649194,261.0
624,43.383,-12.474669,130.9983496,20962.724985738878,262.0
625,41.103,-12.4751712,130.9988746,21042.519941971295,263.0
628,34.07,-12.4764899,131.0001154,21241.66745695133,265.0
630,30.857,-12.4770273,131.0006169,21322.508726433334,266.0
632,29.974,-12.4772931,131.0008652,21362.511820312127,267.0
635,31.75,-12.4778247,131.0013618,21442.517951105987,268.0
639,29.439,-12.4784893,131.0019822,21542.50817730901,269.0
642,29.334,-12.4790132,131.0024696,21621.208618331486,270.0
643,33.972,-12.4808656,131.0042342,21902.50737367975,273.0
645,33.591,-12.4809939,131.0043633,21922.5087245362,274.0
651,31.436,-12.4817551,131.0051692,22044.260187604053,275.0
652,29.721,-12.4821114,131.00559,22104.73129168322,276.0
654,29.801,-12.4825184,131.0061065,22176.791412557825,277.0
657,27.532,-12.4829289,131.0066296,22249.65261293914,278.0
661,28.96,-12.483337,131.0071506,22322.17200917016,279.0
669,23.941,-12.483908,131.0078166,22418.42025887364,280.0
673,25.523,-12.4843168,131.0082327,22482.513012576335,281.0
676,30.089,-12.4849159,131.0087893,22572.459525244525,282.0
680,34.544,-12.4854447,131.0092061,22646.662742057593,283.0
684,37.309,-12.4861724,131.0096978,22743.648011550347,284.0
687,36.242,-12.4866351,131.0099644,22802.685663557742,285.0
692,37.852,-12.4875024,131.0103956,22909.902672614597,286.0
694,39.632,-12.4882128,131.010678,22994.6451710873,287.0
696,39.0,-12.4886546,131.0108255,23046.323893455177,288.0
700,39.756,-12.4894654,131.0110432,23139.548484698917,289.0
703,42.431,-12.4901023,131.0111776,23211.86022952997,290.0
706,39.465,-12.4907355,131.0112999,23283.515173424243,291.0
708,43.498,-12.4918062,131.0115146,23404.83192282011,292.0
710,41.809,-12.4925513,131.0116684,23489.353904598636,293.0
711,40.472,-12.4930559,131.0117973,23547.181562933005,294.0
713,43.151,-12.4936539,131.0119808,23616.601527897572,295.0
715,42.942,-12.4943726,131.0122534,23701.828883155555,296.0
716,42.464,-12.4948735,131.0124726,23762.39700196814,297.0
720,42.041,-12.4958448,131.0129851,23883.9527475943,298.0
721,43.431,-12.4965087,131.0133653,23968.53018656579,299.0
723,43.665,-12.4972044,131.013766,24057.294480631732,300.0
724,45.03,-12.4974454,131.0138994,24087.755246196273,301.0
728,43.0,-12.4980739,131.0142703,24168.421688015667,302.0
729,44.676,-12.4992606,131.0149606,24320.171308744353,304.0
731,44.493,-12.5004185,131.0156278,24467.89897033249,305.0
732,42.955,-12.5010171,131.0159567,24543.432089627255,306.0
733,45.344,-12.5015712,131.0162611,24613.347490748994,307.0
734,45.0,-12.5020081,131.0165094,24668.905520176264,308.0
735,36.892,-12.5041968,131.0177942,24949.411149371776,311.0
736,37.28,-12.505014,131.0182592,25053.359328112627,313.0
737,35.718,-12.5067206,131.0192449,25271.21428611401,315.0
738,35.36,-12.506979,131.0193921,25304.091572531346,316.0
740,36.032,-12.5074491,131.0196623,25364.03241721266,317.0
743,36.881,-12.5084888,131.0202611,25496.664097272464,318.0
744,35.739,-12.5090798,131.0206016,25572.0623249721,319.0
746,35.332,-12.5093924,131.020784,25612.06636168081,320.0
749,28.319,-12.5103517,131.0213701,25736.280024535416,321.0
750,25.845,-12.5110503,131.0218862,25832.056381865645,322.0
752,25.613,-12.5113243,131.0221249,25872.054708918044,323.0
756,24.216,-12.511859,131.0226176,25952.062531542437,324.0
758,24.344,-12.512249,131.023002,26012.244373563608,325.0
760,20.64,-12.5127234,131.0235534,26092.063536468435,326.0
764,19.688,-12.5131422,131.0240979,26167.320336492456,327.0
767,17.548,-12.5135288,131.0246803,26243.77736789346,328.0
770,18.989,-12.5140056,131.0255081,26348.11637806744,329.0
772,20.735,-12.5142419,131.0259908,26406.73944443498,330.0
776,22.688,-12.5145348,131.0266636,26486.74038118356,331.0
780,26.001,-12.5148365,131.0275721,26590.91724250443,332.0
781,34.223,-12.5150745,131.0283954,26684.124774703676,333.0
784,34.12,-12.5153463,131.0294635,26803.94428892221,335.0
786,36.233,-12.5156642,131.0304907,26920.918529646675,336.0
787,37.917,-12.5158735,131.0311685,26998.088462469696,337.0
788,36.83,-12.5161109,131.0317145,27062.97086884963,338.0
789,38.013,-12.5163905,131.0322738,27131.18158340725,339.0
791,39.58,-12.5169675,131.0331721,27247.908223530485,340.0
792,40.991,-12.5188322,131.0358307,27603.266241430905,345.0
793,41.827,-12.5196718,131.0370277,27763.263802827085,347.0
795,43.887,-12.5202463,131.0378535,27873.33885209758,348.0
797,43.049,-12.5205693,131.0383179,27935.23716879155,349.0
800,44.841,-12.521582,131.0397665,28128.660206920074,351.0
801,44.972,-12.5218536,131.0401545,28180.48635079506,352.0
803,44.93,-12.5223254,131.0408139,28269.23114270664,353.0
805,43.365,-12.5234692,131.0424656,28489.053090526133,356.0
807,45.246,-12.5239643,131.0431495,28581.48243113176,357.0
808,44.09,-12.524505,131.043921,28684.575113102357,358.0
810,44.83,-12.5247711,131.0442931,28734.644928847774,359.0
815,46.558,-12.5255631,131.0454258,28885.936299151745,361.0
817,48.609,-12.5261717,131.04625,28998.113577517874,362.0
818,49.552,-12.5265381,131.0466914,29061.006846973643,363.0
819,47.787,-12.5273273,131.0475606,29189.858806510216,364.0
820,48.993,-12.5278122,131.0480536,29265.825503503474,365.0
821,47.992,-12.5283948,131.0486215,29355.249863343033,366.0
822,48.384,-12.5290773,131.0491932,29453.282338049594,368.0
823,48.0,-12.5315854,131.0512619,29811.334282746786,372.0
824,47.289,-12.5325359,131.0520365,29946.389456455305,374.0
825,47.796,-12.5338891,131.0531666,30140.523653553868,376.0
826,43.904,-12.5353403,131.0543293,30345.381323893926,379.0
827,47.087,-12.5363809,131.055163,30492.274800878717,381.0
828,52.535,-12.537144,131.0558194,30603.07324552986,382.0
829,46.326,-12.5380459,131.0565953,30734.03211913727,384.0
832,48.0,-12.5389662,131.0574516,30872.273994378786,385.0
833,48.927,-12.5403297,131.0587203,31077.091820877897,388.0
834,46.757,-12.5409109,131.059203,31160.288196660233,389.0
835,48.077,-12.5415175,131.0596598,31244.00188387055,390.0
836,45.259,-12.5424155,131.060296,31365.40657890928,392.0
838,46.778,-12.5431651,131.0608255,31466.652387362225,393.0
839,46.199,-12.5437776,131.0612582,31549.382791080963,394.0
840,43.552,-12.5453584,131.0624035,31764.675242458314,397.0
841,46.446,-12.5459362,131.0628112,31842.688555550707,398.0
842,40.793,-12.5496101,131.065374,32336.91821986246,404.0
843,42.423,-12.5507396,131.0661817,32490.082772005542,406.0
846,42.701,-12.5517266,131.0668761,32623.221236859234,407.0
847,41.351,-12.5524323,131.067378,32718.74657410989,408.0
848,39.213,-12.55422,131.0686607,32961.433553644776,412.0
850,39.578,-12.5552095,131.069347,33094.30457803741,413.0
851,38.506,-12.5554877,131.0695407,33131.70674483318,414.0
852,39.262,-12.5574638,131.0709169,33397.399429800585,417.0
853,41.224,-12.5578089,131.0711434,33442.97186601085,418.0
855,40.442,-12.5585337,131.0716038,33537.8139932677,419.0
858,41.791,-12.5592922,131.0720303,33634.03548208941,420.0
859,41.412,-12.5598402,131.072301,33701.68344607003,421.0
861,41.909,-12.560927,131.0727524,33832.17390964869,422.0
862,38.358,-12.5616405,131.0730085,33916.23957152264,423.0
863,37.29,-12.5619021,131.0731007,33947.0012589156,424.0
865,38.693,-12.5627035,131.0733246,34039.3700742245,425.0
866,37.474,-12.5633022,131.0734338,34106.98922154451,426.0
869,37.399,-12.5638025,131.0734942,34163.010616758234,427.0
872,35.637,-12.5647876,131.0735879,34273.052959728164,428.0
873,34.168,-12.5652322,131.0736175,34322.59449309914,429.0
876,31.332,-12.5674077,131.0736382,34564.527387253765,432.0
877,31.252,-12.5685135,131.0736388,34687.48675438033,433.0
879,29.0,-12.5700445,131.0736398,34857.72622182209,435.0
880,28.693,-12.5713037,131.0736354,34997.74368776172,437.0
882,32.956,-12.5726401,131.0736208,35146.353948449985,439.0
884,34.535,-12.5734584,131.0736187,35237.34604962052,440.0
885,33.035,-12.5738957,131.0736207,35285.972075491176,441.0
886,32.035,-12.5754225,131.0736296,35455.74723713742,443.0
887,34.861,-12.5763798,131.0736171,35562.20278444773,444.0
888,25.616,-12.5791733,131.0736684,35872.87570127643,448.0
889,25.0,-12.5808088,131.0736655,36054.7352761322,450.0
891,23.952,-12.5811244,131.073665,36089.82843708655,451.0
892,26.746,-12.5824269,131.0736209,36234.73888291865,452.0
893,26.628,-12.5840723,131.0736247,36417.69947998364,455.0
895,26.822,-12.5850504,131.073617,36526.466788466976,456.0
896,27.654,-12.5859511,131.0736264,36626.62525399579,457.0
897,30.785,-12.5873401,131.0736526,36781.10117623633,459.0
898,28.824,-12.5881056,131.0736175,36866.30607969309,460.0
899,28.036,-12.5887993,131.0736211,36943.44298965682,461.0
900,28.003,-12.5905109,131.0736163,37133.764938946406,464.0
902,22.015,-12.5942265,131.0736153,37546.920822653476,469.0
903,19.986,-12.5953436,131.0736163,37671.136722611125,470.0
904,20.004,-12.5956109,131.0736165,37700.859134427585,471.0
905,19.916,-12.5964068,131.0736058,37789.366793552,472.0
906,18.055,-12.6018863,131.0736237,38398.66249043236,479.0
907,15.217,-12.6027268,131.0736203,38492.12255454476,481.0
908,16.0,-12.605,131.0736017,38744.8989201921,484.0
911,13.031,-12.6072678,131.0736214,38997.075838616074,487.0
912,16.988,-12.6101954,131.073616,39322.61063324388,491.0
913,19.75,-12.6131306,131.0735476,39649.07436578502,495.0
916,17.696,-12.6135179,131.0735611,39692.189533329765,496.0
917,18.26,-12.6150058,131.0736371,39857.84187209365,498.0
919,19.194,-12.6159004,131.0735939,39957.43080199637,499.0
921,21.287,-12.6163,131.0735811,40001.8859978074,500.0
924,22.923,-12.6170277,131.0735331,40082.975841257285,501.0
926,20.494,-12.6177903,131.0734455,40168.30992026402,502.0
928,24.591,-12.6184988,131.0733313,40248.060396053406,503.0
929,20.328,-12.6200895,131.0730508,40427.53780297218,505.0
930,23.0,-12.6214428,131.0728118,40580.236208411996,507.0
932,23.102,-12.6221938,131.0726899,40664.78465755907,508.0
936,22.964,-12.6228291,131.0726122,40735.93152118205,509.0
942,26.766,-12.6238021,131.0725385,40844.425671712626,510.0
944,26.01,-12.6244585,131.0725107,40917.47717659944,511.0
945,26.68,-12.625071,131.0725178,40985.588426226415,512.0
947,25.0,-12.6261996,131.0725776,41111.2800958038,513.0
949,25.0,-12.6264169,131.0725918,41135.49183014395,514.0
954,27.968,-12.6272872,131.0727039,41233.03823620177,515.0
955,28.869,-12.6287218,131.0729321,41394.46874193251,517.0
956,31.518,-12.6295701,131.0730706,41489.98500044022,518.0
957,30.52,-12.6303326,131.0732,41575.925808644744,519.0
959,34.708,-12.6312985,131.0733616,41684.752181111835,521.0
961,33.685,-12.6323431,131.0735341,41802.404940839595,522.0
962,34.872,-12.63302,131.0736285,41878.36651959281,523.0
964,34.886,-12.6333996,131.0736915,41921.129491461965,524.0
966,37.622,-12.6343063,131.0738364,42023.16845059313,525.0
970,36.092,-12.6356199,131.0740569,42171.203167181135,527.0
971,34.739,-12.636426,131.0742075,42262.314651589455,528.0
972,36.541,-12.6375247,131.0743931,42386.133103,529.0
973,31.592,-12.6386659,131.0745676,42514.43345207993,531.0
975,36.0,-12.6398787,131.0747698,42651.063521949,533.0
976,36.329,-12.6410061,131.0749643,42778.18852497158,534.0
977,36.041,-12.641308,131.0750115,42812.14665318772,535.0
978,34.813,-12.6421668,131.0751798,42909.3710645022,536.0
979,36.06,-12.6427944,131.0753149,42980.67983000345,537.0
980,33.492,-12.643689,131.0754968,43082.09372393148,538.0
981,33.421,-12.6447642,131.0757163,43203.99941036603,540.0
982,32.399,-12.6456827,131.0759065,43308.19591689955,541.0
984,33.932,-12.6463735,131.0760483,43386.53494523198,542.0
985,33.201,-12.647329,131.0762434,43494.86983188352,543.0
986,33.392,-12.6478291,131.0763345,43551.34999758198,544.0
989,33.185,-12.6492332,131.076568,43709.522505745954,546.0
993,38.822,-12.6556264,131.0776203,44429.52332895086,555.0
994,43.52,-12.6573191,131.0778766,44619.78592026675,557.0
995,42.67,-12.6576137,131.0779385,44653.22524970914,558.0
997,42.663,-12.6582396,131.0780476,44723.821513775816,559.0
1000,49.466,-12.6609382,131.0784822,45027.58035538979,562.0
1001,50.786,-12.661147,131.078516,45051.08565730503,563.0
1002,46.956,-12.6619005,131.0786595,45136.305172781744,564.0
1003,48.107,-12.6629701,131.0788332,45256.722966573456,565.0
1004,49.538,-12.6638298,131.0789767,45353.57666492547,566.0
1005,50.613,-12.6648137,131.079108,45463.904799203345,568.0
1006,49.485,-12.665411,131.0791854,45530.85024618381,569.0
1009,51.628,-12.6669002,131.0793793,45697.77738532233,571.0
1010,51.873,-12.6676096,131.0794665,45777.2243162399,572.0
1011,50.535,-12.6681846,131.0795408,45841.667508118255,573.0
1013,48.835,-12.6703675,131.0798272,46086.37560994901,576.0
1015,50.315,-12.672071,131.080086,46277.86989238854,578.0
1017,51.962,-12.6729009,131.0802214,46371.31565105364,579.0
1018,50.967,-12.6733425,131.0802944,46421.05385993356,580.0
1020,52.801,-12.6747678,131.0805411,46581.7855280661,582.0
1021,50.344,-12.6753201,131.0806195,46643.78464432232,583.0
1022,53.31,-12.6769245,131.0809121,46824.98773601794,585.0
1023,56.212,-12.6804569,131.0814984,47222.88908392227,590.0
1025,57.733,-12.681459,131.0815999,47334.87435796131,591.0
1026,56.511,-12.6824391,131.0817595,47445.223235103804,593.0
1030,52.99,-12.6832174,131.081949,47534.20923865702,594.0
1033,50.952,-12.6841312,131.0822001,47639.888226782045,595.0
1034,50.66,-12.6858332,131.0826833,47836.26702167054,597.0
1035,51.269,-12.6859666,131.0827192,47851.60314219274,598.0
1040,53.463,-12.687574,131.0831582,48036.573809101705,600.0
1041,54.37,-12.6886041,131.0834431,48155.21198083299,601.0
