ele,lat,lon,name
510.997,-21.5294394,133.8891224,Route5
510.997,-21.5294394,133.8891224,Route5
510.967,-21.5293806,133.8891271,Route5
510.937,-21.5293325,133.8891232,Route5
510.893,-21.5292779,133.8891169,Route5
510.799,-21.5292124,133.8890997,Route5
510.44,-21.5290996,133.8890413,Route5
511.225,-21.5295716,133.8888241,Route5
511.05,-21.5299163,133.8886568,Route5
511.219,-21.5301347,133.8885504,Route5
511.617,-21.530332,133.8884397,Route5
512.161,-21.5305563,133.8882884,Route5
512.165,-21.5305586,133.8882869,Route5
511.582,-21.5313308,133.8877454,Route5
509.0,-21.5318309,133.8873341,Route5
509.649,-21.5320758,133.8871188,Route5
510.778,-21.532216,133.8869948,Route5
511.346,-21.5324135,133.8868064,Route5
511.379,-21.5326053,133.8866077,Route5
512.771,-21.5329266,133.8862481,Route5
512.933,-21.532982,133.8861813,Route5
513.168,-21.5331939,133.8859261,Route5
512.61,-21.5334416,133.8855909,Route5
511.95,-21.5336732,133.8852525,Route5
512.807,-21.5338621,133.8849567,Route5
513.584,-21.5340512,133.8846594,Route5
513.213,-21.5342882,133.8842226,Route5
509.66,-21.5345487,133.8836779,Route5
513.121,-21.5347097,133.8832872,Route5
512.398,-21.5348972,133.8827855,Route5
510.757,-21.5350084,133.8824326,Route5
510.488,-21.5351121,133.8820868,Route5
510.683,-21.5351261,133.8820325,Route5
511.615,-21.5351781,133.8818403,Route5
512.816,-21.5352266,133.8816453,Route5
512.985,-21.5352736,133.8814163,Route5
512.208,-21.5353302,133.8811025,Route5
515.971,-21.5354721,133.8802825,Route5
515.297,-21.5357308,133.8785848,Route5
516.0,-21.5358124,133.8780493,Route5
515.578,-21.5360765,133.8763248,Route5
514.481,-21.5361349,133.8759432,Route5
518.917,-21.5365568,133.8731884,Route5
518.795,-21.5369079,133.8708989,Route5
519.439,-21.5369371,133.8707082,Route5
523.164,-21.5370249,133.8701358,Route5
523.321,-21.5371311,133.8694432,Route5
518.308,-21.5373078,133.8682254,Route5
519.424,-21.5373976,133.8676601,Route5
523.676,-21.5379616,133.8640731,Route5
522.444,-21.5381331,133.8628844,Route5
522.576,-21.5381419,133.8628232,Route5
522.604,-21.5381656,133.8626943,Route5
521.585,-21.5382829,133.8620566,Route5
522.744,-21.5384412,133.8612901,Route5
523.22,-21.5385989,133.8606194,Route5
523.046,-21.5386238,133.8605135,Route5
523.122,-21.538645,133.8604325,Route5
523.411,-21.5386938,133.8602464,Route5
524.045,-21.5388272,133.8597382,Route5
524.307,-21.5390329,133.8590189,Route5
526.952,-21.5392479,133.8583467,Route5
526.551,-21.5395068,133.8576012,Route5
525.008,-21.5397154,133.8570293,Route5
529.105,-21.5400211,133.8562821,Route5
529.428,-21.5413324,133.85303,Route5
528.197,-21.5414756,133.852675,Route5
528.196,-21.5414762,133.8526735,Route5
528.196,-21.5414773,133.8526707,Route5
528.009,-21.5415471,133.8524976,Route5
532.552,-21.5422697,133.8507057,Route5
533.492,-21.5425771,133.8499781,Route5
536.131,-21.5427326,133.8496786,Route5
536.142,-21.5427342,133.8496755,Route5
536.612,-21.5428204,133.8495096,Route5
535.363,-21.5429322,133.8492943,Route5
534.862,-21.5433142,133.8486121,Route5
536.669,-21.543731,133.8479394,Route5
534.988,-21.5441802,133.8473281,Route5
534.0,-21.5445778,133.8468272,Route5
534.0,-21.5446685,133.8467129,Route5
537.284,-21.5451858,133.8461307,Route5
536.0,-21.545731,133.8455884,Route5
537.468,-21.5463383,133.8450452,Route5
536.053,-21.5476984,133.843923,Route5
536.035,-21.5480546,133.8436218,Route5
538.944,-21.54853,133.8432409,Route5
538.79,-21.5488615,133.8429698,Route5
538.119,-21.5489457,133.8428906,Route5
538.045,-21.5492877,133.8426086,Route5
539.61,-21.5496894,133.842278,Route5
540.603,-21.549806,133.8421914,Route5
541.943,-21.5500337,133.8420092,Route5
540.64,-21.5503336,133.8417429,Route5
538.46,-21.5507277,133.8414049,Route5
537.555,-21.550865,133.841278,Route5
535.92,-21.551095,133.8410727,Route5
537.48,-21.5515221,133.8406943,Route5
536.985,-21.5519114,133.8403035,Route5
536.876,-21.5519714,133.8402433,Route5
536.615,-21.552042,133.8401707,Route5
536.357,-21.5521117,133.8400991,Route5
536.505,-21.552351,133.839841,Route5
536.609,-21.5525672,133.8395953,Route5
536.014,-21.5527811,133.8393323,Route5
535.528,-21.5530143,133.8390355,Route5
535.404,-21.5533693,133.8385648,Route5
536.567,-21.5536737,133.8381505,Route5
534.781,-21.5542282,133.8373777,Route5
534.134,-21.5546778,133.8367482,Route5
534.15,-21.5547874,133.8365948,Route5
535.099,-21.555167,133.8360633,Route5
533.664,-21.5556782,133.8353396,Route5
534.726,-21.5561808,133.834646,Route5
535.917,-21.5567554,133.8338529,Route5
534.071,-21.5569349,133.833594,Route5
532.808,-21.5571485,133.8332889,Route5
535.015,-21.5574005,133.832952,Route5
532.386,-21.5578083,133.8323599,Route5
534.194,-21.5582574,133.8317471,Route5
533.532,-21.5586033,133.8312631,Route5
533.784,-21.558829,133.8309505,Route5
531.934,-21.5593335,133.8302316,Route5
533.484,-21.5598863,133.829474,Route5
533.797,-21.5604449,133.8286966,Route5
534.484,-21.5608928,133.8280919,Route5
532.989,-21.5611935,133.8276483,Route5
533.039,-21.5614162,133.8273329,Route5
532.788,-21.5618132,133.8267915,Route5
533.097,-21.5619246,133.8266396,Route5
533.429,-21.5620333,133.8264914,Route5
532.818,-21.5625505,133.8257612,Route5
531.84,-21.5627465,133.8254798,Route5
532.208,-21.5630033,133.8251357,Route5
530.787,-21.5634403,133.8245232,Route5
532.051,-21.5636253,133.8242732,Route5
533.92,-21.5643421,133.8232982,Route5
530.258,-21.5647766,133.8226517,Route5
528.365,-21.5653047,133.8219125,Route5
533.004,-21.5661235,133.8208061,Route5
531.838,-21.5663955,133.8204359,Route5
532.781,-21.5666585,133.8200626,Route5
528.083,-21.5673179,133.8190926,Route5
527.039,-21.5674946,133.818852,Route5
526.574,-21.5682511,133.817829,Route5
527.967,-21.5684125,133.8175882,Route5
526.405,-21.5697891,133.8156852,Route5
527.019,-21.5701267,133.8152185,Route5
526.0,-21.5707774,133.8143067,Route5
526.135,-21.5708869,133.8141532,Route5
525.231,-21.5711754,133.8137488,Route5
526.307,-21.571773,133.8129172,Route5
526.526,-21.5719941,133.8126317,Route5
528.166,-21.5722156,133.8123381,Route5
526.14,-21.57292,133.8113567,Route5
527.632,-21.5736463,133.8103479,Route5
528.84,-21.5739936,133.8098509,Route5
528.78,-21.5741152,133.8096708,Route5
529.0,-21.5743494,133.809293,Route5
528.097,-21.5745699,133.8088918,Route5
526.72,-21.5746487,133.8087419,Route5
526.0,-21.5747616,133.8085233,Route5
526.0,-21.5748137,133.8084104,Route5
526.756,-21.5764535,133.8046199,Route5
528.114,-21.576724,133.804013,Route5
528.575,-21.5768018,133.8038385,Route5
529.386,-21.5768795,133.8036641,Route5
529.546,-21.5769594,133.8034849,Route5
526.116,-21.5772316,133.802818,Route5
524.917,-21.5773607,133.8024762,Route5
523.046,-21.5774919,133.8021037,Route5
523.251,-21.5775802,133.8018465,Route5
523.236,-21.5777121,133.8014027,Route5
522.097,-21.5777851,133.8011389,Route5
522.0,-21.5778262,133.8010019,Route5
522.0,-21.5778376,133.800956,Route5
522.0,-21.57787,133.8008258,Route5
524.249,-21.5782442,133.799072,Route5
524.472,-21.5782844,133.7988834,Route5
522.789,-21.5784377,133.7981647,Route5
522.693,-21.5784431,133.7981517,Route5
522.003,-21.5784717,133.7980293,Route5
521.914,-21.5784928,133.7979386,Route5
522.741,-21.5785943,133.7975719,Route5
523.0,-21.5786152,133.7974962,Route5
522.254,-21.5787266,133.7971304,Route5
521.73,-21.578762,133.7970204,Route5
521.151,-21.5788209,133.7968377,Route5
520.442,-21.5789011,133.7965891,Route5
519.0,-21.5790111,133.7962948,Route5
519.0,-21.5790195,133.7962723,Route5
519.0,-21.5790508,133.7961969,Route5
517.692,-21.5796593,133.7946997,Route5
517.337,-21.5797313,133.7945225,Route5
518.513,-21.5803796,133.7929273,Route5
512.638,-21.5812884,133.7906909,Route5
511.118,-21.5830863,133.7862586,Route5
512.702,-21.5835177,133.7851949,Route5
512.063,-21.5835896,133.7850176,Route5
512.073,-21.584605,133.7825142,Route5
511.674,-21.585248,133.7809418,Route5
508.578,-21.587017,133.776616,Route5
509.893,-21.587151,133.7763489,Route5
508.0,-21.587433,133.7757869,Route5
509.545,-21.587906,133.7749769,Route5
510.037,-21.588425,133.774198,Route5
511.724,-21.5886301,133.7739286,Route5
512.0,-21.5887441,133.7737789,Route5
512.0,-21.588858,133.7736293,Route5
511.211,-21.588972,133.7734796,Route5
511.015,-21.588993,133.773452,Route5
506.596,-21.58961,133.772749,Route5
506.957,-21.590251,133.7720969,Route5
506.352,-21.5909226,133.7714796,Route5
506.084,-21.5910594,133.7713539,Route5
508.885,-21.593794,133.7688403,Route5
510.009,-21.5962551,133.766578,Route5
509.221,-21.5963918,133.7664524,Route5
