ele,lat,lon,name
572.821,-23.7140961,133.8742486,Route6
572.821,-23.7140961,133.8742486,Route6
572.866,-23.7141181,133.8742314,Route6
572.965,-23.7141553,133.8742043,Route6
572.717,-23.7147903,133.8737246,Route6
571.367,-23.7155131,133.8731758,Route6
570.525,-23.7158828,133.8728951,Route6
570.647,-23.7160016,133.8728066,Route6
570.81,-23.7160583,133.8727585,Route6
571.103,-23.7163403,133.8725346,Route6
571.365,-23.7165234,133.8723985,Route6
571.701,-23.7167358,133.8722406,Route6
571.004,-23.7169434,133.87208,Route6
570.932,-23.717064,133.8719884,Route6
570.866,-23.7172927,133.8718134,Route6
571.0,-23.7175493,133.871617,Route6
571.0,-23.7175581,133.8716098,Route6
571.0,-23.7176409,133.8715424,Route6
571.318,-23.7178704,133.8713757,Route6
571.133,-23.7181343,133.8711627,Route6
570.772,-23.7182901,133.871036,Route6
569.169,-23.7186187,133.8707852,Route6
569.244,-23.7186805,133.870743,Route6
569.019,-23.7188827,133.8705905,Route6
569.034,-23.7189445,133.8705438,Route6
569.132,-23.7190314,133.87048,Route6
569.051,-23.7191417,133.870399,Route6
569.035,-23.719181,133.8703688,Route6
569.354,-23.7192722,133.8702965,Route6
569.597,-23.7193845,133.8702114,Route6
569.613,-23.7194301,133.8701795,Route6
569.372,-23.7194975,133.8701276,Route6
569.451,-23.7198476,133.8698582,Route6
569.62,-23.7198945,133.8698221,Route6
570.191,-23.720151,133.8696242,Route6
570.233,-23.7202057,133.8695813,Route6
569.931,-23.7204794,133.8693745,Route6
569.504,-23.7207084,133.8691941,Route6
569.136,-23.7207887,133.869124,Route6
569.0,-23.7208489,133.8690828,Route6
569.0,-23.7209519,133.868997,Route6
569.0,-23.7210357,133.8689202,Route6
569.0,-23.7210573,133.8689004,Route6
568.716,-23.7211401,133.8688008,Route6
568.552,-23.7212062,133.8686997,Route6
568.531,-23.721223,133.8686709,Route6
568.53,-23.7212236,133.8686694,Route6
568.549,-23.7212794,133.8685849,Route6
568.307,-23.7213635,133.8684273,Route6
568.01,-23.7214061,133.868336,Route6
567.439,-23.7214784,133.8681775,Route6
