Time,Current1,Current2,Voltage,Speed,SOC,Distance,2
14/09:57:13,4.09,4.17,114.51,83.171,30.71,70.532,32
14/09:57:13,1.75,4.14,114.75,82.775,30.71,70.543,33
14/09:57:14,0.54,4.11,114.94,82.159,30.71,70.576,34
14/09:57:15,0.54,4.1,114.96,81.917,30.71,70.587,35
14/09:57:15,0.55,4.1,114.98,81.51,30.71,70.598,36
14/09:57:16,0.56,4.1,114.98,81.103,30.71,70.609,37
14/09:57:16,0.6,4.1,114.98,80.85,30.71,70.62,38
14/09:57:17,0.66,4.1,114.98,80.52,30.71,70.631,39
14/09:57:17,0.79,4.09,114.97,80.278,30.71,70.642,40
14/09:57:18,1.3,4.08,114.94,80.069,30.71,70.653,41
14/09:57:18,2.14,4.08,114.86,79.937,30.71,70.664,42
14/09:57:19,3.42,4.07,114.72,79.992,30.71,70.675,43
14/09:57:19,5.0,4.08,114.57,80.069,30.71,70.686,44
14/09:57:21,8.56,4.07,114.25,80.399,30.71,70.708,45
14/09:57:21,9.98,4.06,114.12,80.542,30.71,70.708,46
14/09:57:21,11.07,4.08,114.0,80.597,30.71,70.741,47
14/09:57:22,11.9,4.09,113.92,80.608,30.71,70.752,48
14/09:57:22,11.94,4.1,113.92,80.586,30.71,70.763,49
14/09:57:23,11.08,4.1,114.0,80.377,30.71,70.774,50
14/09:57:23,10.03,4.08,114.1,80.124,30.71,70.785,51
14/09:57:25,6.99,3.69,114.67,80.322,30.71,70.807,52
14/09:57:25,5.69,3.39,114.99,80.322,30.71,70.818,53
14/09:57:25,4.23,3.09,115.32,80.124,30.71,70.829,54
14/09:57:26,3.12,2.85,115.59,79.959,30.71,70.84,55
14/09:57:27,2.68,2.66,115.79,79.563,30.71,70.851,56
14/09:57:27,2.69,2.66,115.79,79.123,30.71,70.862,57
14/09:57:28,2.9,2.68,115.78,78.562,30.71,70.873,58
14/09:57:29,4.78,3.18,115.18,78.364,30.71,70.895,59
14/09:57:29,5.87,3.45,114.9,78.309,30.71,70.906,60
14/09:57:30,6.93,3.7,114.62,78.166,30.7,70.917,61
14/09:57:30,7.98,3.95,114.34,78.166,30.7,70.928,62
14/09:57:31,8.76,4.12,114.14,78.155,30.7,70.939,63
14/09:57:31,9.79,4.13,114.08,78.067,30.7,70.961,64
14/09:57:32,10.61,4.15,114.02,77.968,30.7,70.972,65
14/09:57:32,10.84,4.18,114.01,77.858,30.7,70.983,66
14/09:57:33,11.28,4.22,114.03,77.704,30.7,71.005,67
14/09:57:34,11.62,4.22,114.01,77.616,30.7,71.016,68
14/09:57:35,11.97,4.22,113.99,77.583,30.7,71.016,69
14/09:57:36,12.06,4.2,113.96,77.572,30.69,71.049,70
14/09:57:36,11.93,4.2,113.96,77.506,30.69,71.06,71
14/09:57:37,12.27,4.19,113.93,77.484,30.69,71.071,72
14/09:57:37,12.61,4.18,113.91,77.451,30.69,71.082,73
14/09:57:38,12.49,4.17,113.9,77.44,30.69,71.093,74
14/09:57:39,12.26,4.17,113.93,77.374,30.69,71.104,75
14/09:57:39,11.59,4.17,113.97,77.143,30.69,71.126,76
14/09:57:40,11.88,4.17,113.93,77.066,30.69,71.137,77
14/09:57:40,12.03,4.16,113.92,77.055,30.68,71.148,78
14/09:57:41,11.89,4.16,113.91,77.154,30.68,71.159,79
14/09:57:42,11.56,4.18,113.91,77.308,30.68,71.17,80
14/09:57:42,11.93,4.16,113.87,77.374,30.68,71.181,81
14/09:57:42,12.36,4.16,113.83,77.473,30.68,71.192,82
14/09:57:43,12.76,4.17,113.78,77.627,30.68,71.203,83
14/09:57:44,12.82,4.17,113.75,77.715,30.68,71.214,84
14/09:57:44,12.76,4.17,113.77,77.77,30.68,71.225,85
14/09:57:45,12.69,4.16,113.76,77.825,30.67,71.236,86
14/09:57:45,12.64,4.15,113.76,77.891,30.67,71.247,87
14/09:57:45,12.69,4.13,113.73,77.902,30.67,71.258,88
14/09:57:46,12.4,4.15,113.74,78.023,30.67,71.269,89
14/09:57:47,12.05,4.14,113.75,78.144,30.67,71.28,90
14/09:57:47,11.74,4.1,113.76,78.254,30.67,71.291,91
14/09:57:48,11.6,4.1,113.77,78.364,30.67,71.302,92
14/09:57:48,11.47,4.1,113.77,78.463,30.67,71.324,93
14/09:57:49,11.45,4.09,113.76,78.584,30.67,71.335,94
14/09:57:49,11.45,4.1,113.78,78.782,30.66,71.346,95
14/09:57:50,11.38,4.08,113.78,78.925,30.66,71.357,96
14/09:57:50,11.51,4.09,113.78,79.101,30.66,71.368,97
14/09:57:51,11.64,4.11,113.79,79.288,30.66,71.379,98
14/09:57:51,11.85,4.13,113.78,79.475,30.66,71.39,99
14/09:57:52,12.11,4.16,113.78,79.673,30.66,71.401,100
14/09:57:52,12.21,4.16,113.78,79.816,30.66,71.412,101
14/09:57:53,12.19,4.18,113.77,79.959,30.66,71.423,102
14/09:57:54,12.24,4.19,113.77,80.157,30.65,71.434,103
14/09:57:54,12.16,4.17,113.77,80.399,30.65,71.445,104
14/09:57:55,12.02,4.16,113.75,80.63,30.65,71.456,105
14/09:57:55,12.0,4.14,113.74,80.872,30.65,71.467,106
14/09:57:55,12.06,4.16,113.74,81.103,30.65,71.478,107
14/09:57:56,12.2,4.16,113.73,81.345,30.65,71.489,108
14/09:57:57,12.28,4.05,113.74,81.433,30.65,71.511,109
14/09:57:57,12.27,3.86,113.72,81.708,30.65,71.522,110
14/09:57:58,12.44,3.87,113.74,82.071,30.65,71.533,111
14/09:57:58,12.47,3.73,113.73,82.335,30.64,71.544,112
14/09:57:59,12.25,3.64,113.76,82.445,30.64,71.555,113
14/09:57:59,11.97,3.61,113.8,82.544,30.64,71.566,114
14/09:58:00,11.56,3.41,113.81,82.632,30.64,71.577,115
14/09:58:00,11.01,3.38,113.82,82.698,30.64,71.588,116
14/09:58:01,10.76,3.5,113.86,82.852,30.64,71.599,117
14/09:58:02,10.13,3.62,113.94,83.039,30.64,71.632,118
14/09:58:02,9.76,3.76,113.97,83.116,30.64,71.643,119
14/09:58:03,9.16,3.85,114.04,83.116,30.63,71.654,120
14/09:58:04,8.44,3.85,114.1,83.006,30.63,71.665,121
14/09:58:04,7.75,4.02,114.17,82.841,30.63,71.676,122
14/09:58:05,7.1,4.02,114.25,82.665,30.63,71.687,123
14/09:58:05,6.36,4.03,114.3,82.511,30.63,71.698,124
14/09:58:06,5.66,4.03,114.38,82.412,30.63,71.709,125
14/09:58:06,5.13,4.03,114.44,82.214,30.63,71.72,126
14/09:58:07,4.4,4.04,114.51,81.983,30.63,71.731,127
14/09:58:08,4.65,4.04,114.52,81.708,30.63,71.753,128
14/09:58:08,4.54,4.04,114.53,81.609,30.63,71.775,129
14/09:58:09,4.48,4.03,114.53,81.389,30.63,71.786,130
14/09:58:09,4.59,4.02,114.53,81.356,30.63,71.797,131
14/09:58:10,4.74,4.03,114.53,81.235,30.63,71.808,132
14/09:58:11,133.9,213.15,241.0,53.152,243.2,100.76,133
14/09:58:11,4.98,4.01,114.49,80.707,30.63,71.841,134
14/09:58:12,4.93,4.0,114.48,80.608,30.63,71.852,135
14/09:58:13,5.21,3.99,114.46,80.531,30.63,71.863,136
14/09:58:13,5.93,3.99,114.45,80.179,30.63,71.885,137
14/09:58:14,5.77,3.98,114.43,80.091,30.63,71.896,138
14/09:58:15,5.69,3.96,114.42,80.025,30.63,71.907,139
14/09:58:15,5.85,3.96,114.41,79.926,30.63,71.929,140
14/09:58:15,6.18,3.97,114.4,79.882,30.63,71.94,141
14/09:58:16,7.15,4.0,114.31,80.025,30.63,71.951,142
14/09:58:17,8.12,4.03,114.21,80.322,30.63,71.962,143
14/09:58:17,9.05,4.03,114.11,80.542,30.63,71.973,144
14/09:58:18,10.43,4.05,114.0,80.663,30.63,71.984,145
14/09:58:18,11.86,4.07,113.86,80.806,30.63,71.995,146
14/09:58:19,13.71,4.09,113.71,81.125,30.62,72.017,147
14/09:58:20,13.39,4.08,113.75,81.103,30.62,72.028,148
14/09:58:20,12.23,4.03,113.83,80.982,30.62,72.039,149
14/09:58:21,10.75,4.02,113.95,80.817,30.62,72.05,150
14/09:58:22,9.39,4.01,114.08,80.652,30.62,72.061,151
14/09:58:22,7.14,3.99,114.27,80.41,30.62,72.094,152
14/09:58:23,6.56,3.99,114.36,80.289,30.62,72.105,153
14/09:58:23,6.14,3.98,114.4,80.168,30.62,72.116,154
14/09:58:24,5.88,3.98,114.43,80.08,30.62,72.116,155
14/09:58:25,6.53,4.0,114.41,79.816,30.61,72.149,156
14/09:58:26,6.77,4.01,114.39,79.761,30.61,72.16,157
14/09:58:26,6.71,4.0,114.37,79.596,30.61,72.171,158
14/09:58:27,6.57,3.99,114.37,79.442,30.61,72.182,159
14/09:58:27,6.32,3.98,114.37,79.332,30.61,72.193,160
14/09:58:28,6.07,3.99,114.36,79.332,30.61,72.204,161
14/09:58:28,5.96,3.99,114.37,79.222,30.61,72.215,162
14/09:58:29,5.92,3.97,114.35,79.035,30.61,72.226,163
14/09:58:29,6.11,3.98,114.34,78.782,30.61,72.237,164
14/09:58:30,6.23,3.98,114.34,78.606,30.61,72.248,165
14/09:58:30,6.43,3.99,114.35,78.375,30.61,72.259,166
14/09:58:31,6.5,4.0,114.34,78.133,30.61,72.27,167
14/09:58:31,6.54,4.01,114.34,77.957,30.61,72.292,168
14/09:58:32,6.48,4.0,114.36,77.704,30.61,72.303,169
14/09:58:33,6.35,4.0,114.35,77.451,30.61,72.314,170
14/09:58:33,6.22,3.99,114.38,77.22,30.61,72.325,171
14/09:58:33,6.03,3.99,114.38,77.0,30.61,72.336,172
14/09:58:34,6.07,4.0,114.38,76.604,30.61,72.347,173
14/09:58:35,6.16,4.0,114.37,76.384,30.61,72.358,174
14/09:58:35,6.31,4.0,114.37,76.175,30.61,72.369,175
14/09:58:35,6.27,3.99,114.37,75.856,30.61,72.38,176
14/09:58:36,6.65,4.0,114.34,75.504,30.61,72.391,177
14/09:58:37,7.15,4.0,114.33,75.295,30.61,72.402,178
14/09:58:37,7.53,4.0,114.28,75.163,30.61,72.413,179
14/09:58:38,7.82,3.99,114.26,74.976,30.61,72.424,180
14/09:58:38,8.23,3.99,114.22,74.877,30.61,72.435,181
14/09:58:39,8.49,3.98,114.17,74.635,30.6,72.457,182
14/09:58:40,8.98,3.99,114.15,74.492,30.6,72.468,183
14/09:58:40,9.03,3.98,114.14,74.514,30.6,72.479,184
14/09:58:41,8.85,3.98,114.13,74.525,30.6,72.49,185
14/09:58:41,8.97,3.97,114.13,74.426,30.6,72.501,186
14/09:58:42,8.98,3.97,114.13,74.316,30.6,72.512,187
14/09:58:43,8.79,3.97,114.13,74.261,30.6,72.523,188
14/09:58:43,8.84,3.97,114.13,74.129,30.6,72.534,189
14/09:58:44,8.82,3.96,114.13,74.063,30.6,72.545,190
14/09:58:44,8.97,3.96,114.11,74.008,30.6,72.556,191
14/09:58:45,9.79,3.98,114.05,74.129,30.6,72.567,192
14/09:58:45,10.76,3.99,113.98,74.305,30.6,72.567,193
14/09:58:46,11.77,4.0,113.89,74.602,30.59,72.589,194
14/09:58:46,12.63,4.0,113.81,74.822,30.59,72.589,195
14/09:58:47,13.48,4.02,113.74,75.031,30.59,72.6,196
14/09:58:47,13.3,4.03,113.74,75.24,30.59,72.622,197
14/09:58:48,12.71,4.03,113.77,75.251,30.59,72.622,198
14/09:58:48,11.69,4.03,113.86,75.108,30.59,72.633,199
14/09:58:49,9.95,4.03,113.99,74.987,30.59,72.644,200
14/09:58:50,9.0,4.04,114.11,75.042,30.59,72.666,201
14/09:58:50,8.36,4.05,114.15,75.24,30.59,72.677,202
14/09:58:51,8.39,4.04,114.15,75.416,30.57,72.688,203
14/09:58:51,9.85,4.06,114.03,75.658,30.57,72.699,204
14/09:58:52,10.59,4.07,113.98,75.911,30.57,72.721,205
14/09:58:53,11.97,4.06,113.88,76.131,30.57,72.721,206
14/09:58:53,13.18,4.06,113.74,76.384,30.57,72.732,207
14/09:58:54,13.92,4.05,113.61,76.714,30.57,72.743,208
14/09:58:54,14.78,4.07,113.52,77.121,30.57,72.765,209
14/09:58:55,14.71,4.07,113.5,77.561,30.57,72.776,210
14/09:58:55,13.81,4.06,113.57,77.759,30.56,72.787,211
14/09:58:56,12.93,4.06,113.69,77.792,30.56,72.798,212
14/09:58:57,11.21,4.04,113.83,77.924,30.56,72.82,213
14/09:58:57,9.91,4.05,113.97,77.99,30.56,72.831,214
14/09:58:58,8.56,4.05,114.09,78.045,30.56,72.842,215
14/09:58:58,8.06,4.03,114.17,78.353,30.56,72.853,216
14/09:58:59,8.78,4.03,114.11,78.716,30.56,72.864,217
14/09:58:59,9.98,4.03,113.99,79.211,30.56,72.875,218
14/09:59:00,11.55,4.06,113.84,79.64,30.56,72.886,219
14/09:59:01,13.52,4.09,113.66,80.08,30.56,72.897,220
14/09:59:01,15.36,4.14,113.43,80.927,30.56,72.908,221
14/09:59:02,15.54,4.16,113.39,81.246,30.56,72.93,222
14/09:59:02,14.79,4.18,113.44,81.488,30.56,72.941,223
14/09:59:03,13.66,4.2,113.56,81.675,30.56,72.952,224
14/09:59:03,12.04,4.19,113.7,81.708,30.56,72.963,225
14/09:59:04,10.08,4.18,113.88,81.697,30.55,72.985,226
14/09:59:05,8.16,4.16,114.05,81.763,30.55,72.996,227
14/09:59:05,7.34,4.16,114.16,81.785,30.55,73.007,228
14/09:59:06,7.55,4.16,114.18,81.84,30.55,73.018,229
14/09:59:06,7.72,4.16,114.17,82.005,30.55,73.029,230
14/09:59:07,8.05,4.16,114.13,82.28,30.55,73.04,231
14/09:59:08,9.4,4.16,114.01,82.764,30.55,73.062,232
14/09:59:08,10.09,4.16,113.94,83.006,30.55,73.073,233
14/09:59:09,10.8,4.18,113.88,83.204,30.55,73.084,234
14/09:59:09,10.89,4.18,113.84,83.402,30.55,73.095,235
14/09:59:10,11.01,4.19,113.83,83.6,30.55,73.117,236
14/09:59:11,11.01,4.18,113.82,83.776,30.55,73.128,237
14/09:59:11,11.07,4.19,113.82,83.93,30.54,73.139,238
14/09:59:11,10.57,4.2,113.83,84.106,30.54,73.15,239
14/09:59:13,9.18,4.21,113.94,84.106,30.54,73.172,240
14/09:59:13,8.28,4.2,114.03,84.139,30.54,73.183,241
14/09:59:14,7.57,4.2,114.1,84.183,30.54,73.194,242
14/09:59:15,6.1,4.21,114.24,84.161,30.54,73.216,243
14/09:59:16,4.66,4.19,114.43,84.095,30.54,73.26,244
14/09:59:17,4.52,4.18,114.47,84.04,30.54,73.271,245
14/09:59:17,4.37,4.18,114.48,83.985,30.54,73.282,246
14/09:59:18,4.14,4.18,114.49,83.897,30.54,73.293,247
14/09:59:19,3.71,4.15,114.55,83.655,30.54,73.326,248
14/09:59:19,3.56,4.16,114.56,83.6,30.54,73.337,249
14/09:59:20,3.44,4.14,114.57,83.534,30.54,73.348,250
14/09:59:20,3.44,4.16,114.59,83.479,30.54,73.359,251
14/09:59:21,3.31,4.14,114.59,83.369,30.54,73.37,252
14/09:59:21,3.44,4.14,114.6,83.226,30.54,73.381,253
14/09:59:22,3.34,4.13,114.61,83.127,30.54,73.392,254
14/09:59:22,3.26,4.13,114.62,83.116,30.54,73.403,255
14/09:59:23,3.38,4.13,114.62,82.984,30.54,73.414,256
14/09:59:24,2.67,4.13,114.69,82.775,30.54,73.447,257
14/09:59:24,2.35,4.12,114.73,82.599,30.54,73.458,258
14/09:59:25,2.0,4.12,114.77,82.39,30.54,73.469,259
14/09:59:26,1.62,4.12,114.81,82.203,30.54,73.48,260
14/09:59:26,1.3,4.13,114.85,82.071,30.54,73.491,261
14/09:59:27,1.0,4.13,114.88,81.829,30.54,73.502,262
14/09:59:27,0.57,4.13,114.92,81.565,30.54,73.513,263
14/09:59:28,0.54,4.13,114.94,81.4,30.54,73.524,264
14/09:59:28,0.54,4.13,114.94,81.257,30.54,73.535,265
14/09:59:29,0.54,4.11,114.95,80.674,30.54,73.557,266
14/09:59:30,0.55,4.11,114.96,80.366,30.55,73.579,267
14/09:59:30,0.56,4.1,114.97,80.19,30.55,73.59,268
14/09:59:31,0.64,4.09,114.97,80.058,30.55,73.601,269
14/09:59:32,1.05,4.08,114.93,79.948,30.55,73.612,270
14/09:59:32,1.67,4.08,114.89,79.959,30.55,73.623,271
14/09:59:33,2.4,4.07,114.85,79.981,30.55,73.634,272
14/09:59:33,3.12,4.08,114.81,79.783,30.55,73.645,273
14/09:59:34,3.78,4.09,114.75,79.64,30.55,73.656,274
14/09:59:34,4.39,4.08,114.69,79.53,30.55,73.667,275
14/09:59:35,4.85,4.09,114.65,79.453,30.55,73.678,276
14/09:59:35,5.13,4.09,114.59,79.376,30.55,73.689,277
14/09:59:36,5.12,4.08,114.57,79.321,30.55,73.7,278
14/09:59:36,4.94,4.07,114.57,79.233,30.55,73.711,279
14/09:59:37,4.68,4.08,114.57,79.123,30.55,73.722,280
14/09:59:37,4.39,4.07,114.56,79.046,30.55,73.733,281
14/09:59:38,4.19,4.06,114.57,79.068,30.55,73.744,282
14/09:59:38,4.06,4.06,114.56,78.98,30.55,73.766,283
14/09:59:39,4.13,4.06,114.56,78.859,30.55,73.777,284
14/09:59:39,4.27,4.05,114.56,78.705,30.55,73.788,285
14/09:59:40,4.37,4.05,114.56,78.606,30.55,73.799,286
14/09:59:40,4.51,4.05,114.55,78.54,30.55,73.81,287
14/09:59:41,4.72,4.05,114.54,78.474,30.55,73.821,288
14/09:59:41,5.25,4.04,114.5,78.507,30.55,73.832,289
14/09:59:42,5.83,4.04,114.45,78.562,30.55,73.843,290
14/09:59:42,6.52,4.05,114.4,78.606,30.55,73.854,291
14/09:59:43,7.11,4.06,114.34,78.54,30.55,73.865,292
14/09:59:43,7.57,4.06,114.3,78.507,30.54,73.876,293
14/09:59:44,8.07,4.07,114.24,78.474,30.54,73.887,294
14/09:59:45,8.55,4.07,114.2,78.606,30.54,73.898,295
14/09:59:45,8.85,4.08,114.14,78.716,30.54,73.909,296
14/09:59:46,8.86,4.08,114.14,78.782,30.54,73.92,297
14/09:59:46,8.84,4.08,114.12,78.771,30.54,73.931,298
14/09:59:47,8.77,4.07,114.12,78.683,30.54,73.942,299
14/09:59:47,8.73,4.08,114.1,78.628,30.54,73.953,300
14/09:59:48,8.74,4.08,114.1,78.639,30.54,73.964,301
14/09:59:48,8.92,4.08,114.09,78.705,30.54,73.975,302
14/09:59:49,9.28,4.08,114.05,78.804,30.54,73.986,303
14/09:59:49,9.5,4.08,114.02,78.914,30.54,73.997,304
14/09:59:50,9.72,4.08,114.0,78.98,30.54,74.008,305
14/09:59:51,9.92,4.07,113.96,79.079,30.54,74.008,306
14/09:59:51,10.31,4.05,113.95,79.244,30.53,74.041,307
14/09:59:51,10.02,4.05,113.97,79.387,30.53,74.052,308
14/09:59:52,9.47,4.05,114.03,79.332,30.53,74.063,309
14/09:59:52,8.71,4.05,114.09,79.178,30.53,74.074,310
14/09:59:53,7.97,4.05,114.16,79.101,30.53,74.085,311
14/09:59:53,7.23,4.05,114.25,79.002,30.53,74.096,312
14/09:59:54,6.49,4.06,114.33,78.859,30.53,74.107,313
14/09:59:54,5.56,4.06,114.4,78.716,30.53,74.118,314
14/09:59:55,4.74,4.07,114.45,78.628,30.53,74.129,315
14/09:59:56,4.71,4.09,114.46,78.496,30.53,74.14,316
14/09:59:56,4.65,4.09,114.46,78.397,30.53,74.151,317
14/09:59:57,4.8,4.11,114.47,78.32,30.53,74.162,318
14/09:59:57,5.09,4.11,114.48,78.232,30.53,74.173,319
14/09:59:58,5.47,4.13,114.48,78.144,30.53,74.184,320
14/09:59:58,5.85,4.04,114.47,78.155,30.53,74.195,321
14/09:59:59,6.37,4.05,114.42,78.177,30.53,74.206,322
14/09:59:59,6.8,4.05,114.39,78.166,30.53,74.217,323
14/10:00:00,7.18,4.05,114.36,78.188,30.53,74.228,324
14/10:00:00,7.75,4.04,114.3,78.199,30.53,74.239,325
14/10:00:01,8.42,4.04,114.22,78.32,30.53,74.25,326
14/10:00:02,10.01,4.02,114.01,78.595,30.53,74.272,327
14/10:00:02,10.63,4.12,113.95,78.771,30.52,74.283,328
14/10:00:03,11.39,4.14,113.9,78.881,30.52,74.305,329
14/10:00:03,12.25,4.16,113.83,79.035,30.52,74.316,330
14/10:00:04,13.12,4.16,113.74,79.288,30.52,74.316,331
14/10:00:05,12.7,4.15,113.73,79.607,30.52,74.349,332
14/10:00:06,11.53,4.13,113.8,79.662,30.52,74.371,333
14/10:00:07,10.93,4.13,113.86,79.585,30.52,74.382,334
14/10:00:08,9.42,4.11,113.97,79.607,30.51,74.404,335
14/10:00:08,8.8,4.12,114.03,79.596,30.51,74.415,336
14/10:00:09,8.6,4.15,114.1,79.508,30.51,74.437,337
14/10:00:10,8.91,4.16,114.1,79.497,30.51,74.448,338
14/10:00:10,9.11,4.17,114.12,79.486,30.51,74.459,339
14/10:00:11,9.16,4.16,114.11,79.42,30.51,74.47,340
14/10:00:12,8.99,4.16,114.12,79.486,30.51,74.481,341
14/10:00:13,8.56,4.15,114.14,79.508,30.51,74.503,342
14/10:00:13,8.12,4.14,114.14,79.453,30.51,74.525,343
14/10:00:14,7.83,4.15,114.15,79.387,30.51,74.536,344
14/10:00:14,7.74,4.15,114.14,79.387,30.5,74.558,345
14/10:00:15,7.97,4.15,114.15,79.376,30.5,74.569,346
14/10:00:16,8.38,4.16,114.16,79.222,30.5,74.58,347
14/10:00:16,8.67,4.17,114.16,79.189,30.5,74.591,348
14/10:00:17,8.97,4.17,114.15,79.222,30.5,74.602,349
14/10:00:17,9.17,4.17,114.15,79.178,30.5,74.613,350
14/10:00:19,9.79,4.16,114.14,79.101,30.5,74.646,351
14/10:00:19,9.78,4.16,114.13,79.057,30.5,74.657,352
14/10:00:20,9.56,4.05,114.24,79.156,30.5,74.668,353
14/10:00:20,8.97,3.72,114.51,79.486,30.5,74.679,354
14/10:00:21,8.4,3.44,114.77,79.86,30.5,74.69,355
14/10:00:22,7.65,2.75,115.31,79.816,30.49,74.712,356
14/10:00:22,7.27,2.62,115.48,79.618,30.49,74.723,357
14/10:00:23,7.04,2.64,115.47,79.255,30.49,74.745,358
14/10:00:24,6.74,2.64,115.47,78.903,30.49,74.756,359
14/10:00:24,6.91,2.83,115.26,78.859,30.49,74.767,360
14/10:00:25,7.3,3.18,114.97,78.837,30.49,74.778,361
14/10:00:25,7.56,3.44,114.72,78.716,30.49,74.789,362
14/10:00:26,7.66,3.76,114.45,78.672,30.49,74.8,363
14/10:00:26,7.9,4.1,114.18,78.595,30.49,74.811,364
14/10:00:27,8.13,3.95,114.08,78.661,30.49,74.822,365
14/10:00:27,8.61,3.65,114.0,78.793,30.49,74.833,366
14/10:00:28,9.28,3.32,113.91,78.98,30.49,74.844,367
14/10:00:29,9.91,3.02,113.84,79.156,30.49,74.855,368
14/10:00:29,10.97,2.42,113.66,79.486,30.48,74.877,369
14/10:00:30,11.59,2.11,113.56,79.64,30.48,74.888,370
14/10:00:31,12.09,1.81,113.49,79.717,30.48,74.899,371
14/10:00:31,12.1,2.03,113.49,79.761,30.48,74.921,372
14/10:00:32,11.9,2.33,113.55,79.739,30.48,74.932,373
14/10:00:32,11.62,2.65,113.61,79.673,30.48,74.943,374
14/10:00:33,11.3,2.98,113.68,79.574,30.47,74.954,375
14/10:00:33,10.95,3.32,113.74,79.497,30.47,74.976,376
14/10:00:34,10.75,3.6,113.8,79.442,30.47,74.987,377
14/10:00:35,10.79,3.88,113.82,79.431,30.47,74.998,378
14/10:00:35,10.85,4.2,113.86,79.442,30.47,75.009,379
14/10:00:35,10.53,4.22,113.86,79.409,30.47,75.02,380
14/10:00:36,10.56,4.22,113.85,79.299,30.47,75.031,381
14/10:00:37,10.79,4.21,113.81,79.277,30.47,75.042,382
14/10:00:38,11.54,4.2,113.75,79.288,30.47,75.064,383
14/10:00:38,11.83,4.22,113.74,79.167,30.46,75.075,384
14/10:00:39,12.18,4.24,113.72,79.013,30.46,75.086,385
14/10:00:40,12.79,4.27,113.71,78.782,30.46,75.108,386
14/10:00:40,12.68,4.27,113.72,78.661,30.46,75.108,387
14/10:00:41,12.56,4.28,113.74,78.551,30.46,75.13,388
14/10:00:41,12.36,4.31,113.77,78.496,30.46,75.141,389
14/10:00:42,12.67,4.28,113.75,78.43,30.46,75.152,390
14/10:00:42,12.88,4.31,113.73,78.485,30.45,75.163,391
14/10:00:43,13.01,4.3,113.72,78.573,30.45,75.185,392
14/10:00:44,13.47,4.28,113.68,78.617,30.45,75.207,393
14/10:00:45,13.64,4.28,113.67,78.793,30.45,75.218,394
14/10:00:45,13.22,4.28,113.72,78.76,30.45,75.229,395
14/10:00:46,12.72,4.27,113.77,78.474,30.45,75.24,396
14/10:00:46,11.72,4.27,113.85,78.32,30.45,75.251,397
14/10:00:47,10.83,4.28,113.93,78.133,30.44,75.262,398
14/10:00:47,9.98,4.28,114.02,78.001,30.44,75.273,399
14/10:00:48,8.67,4.28,114.12,77.935,30.44,75.284,400
14/10:00:48,7.66,4.28,114.2,77.935,30.44,75.295,401
14/10:00:49,6.97,4.28,114.26,77.88,30.44,75.306,402
14/10:00:50,6.67,4.28,114.27,77.814,30.44,75.317,403
14/10:00:50,6.35,4.28,114.27,77.693,30.44,75.328,404
14/10:00:50,6.08,4.28,114.28,77.528,30.44,75.339,405
14/10:00:51,5.71,4.28,114.28,77.451,30.44,75.35,406
14/10:00:51,5.48,4.27,114.28,77.275,30.44,75.361,407
14/10:00:52,5.59,4.28,114.3,77.242,30.44,75.372,408
14/10:00:52,5.68,4.28,114.28,77.264,30.44,75.383,409
14/10:00:53,6.28,4.28,114.26,77.286,30.44,75.394,410
14/10:00:53,7.38,4.27,114.16,77.418,30.44,75.405,411
