Time,Current1,Current2,Voltage,Speed,SOC,Distance,2
14/13:36:38,0.02,4.73,112.42,0.0,24.44,0.132,219
14/13:36:39,0.02,4.74,112.43,0.0,24.44,0.132,220
14/13:36:39,0.02,4.74,112.43,0.099,24.44,0.132,221
14/13:36:40,0.02,4.74,112.44,0.264,24.44,0.132,222
14/13:36:40,0.02,4.74,112.44,0.616,24.44,0.132,223
14/13:36:41,0.02,4.75,112.44,1.089,24.44,0.132,224
14/13:36:41,0.02,4.76,112.44,1.672,24.44,0.132,225
14/13:36:42,0.02,4.76,112.44,2.178,24.44,0.132,226
14/13:36:42,0.03,4.76,112.44,2.64,24.45,0.132,227
14/13:36:43,0.03,4.77,112.43,2.783,24.45,0.132,228
14/13:36:43,0.03,4.78,112.45,2.684,24.45,0.132,229
14/13:36:44,0.03,4.78,112.44,2.211,24.45,0.132,230
14/13:36:45,0.02,4.77,112.44,1.595,24.45,0.132,231
14/13:36:45,0.02,4.73,112.44,1.122,24.45,0.132,232
14/13:36:45,0.02,4.67,112.44,0.902,24.45,0.132,233
14/13:36:46,0.02,4.59,112.44,0.649,24.45,0.132,234
14/13:36:47,0.02,4.55,112.44,0.352,24.45,0.132,235
14/13:36:47,0.02,4.48,112.43,0.286,24.45,0.132,236
14/13:36:48,0.03,4.43,112.42,0.539,24.45,0.132,237
14/13:36:48,0.03,4.37,112.42,1.012,24.45,0.132,238
14/13:36:49,0.03,4.32,112.42,1.518,24.45,0.132,239
14/13:36:49,0.03,4.33,112.43,2.068,24.45,0.132,240
14/13:36:50,0.03,4.36,112.43,2.739,24.45,0.132,241
14/13:36:50,0.03,4.4,112.43,3.19,24.46,0.132,242
14/13:36:51,0.03,4.4,112.43,3.641,24.46,0.132,243
14/13:36:52,0.03,4.42,112.43,4.114,24.46,0.132,244
14/13:36:52,0.03,4.42,112.42,4.169,24.46,0.132,245
14/13:36:53,0.03,4.41,112.42,4.29,24.46,0.132,246
14/13:36:54,0.03,4.38,112.41,4.565,24.46,0.132,247
14/13:36:54,0.03,4.39,112.41,4.653,24.46,0.132,248
14/13:36:55,0.03,4.42,112.42,4.587,24.46,0.132,249
14/13:36:56,0.03,4.49,112.43,4.455,24.46,0.143,250
14/13:36:56,0.03,4.5,112.43,4.29,24.46,0.143,251
14/13:36:57,0.03,4.52,112.44,4.246,24.46,0.143,252
14/13:36:57,0.03,4.52,112.44,4.015,24.46,0.143,253
14/13:36:58,0.03,4.52,112.44,3.784,24.46,0.143,254
14/13:36:58,0.03,4.56,112.45,3.575,24.46,0.143,255
14/13:36:59,0.03,4.57,112.45,3.377,24.47,0.143,256
14/13:36:59,0.03,4.56,112.45,3.102,24.47,0.143,257
14/13:37:00,0.03,4.59,112.45,2.706,24.47,0.143,258
14/13:37:01,0.02,4.66,112.46,2.244,24.47,0.143,259
14/13:37:02,0.03,4.69,112.47,2.035,24.47,0.143,260
14/13:37:02,0.03,4.68,112.46,1.947,24.47,0.143,261
14/13:37:03,0.02,4.68,112.45,1.925,24.47,0.143,262
14/13:37:04,0.02,4.66,112.45,1.672,24.47,0.143,263
14/13:37:04,0.02,4.66,112.44,1.804,24.47,0.143,264
14/13:37:05,0.08,4.66,112.43,1.727,24.47,0.143,265
14/13:37:06,0.53,4.65,112.38,1.881,24.47,0.143,266
14/13:37:07,1.55,4.66,112.31,3.828,24.48,0.143,267
14/13:37:07,2.03,4.66,112.27,4.631,24.48,0.143,268
14/13:37:08,2.09,4.61,112.38,5.159,24.48,0.143,269
14/13:37:08,2.16,4.54,112.51,5.929,24.48,0.154,270
14/13:37:09,2.18,4.47,112.63,6.512,24.48,0.154,271
14/13:37:09,2.19,4.43,112.67,7.062,24.48,0.154,272
14/13:37:10,2.01,4.42,112.69,7.656,24.48,0.154,273
14/13:37:10,1.62,4.42,112.72,8.096,24.48,0.154,274
14/13:37:11,1.04,4.39,112.74,8.228,24.48,0.154,275
14/13:37:11,0.64,4.4,112.74,8.272,24.48,0.154,276
14/13:37:12,0.56,4.45,112.63,8.272,24.48,0.154,277
14/13:37:13,0.54,4.52,112.5,8.184,24.48,0.154,278
14/13:37:13,0.52,4.59,112.41,7.953,24.48,0.154,279
14/13:37:13,0.28,4.61,112.39,7.755,24.48,0.165,280
14/13:37:14,0.45,4.61,112.39,7.744,24.48,0.165,281
14/13:37:15,0.83,4.61,112.35,8.107,24.48,0.165,282
14/13:37:15,1.23,4.63,112.33,8.701,24.48,0.165,283
14/13:37:15,1.56,4.63,112.3,9.416,24.48,0.165,284
14/13:37:16,1.75,4.64,112.26,9.823,24.48,0.165,285
14/13:37:17,1.8,4.65,112.26,10.153,24.48,0.165,286
14/13:37:17,1.8,4.65,112.25,10.252,24.48,0.165,287
14/13:37:18,1.68,4.66,112.25,10.01,24.48,0.176,288
14/13:37:18,1.48,4.65,112.28,9.702,24.49,0.176,289
14/13:37:19,1.69,4.64,112.26,9.691,24.49,0.176,290
14/13:37:20,2.32,4.6,112.2,10.824,24.49,0.176,291
14/13:37:21,2.6,4.56,112.18,11.363,24.49,0.176,292
14/13:37:21,3.66,4.52,112.1,12.32,24.49,0.176,293
14/13:37:22,3.86,4.5,112.07,12.716,24.49,0.187,294
14/13:37:22,3.66,4.49,112.07,12.804,24.49,0.187,295
14/13:37:23,3.15,4.47,112.11,12.496,24.49,0.187,296
14/13:37:23,2.98,4.46,112.13,12.298,24.49,0.187,297
14/13:37:24,2.5,4.48,112.18,12.452,24.49,0.187,298
14/13:37:25,2.28,4.46,112.2,12.903,24.49,0.198,299
14/13:37:26,1.98,4.42,112.28,13.277,24.49,0.198,300
14/13:37:27,1.97,4.37,112.38,13.321,24.49,0.198,301
14/13:37:27,2.01,4.35,112.44,13.497,24.49,0.198,302
14/13:37:28,2.13,4.34,112.41,13.585,24.49,0.209,303
14/13:37:28,2.11,4.33,112.41,13.86,24.49,0.209,304
14/13:37:29,1.59,4.35,112.44,14.08,24.49,0.209,305
14/13:37:30,1.19,4.34,112.47,13.673,24.49,0.209,306
14/13:37:30,1.14,4.37,112.39,13.376,24.49,0.209,307
14/13:37:31,1.15,4.42,112.31,13.255,24.49,0.22,308
14/13:37:31,0.89,4.42,112.28,12.947,24.49,0.22,309
14/13:37:32,0.38,4.41,112.33,12.551,24.49,0.22,310
14/13:37:32,0.12,4.43,112.37,12.177,24.49,0.22,311
14/13:37:33,0.07,4.43,112.38,11.704,24.49,0.22,312
14/13:37:33,0.07,4.41,112.39,11.22,24.5,0.22,313
14/13:37:34,0.07,4.41,112.4,10.824,24.5,0.231,314
14/13:37:34,0.17,4.41,112.39,10.483,24.5,0.231,315
14/13:37:35,0.9,4.4,112.35,10.406,24.5,0.231,316
14/13:37:36,1.45,4.4,112.28,10.846,24.5,0.231,317
14/13:37:36,1.92,4.38,112.27,11.286,24.5,0.231,318
14/13:37:37,2.42,4.38,112.22,11.781,24.5,0.231,319
14/13:37:37,2.95,4.37,112.16,12.122,24.5,0.231,320
14/13:37:38,3.9,4.39,112.07,12.991,24.5,0.242,321
14/13:37:39,4.08,4.4,112.02,13.882,24.5,0.242,322
14/13:37:40,4.04,4.41,112.04,14.432,24.5,0.242,323
14/13:37:40,4.04,4.43,112.0,14.916,24.5,0.253,324
14/13:37:41,4.01,4.42,111.99,15.312,24.5,0.253,325
14/13:37:41,4.06,4.42,112.0,15.697,24.5,0.253,326
14/13:37:42,4.08,4.4,111.99,16.148,24.5,0.253,327
14/13:37:42,4.09,4.39,111.98,16.654,24.5,0.253,328
14/13:37:43,4.14,4.39,111.97,17.193,24.5,0.264,329
14/13:37:43,4.06,4.39,111.98,17.633,24.5,0.264,330
14/13:37:44,3.98,4.38,111.99,18.051,24.5,0.264,331
14/13:37:45,4.12,4.39,111.99,18.447,24.5,0.264,332
14/13:37:45,4.23,4.41,111.99,18.931,24.5,0.275,333
14/13:37:45,4.36,4.4,111.97,19.481,24.5,0.275,334
14/13:37:46,4.48,4.4,111.95,19.998,24.5,0.275,335
14/13:37:47,4.66,4.4,111.95,20.515,24.5,0.275,336
14/13:37:47,4.77,4.39,111.93,20.988,24.5,0.286,337
14/13:37:48,4.93,4.39,111.91,21.351,24.5,0.286,338
14/13:37:48,5.14,4.39,111.9,21.714,24.5,0.286,339
14/13:37:49,5.15,4.39,111.88,22.55,24.5,0.297,340
14/13:37:50,5.09,4.37,111.87,22.968,24.5,0.297,341
14/13:37:50,5.11,4.38,111.87,23.364,24.5,0.297,342
14/13:37:51,5.17,4.39,111.86,23.705,24.5,0.308,343
14/13:37:52,5.48,4.43,111.82,24.849,24.5,0.308,344
14/13:37:53,5.79,4.44,111.79,25.85,24.5,0.308,345
14/13:37:53,5.96,4.45,111.79,26.433,24.5,0.308,346
14/13:37:54,6.08,4.44,111.77,26.686,24.5,0.33,347
14/13:37:55,5.53,4.47,111.82,27.456,24.5,0.33,348
14/13:37:55,5.17,4.47,111.84,27.676,24.5,0.341,349
14/13:37:56,4.48,4.43,111.97,27.918,24.5,0.341,350
14/13:37:57,3.71,4.4,112.09,28.094,24.5,0.352,351
14/13:37:57,3.44,4.4,112.13,28.358,24.5,0.352,352
14/13:37:58,3.35,4.42,112.14,28.545,24.5,0.352,353
14/13:37:58,3.47,4.42,112.14,28.6,24.5,0.363,354
14/13:37:59,3.78,4.43,112.1,28.963,24.5,0.363,355
14/13:37:59,4.18,4.42,112.07,29.546,24.5,0.363,356
14/13:38:00,4.62,4.42,112.0,29.854,24.5,0.374,357
14/13:38:01,5.35,4.46,111.86,30.173,24.5,0.374,358
14/13:38:01,5.68,4.46,111.8,30.514,24.5,0.385,359
14/13:38:02,5.74,4.44,111.77,31.251,24.5,0.385,360
14/13:38:02,5.7,4.45,111.77,31.636,24.5,0.396,361
14/13:38:03,5.59,4.44,111.81,32.065,24.5,0.396,362
14/13:38:04,5.04,4.39,111.93,32.395,24.5,0.407,363
14/13:38:04,3.97,4.32,112.17,32.857,24.5,0.418,364
14/13:38:05,3.47,4.28,112.31,33.066,24.5,0.418,365
14/13:38:06,3.44,4.28,112.34,33.572,24.5,0.429,366
14/13:38:07,3.4,4.27,112.33,33.913,24.5,0.429,367
14/13:38:08,4.03,4.31,112.16,34.65,24.5,0.44,368
14/13:38:08,4.36,4.32,112.05,34.958,24.5,0.451,369
14/13:38:09,4.39,4.32,112.05,35.178,24.5,0.451,370
14/13:38:09,4.39,4.32,112.01,35.442,24.5,0.462,371
14/13:38:10,4.48,4.32,111.98,35.706,24.5,0.462,372
14/13:38:10,4.45,4.3,111.99,36.047,24.5,0.473,373
14/13:38:11,4.46,4.3,111.98,36.289,24.5,0.473,374
14/13:38:11,4.5,4.3,111.99,36.476,24.5,0.484,375
14/13:38:12,4.6,4.3,111.98,36.773,24.5,0.484,376
14/13:38:12,5.06,4.33,111.9,37.158,24.5,0.495,377
14/13:38:13,5.64,4.37,111.77,37.4,24.5,0.495,378
14/13:38:14,6.04,4.38,111.69,37.642,24.5,0.506,379
14/13:38:14,6.11,4.39,111.67,37.928,24.5,0.506,380
14/13:38:15,6.16,4.41,111.66,38.192,24.5,0.517,381
14/13:38:15,6.12,4.4,111.66,38.357,24.5,0.517,382
14/13:38:16,6.12,4.41,111.66,38.676,24.49,0.528,383
14/13:38:16,6.11,4.41,111.66,39.028,24.49,0.528,384
14/13:38:16,6.08,4.4,111.66,39.38,24.49,0.539,385
14/13:38:17,6.08,4.39,111.66,39.622,24.49,0.539,386
14/13:38:18,6.1,4.39,111.67,39.809,24.49,0.55,387
14/13:38:18,6.04,4.38,111.68,40.106,24.49,0.55,388
14/13:38:19,6.07,4.38,111.67,40.293,24.49,0.561,389
14/13:38:19,6.13,4.4,111.67,40.535,24.49,0.561,390
14/13:38:20,6.16,4.4,111.66,40.898,24.49,0.572,391
14/13:38:20,6.09,4.41,111.67,41.085,24.49,0.572,392
14/13:38:21,6.11,4.4,111.67,41.272,24.49,0.583,393
14/13:38:21,6.09,4.41,111.67,41.459,24.49,0.583,394
14/13:38:22,6.07,4.41,111.66,41.613,24.49,0.594,395
14/13:38:22,6.05,4.41,111.67,41.877,24.49,0.605,396
14/13:38:23,6.08,4.42,111.66,42.24,24.49,0.605,397
14/13:38:23,6.03,4.4,111.67,42.449,24.49,0.616,398
14/13:38:24,6.02,4.39,111.67,42.658,24.49,0.616,399
14/13:38:25,6.07,4.39,111.66,42.845,24.49,0.616,400
14/13:38:25,6.03,4.39,111.66,42.999,24.49,0.616,401
14/13:38:26,6.04,4.39,111.66,43.175,24.49,0.627,402
14/13:38:26,6.07,4.4,111.66,43.395,24.49,0.649,403
14/13:38:26,6.11,4.39,111.66,43.604,24.49,0.649,404
14/13:38:27,6.12,4.39,111.66,43.769,24.49,0.66,405
14/13:38:28,6.15,4.4,111.66,43.989,24.49,0.66,406
14/13:38:28,6.19,4.4,111.65,44.165,24.49,0.671,407
14/13:38:29,6.15,4.4,111.64,44.363,24.49,0.671,408
14/13:38:29,6.15,4.41,111.64,44.528,24.49,0.682,409
14/13:38:30,6.18,4.44,111.64,44.726,24.49,0.693,410
14/13:38:30,6.16,4.45,111.65,44.957,24.49,0.693,411
