Time,Current1,Current2,Voltage,Speed,SOC,Distance,2
13/11:37:49,0.0,3.08,120.1,0.0,41.47,0.0,71
13/11:37:49,0.0,3.16,120.1,0.0,41.47,0.0,72
13/11:37:50,0.0,3.21,120.11,0.011,41.47,0.0,73
13/11:37:50,0.0,3.25,120.11,0.0,41.47,0.0,74
13/11:37:51,0.0,3.28,120.12,0.022,41.47,0.0,75
13/11:37:53,0.0,3.05,120.11,0.044,41.48,0.0,76
13/11:37:54,0.0,2.87,120.1,0.022,41.48,0.0,77
13/11:37:55,0.0,2.71,120.09,0.011,41.48,0.0,78
13/11:37:56,0.0,2.75,120.11,0.0,41.48,0.0,79
13/11:37:57,0.0,2.79,120.12,0.011,41.48,0.0,80
13/11:37:58,0.0,2.95,120.12,0.022,41.48,0.0,81
13/11:37:58,0.0,3.12,120.13,0.033,41.48,0.0,82
13/11:37:59,0.0,3.27,120.15,0.022,41.48,0.0,83
13/11:37:59,0.0,3.42,120.17,0.011,41.48,0.0,84
13/11:38:00,0.0,3.56,120.18,0.011,41.48,0.0,85
13/11:38:00,0.0,3.68,120.18,0.011,41.48,0.0,86
13/11:38:01,0.0,3.78,120.19,0.011,41.48,0.0,87
13/11:38:02,0.0,3.95,120.21,0.022,41.48,0.0,88
13/11:38:02,0.0,3.94,120.22,0.011,41.49,0.0,89
13/11:38:03,0.0,3.92,120.22,0.011,41.49,0.0,90
13/11:38:04,0.0,3.89,120.23,0.022,41.49,0.0,91
13/11:38:04,0.0,3.87,120.23,0.011,41.49,0.0,92
13/11:38:05,0.0,3.86,120.23,0.011,41.49,0.0,93
13/11:38:05,0.0,3.85,120.24,0.011,41.49,0.0,94
13/11:38:06,0.0,3.85,120.24,0.011,41.49,0.0,95
13/11:38:07,0.0,3.85,120.24,0.0,41.49,0.0,96
13/11:38:07,0.0,3.86,120.23,0.011,41.49,0.0,97
13/11:38:08,0.0,3.85,120.23,0.022,41.49,0.0,98
13/11:38:08,0.0,3.85,120.23,0.011,41.49,0.0,99
13/11:38:09,0.0,3.85,120.22,0.011,41.49,0.0,100
13/11:38:09,0.0,3.82,120.22,0.011,41.49,0.0,101
13/11:38:10,0.0,3.81,120.21,0.022,41.49,0.0,102
13/11:38:10,0.0,3.76,120.2,0.022,41.49,0.0,103
13/11:38:11,0.0,3.75,120.2,0.011,41.49,0.0,104
13/11:38:12,0.0,3.74,120.22,0.011,41.49,0.0,105
13/11:38:12,0.0,3.74,120.21,0.011,41.5,0.0,106
13/11:38:13,0.0,3.75,120.21,0.022,41.5,0.0,107
13/11:38:14,0.0,3.81,120.21,0.011,41.5,0.0,108
13/11:38:15,0.0,3.82,120.22,0.011,41.5,0.0,109
13/11:38:16,0.0,3.82,120.21,0.033,41.5,0.0,110
13/11:38:17,0.0,3.82,120.22,0.033,41.5,0.0,111
13/11:38:18,0.0,3.84,120.22,0.011,41.5,0.0,112
13/11:38:18,0.0,3.85,120.22,0.011,41.5,0.0,113
13/11:38:19,0.0,3.85,120.22,0.011,41.5,0.0,114
13/11:38:19,0.0,3.85,120.22,0.011,41.5,0.0,115
13/11:38:20,0.0,3.86,120.22,0.011,41.5,0.0,116
13/11:38:21,0.0,3.85,120.22,0.022,41.5,0.0,117
13/11:38:21,0.0,3.85,120.23,0.011,41.5,0.0,118
13/11:38:22,0.0,3.85,120.23,0.0,41.51,0.0,119
13/11:38:23,0.0,3.85,120.23,0.011,41.51,0.0,120
13/11:38:23,0.0,3.84,120.24,0.011,41.51,0.0,121
13/11:38:24,0.0,3.84,120.24,0.022,41.51,0.0,122
13/11:38:24,0.0,3.83,120.24,0.022,41.51,0.0,123
13/11:38:24,0.0,3.83,120.25,0.022,41.51,0.0,124
13/11:38:25,0.0,3.83,120.25,0.011,41.51,0.0,125
13/11:38:26,0.0,3.84,120.25,0.022,41.51,0.0,126
13/11:38:26,0.0,3.84,120.25,0.011,41.51,0.0,127
13/11:38:27,0.0,3.84,120.26,0.011,41.51,0.0,128
13/11:38:28,0.0,3.84,120.25,0.011,41.51,0.0,129
13/11:38:28,0.0,3.84,120.26,0.011,41.51,0.0,130
13/11:38:29,0.0,3.84,120.26,0.011,41.51,0.0,131
13/11:38:29,0.0,3.84,120.26,0.022,41.51,0.0,132
13/11:38:30,0.0,3.83,120.26,0.022,41.51,0.0,133
13/11:38:30,0.0,3.83,120.25,0.033,41.51,0.0,134
13/11:38:31,0.0,3.83,120.25,0.011,41.52,0.0,135
13/11:38:32,0.0,3.83,120.25,0.011,41.52,0.0,136
13/11:38:33,0.0,3.83,120.25,0.011,41.52,0.0,137
13/11:38:33,0.0,3.83,120.25,0.011,41.52,0.0,138
13/11:38:33,0.0,3.83,120.25,0.022,41.52,0.0,139
13/11:38:34,0.0,3.83,120.26,0.022,41.52,0.0,140
13/11:38:35,0.0,3.82,120.27,0.022,41.52,0.0,141
13/11:38:36,0.0,3.81,120.26,0.011,41.52,0.0,142
13/11:38:36,0.0,3.81,120.26,0.022,41.52,0.0,143
13/11:38:37,0.0,3.81,120.26,0.033,41.52,0.0,144
13/11:38:37,0.0,3.77,120.25,0.022,41.52,0.0,145
13/11:38:38,0.0,3.72,120.25,0.0,41.52,0.0,146
13/11:38:38,0.0,3.72,120.24,0.0,41.52,0.0,147
13/11:38:39,0.0,3.73,120.24,0.022,41.52,0.0,148
13/11:38:40,0.0,3.74,120.24,0.011,41.52,0.0,149
13/11:38:40,0.0,3.74,120.24,0.011,41.52,0.0,150
13/11:38:42,0.0,3.79,120.25,0.121,41.53,0.0,151
13/11:38:42,0.0,3.83,120.25,0.022,41.53,0.0,152
13/11:38:43,0.0,3.83,120.27,0.033,41.53,0.0,153
13/11:38:43,0.0,3.83,120.27,0.022,41.53,0.0,154
13/11:38:44,0.0,3.82,120.27,0.121,41.53,0.0,155
13/11:38:45,0.0,3.81,120.27,0.132,41.53,0.0,156
13/11:38:45,0.0,3.81,120.28,0.022,41.53,0.0,157
13/11:38:46,0.0,3.81,120.28,0.011,41.53,0.0,158
13/11:38:46,0.0,3.81,120.28,0.011,41.53,0.0,159
13/11:38:47,0.0,3.81,120.26,0.0,41.53,0.0,160
13/11:38:47,0.0,3.81,120.26,0.0,41.53,0.0,161
13/11:38:48,0.0,3.81,120.26,0.0,41.53,0.0,162
13/11:38:48,0.0,3.82,120.26,0.011,41.53,0.0,163
13/11:38:49,0.0,3.83,120.26,0.022,41.53,0.0,164
13/11:38:49,0.0,3.84,120.26,0.033,41.53,0.0,165
13/11:38:50,0.0,3.84,120.25,0.022,41.53,0.0,166
13/11:38:51,0.0,3.84,120.26,0.011,41.54,0.0,167
13/11:38:52,0.0,3.85,120.27,0.022,41.54,0.0,168
13/11:38:52,0.0,3.84,120.27,0.011,41.54,0.0,169
13/11:38:53,0.0,3.84,120.28,0.022,41.54,0.0,170
13/11:38:53,0.0,3.84,120.28,0.022,41.54,0.0,171
13/11:38:54,0.0,3.84,120.28,0.011,41.54,0.0,172
13/11:38:54,0.0,3.83,120.28,0.011,41.54,0.0,173
13/11:38:55,0.0,3.83,120.28,0.011,41.54,0.0,174
13/11:38:55,0.0,3.83,120.28,0.022,41.54,0.0,175
13/11:38:56,0.0,3.83,120.28,0.022,41.54,0.0,176
13/11:38:56,0.0,3.83,120.28,0.011,41.54,0.0,177
13/11:38:57,0.0,3.84,120.28,0.011,41.54,0.0,178
13/11:38:57,0.0,3.85,120.28,0.011,41.54,0.0,179
13/11:38:58,0.0,3.85,120.28,0.011,41.54,0.0,180
13/11:38:59,0.0,3.85,120.28,0.033,41.54,0.0,181
13/11:38:59,0.0,3.86,120.27,0.033,41.54,0.0,182
13/11:39:00,0.0,3.86,120.28,0.022,41.54,0.0,183
13/11:39:01,0.0,3.89,120.26,0.011,41.55,0.0,184
13/11:39:01,0.0,3.9,120.27,0.022,41.55,0.0,185
13/11:39:02,0.0,3.91,120.27,0.022,41.55,0.0,186
13/11:39:03,0.0,3.92,120.28,0.022,41.55,0.0,187
13/11:39:03,0.0,3.93,120.28,0.011,41.55,0.0,188
13/11:39:03,0.0,3.94,120.28,0.011,41.55,0.0,189
13/11:39:04,0.0,3.95,120.28,0.011,41.55,0.0,190
13/11:39:05,0.0,3.95,120.3,0.033,41.55,0.0,191
13/11:39:05,0.0,3.92,120.3,0.033,41.55,0.0,192
13/11:39:06,0.0,3.89,120.28,0.022,41.55,0.0,193
13/11:39:06,0.0,3.85,120.28,0.022,41.55,0.0,194
13/11:39:07,0.0,3.81,120.28,0.022,41.55,0.0,195
13/11:39:07,0.0,3.77,120.27,0.011,41.55,0.0,196
13/11:39:08,0.0,3.76,120.28,0.022,41.55,0.0,197
13/11:39:08,0.0,3.72,120.27,0.022,41.55,0.0,198
13/11:39:09,0.0,3.69,120.28,0.022,41.55,0.0,199
13/11:39:09,0.0,3.62,120.27,0.022,41.55,0.0,200
13/11:39:10,0.0,3.6,120.28,0.011,41.56,0.0,201
13/11:39:10,0.0,3.56,120.28,0.022,41.56,0.0,202
13/11:39:11,0.0,3.56,120.28,0.022,41.56,0.0,203
13/11:39:12,0.0,3.48,120.28,0.033,41.56,0.0,204
13/11:39:12,0.0,3.38,120.28,0.033,41.56,0.0,205
13/11:39:13,0.0,3.33,120.27,0.011,41.56,0.0,206
13/11:39:13,0.0,3.34,120.27,0.011,41.56,0.0,207
13/11:39:14,0.0,3.41,120.27,0.011,41.56,0.0,208
13/11:39:14,0.0,3.43,120.27,0.011,41.56,0.0,209
13/11:39:15,0.0,3.47,120.27,0.011,41.56,0.0,210
13/11:39:15,0.0,3.46,120.26,0.0,41.56,0.0,211
13/11:39:16,0.0,3.5,120.26,0.022,41.56,0.0,212
13/11:39:17,0.0,3.56,120.26,0.0,41.56,0.0,213
13/11:39:17,0.0,3.54,120.26,0.022,41.56,0.0,214
13/11:39:18,0.0,3.52,120.26,0.022,41.56,0.0,215
13/11:39:18,0.0,3.52,120.26,0.022,41.56,0.0,216
13/11:39:19,0.0,3.49,120.26,0.022,41.56,0.0,217
13/11:39:20,0.0,3.47,120.25,0.022,41.56,0.0,218
13/11:39:21,0.0,3.42,120.26,0.011,41.56,0.0,219
13/11:39:22,0.0,3.37,120.26,0.011,41.56,0.0,220
13/11:39:22,0.0,3.34,120.25,0.011,41.56,0.0,221
13/11:39:24,0.0,3.22,120.26,0.011,41.56,0.0,222
13/11:39:24,0.0,3.22,120.26,0.022,41.56,0.0,223
13/11:39:25,0.0,3.19,120.26,0.033,41.56,0.0,224
13/11:39:26,0.0,3.16,120.26,0.022,41.56,0.0,225
13/11:39:26,0.0,3.1,120.26,0.022,41.56,0.0,226
13/11:39:27,0.0,3.07,120.24,0.022,41.56,0.0,227
13/11:39:27,0.0,3.03,120.24,0.033,41.56,0.0,228
13/11:39:28,0.0,2.98,120.23,0.044,41.56,0.0,229
13/11:39:28,0.0,2.98,120.23,0.022,41.56,0.0,230
13/11:39:29,0.0,3.01,120.23,0.011,41.56,0.0,231
13/11:39:29,0.0,3.04,120.23,0.011,41.56,0.0,232
13/11:39:30,0.0,3.07,120.23,0.011,41.56,0.0,233
13/11:39:30,0.0,3.13,120.22,0.011,41.56,0.0,234
13/11:39:31,0.0,3.19,120.23,0.011,41.56,0.0,235
13/11:39:31,0.0,3.28,120.24,0.011,41.56,0.0,236
13/11:39:32,0.0,3.41,120.25,0.011,41.57,0.0,237
13/11:39:33,0.0,3.54,120.27,0.022,41.57,0.0,238
13/11:39:34,0.0,3.62,120.27,0.022,41.57,0.0,239
13/11:39:34,0.0,3.7,120.28,0.022,41.57,0.0,240
13/11:39:34,0.0,3.78,120.3,0.033,41.57,0.0,241
13/11:39:35,0.0,3.83,120.31,0.022,41.57,0.0,242
13/11:39:36,0.0,3.6,118.88,0.011,41.57,0.0,243
13/11:39:36,0.0,3.52,118.48,0.0,41.57,0.0,244
13/11:39:37,0.0,3.48,118.2,0.0,41.57,0.0,245
13/11:39:37,0.0,3.18,117.38,0.0,41.57,0.0,246
13/11:39:38,0.0,2.93,116.63,0.0,41.57,0.0,247
13/11:39:38,0.0,2.65,115.77,0.0,41.57,0.0,248
13/11:39:39,0.0,2.37,114.51,0.0,41.57,0.0,249
13/11:39:39,0.0,2.33,114.31,0.0,41.57,0.0,250
13/11:39:40,0.0,2.57,115.75,0.0,41.57,0.0,251
13/11:39:40,0.0,2.66,116.14,0.011,41.57,0.0,252
13/11:39:41,0.0,2.72,116.42,0.022,41.57,0.0,253
13/11:39:42,0.0,3.01,117.25,0.011,41.57,0.0,254
13/11:39:42,0.0,3.68,119.19,0.011,41.57,0.0,255
13/11:39:43,0.0,3.93,120.32,0.011,41.59,0.0,256
13/11:39:44,0.0,3.95,120.32,0.022,41.59,0.0,257
13/11:39:44,0.0,3.96,120.34,0.022,41.59,0.0,258
13/11:39:45,0.0,3.96,120.34,0.022,41.59,0.0,259
13/11:39:46,0.0,3.96,120.34,0.022,41.59,0.0,260
13/11:39:46,0.0,3.94,120.34,0.011,41.59,0.0,261
13/11:39:47,0.0,3.91,120.34,0.022,41.59,0.0,262
13/11:39:47,0.0,3.87,120.34,0.011,41.59,0.0,263
13/11:39:48,0.0,3.81,120.34,0.022,41.59,0.0,264
13/11:39:49,0.0,3.78,120.32,0.022,41.59,0.0,265
13/11:39:50,0.0,3.78,120.32,0.011,41.59,0.0,266
13/11:39:51,0.0,3.83,120.31,0.011,41.59,0.0,267
13/11:39:51,0.0,3.65,120.48,0.011,41.59,0.0,268
13/11:39:52,0.0,3.5,120.54,0.0,41.59,0.0,269
13/11:39:53,0.0,3.2,120.56,0.0,41.6,0.0,270
13/11:39:54,0.0,3.01,120.7,0.022,41.6,0.0,271
13/11:39:54,0.0,2.82,120.97,0.033,41.6,0.0,272
13/11:39:55,0.0,2.64,121.19,0.022,41.6,0.0,273
13/11:39:55,0.0,2.48,121.19,0.011,41.6,0.0,274
13/11:39:56,0.0,2.7,121.03,0.0,41.6,0.0,275
13/11:39:57,0.0,3.05,120.94,0.011,41.6,0.0,276
13/11:39:57,0.0,3.22,120.99,0.011,41.6,0.0,277
13/11:39:58,0.0,3.59,120.57,0.022,41.6,0.0,278
13/11:39:59,0.0,3.78,120.36,0.022,41.6,0.0,279
13/11:39:59,0.0,3.94,120.35,0.022,41.6,0.0,280
13/11:40:00,0.0,3.94,120.34,0.011,41.6,0.0,281
13/11:40:00,0.0,3.94,120.34,0.011,41.6,0.0,282
13/11:40:01,0.0,3.93,120.34,0.011,41.6,0.0,283
13/11:40:01,0.0,3.93,120.35,0.011,41.6,0.0,284
13/11:40:02,0.0,3.93,120.34,0.022,41.6,0.0,285
13/11:40:02,0.0,3.93,120.33,0.011,41.6,0.0,286
13/11:40:03,0.0,3.93,120.33,0.011,41.6,0.0,287
13/11:40:04,0.0,3.92,120.34,0.022,41.61,0.0,288
13/11:40:06,0.0,3.94,120.35,0.0,41.61,0.0,289
13/11:40:07,0.0,3.93,120.36,0.011,41.61,0.0,290
13/11:40:07,0.0,3.93,120.35,0.011,41.61,0.0,291
13/11:40:08,0.0,3.94,120.34,0.011,41.61,0.0,292
13/11:40:08,0.0,3.93,120.34,0.011,41.61,0.0,293
13/11:40:09,0.0,3.91,120.34,0.011,41.61,0.0,294
13/11:40:09,0.0,3.91,120.34,0.011,41.61,0.0,295
13/11:40:10,0.0,3.9,120.35,0.022,41.61,0.0,296
13/11:40:10,0.0,3.91,120.35,0.022,41.61,0.0,297
13/11:40:11,0.0,3.9,120.36,0.022,41.61,0.0,298
13/11:40:11,0.0,3.9,120.36,0.011,41.61,0.0,299
13/11:40:12,0.0,3.9,120.37,0.011,41.61,0.0,300
13/11:40:13,0.0,3.92,120.39,0.011,41.62,0.0,301
13/11:40:14,0.0,3.93,120.38,0.011,41.62,0.0,302
13/11:40:15,0.0,3.92,120.38,0.022,41.62,0.0,303
13/11:40:15,0.0,3.93,120.37,0.033,41.62,0.0,304
13/11:40:16,0.0,3.93,120.37,0.033,41.62,0.0,305
13/11:40:16,0.0,3.94,120.37,0.011,41.62,0.0,306
13/11:40:17,0.0,3.94,120.36,0.011,41.62,0.0,307
13/11:40:17,0.0,3.94,120.35,0.011,41.62,0.0,308
13/11:40:18,0.0,3.94,120.35,0.011,41.62,0.0,309
13/11:40:19,0.0,3.94,120.36,0.011,41.62,0.0,310
13/11:40:20,0.0,3.94,120.35,0.011,41.62,0.0,311
13/11:40:20,0.0,3.93,120.35,0.022,41.62,0.0,312
13/11:40:21,0.0,3.94,120.36,0.022,41.62,0.0,313
13/11:40:21,0.0,3.93,120.35,0.022,41.62,0.0,314
13/11:40:22,0.0,3.93,120.36,0.022,41.63,0.0,315
13/11:40:22,0.0,3.92,120.36,0.022,41.63,0.0,316
13/11:40:23,0.0,3.92,120.36,0.022,41.63,0.0,317
13/11:40:23,0.0,3.93,120.36,0.022,41.63,0.0,318
13/11:40:24,0.0,3.92,120.35,0.011,41.63,0.0,319
13/11:40:25,0.0,3.87,120.38,0.0,41.63,0.0,320
13/11:40:25,0.0,3.72,120.46,0.0,41.63,0.0,321
13/11:40:26,0.0,3.61,120.61,0.0,41.63,0.0,322
13/11:40:26,0.0,3.55,120.67,0.0,41.63,0.0,323
13/11:40:27,0.0,3.28,120.93,0.0,41.63,0.0,324
13/11:40:28,0.0,3.15,121.1,0.0,41.63,0.0,325
13/11:40:28,0.0,3.08,121.15,0.0,41.63,0.0,326
13/11:40:29,0.0,3.15,121.12,0.011,41.63,0.0,327
13/11:40:29,0.0,3.28,121.04,0.022,41.63,0.0,328
13/11:40:30,0.0,3.4,120.9,0.022,41.63,0.0,329
13/11:40:30,0.0,3.47,120.83,0.033,41.63,0.0,330
13/11:40:31,0.0,3.61,120.7,0.022,41.63,0.0,331
13/11:40:32,0.0,3.88,120.41,0.011,41.63,0.0,332
13/11:40:32,0.0,3.94,120.36,0.011,41.64,0.0,333
13/11:40:33,0.0,3.94,120.36,0.011,41.64,0.0,334
13/11:40:34,0.0,3.94,120.37,0.022,41.64,0.0,335
13/11:40:35,0.0,3.94,120.38,0.022,41.64,0.0,336
13/11:40:35,0.0,3.94,120.39,0.011,41.64,0.0,337
13/11:40:35,0.0,3.94,120.39,0.011,41.64,0.0,338
13/11:40:36,0.0,3.94,120.39,0.022,41.64,0.0,339
13/11:40:37,0.0,3.94,120.38,0.044,41.64,0.0,340
13/11:40:37,0.0,3.94,120.38,0.033,41.64,0.0,341
13/11:40:38,0.0,3.94,120.38,0.033,41.64,0.0,342
13/11:40:38,0.0,3.94,120.38,0.022,41.64,0.0,343
13/11:40:39,0.0,3.94,120.37,0.022,41.64,0.0,344
13/11:40:39,0.0,3.94,120.37,0.011,41.64,0.0,345
13/11:40:40,0.0,3.94,120.38,0.022,41.64,0.0,346
13/11:40:40,0.0,3.95,120.37,0.022,41.64,0.0,347
13/11:40:41,0.0,3.95,120.37,0.011,41.64,0.0,348
13/11:40:41,0.0,3.95,120.37,0.0,41.65,0.0,349
13/11:40:42,0.0,3.96,120.38,0.0,41.65,0.0,350
13/11:40:42,0.0,3.95,120.38,0.011,41.65,0.0,351
13/11:40:43,0.0,3.96,120.38,0.022,41.65,0.0,352
13/11:40:44,0.0,3.96,120.38,0.022,41.65,0.0,353
13/11:40:44,0.0,3.96,120.38,0.011,41.65,0.0,354
13/11:40:45,0.0,3.96,120.38,0.0,41.65,0.0,355
13/11:40:46,0.0,3.96,120.38,0.011,41.65,0.0,356
13/11:40:46,0.0,3.95,120.38,0.011,41.65,0.0,357
13/11:40:47,0.0,3.95,120.37,0.011,41.65,0.0,358
13/11:40:48,0.0,3.95,120.38,0.011,41.65,0.0,359
13/11:40:48,0.0,3.95,120.38,0.011,41.65,0.0,360
13/11:40:49,0.0,3.96,120.39,0.0,41.65,0.0,361
13/11:40:49,0.0,3.96,120.4,0.011,41.65,0.0,362
13/11:40:50,0.0,3.96,120.4,0.022,41.65,0.0,363
13/11:40:50,0.0,3.96,120.41,0.044,41.65,0.0,364
13/11:40:51,0.0,3.97,120.41,0.033,41.66,0.0,365
13/11:40:51,0.0,3.97,120.41,0.033,41.66,0.0,366
13/11:40:52,0.0,3.97,120.41,0.022,41.66,0.0,367
13/11:40:52,0.0,3.98,120.41,0.022,41.66,0.0,368
13/11:40:53,0.0,3.98,120.4,0.022,41.66,0.0,369
13/11:40:54,0.0,3.98,120.39,0.022,41.66,0.0,370
13/11:40:54,0.0,3.98,120.39,0.011,41.66,0.0,371
13/11:40:55,0.0,3.98,120.39,0.0,41.66,0.0,372
13/11:40:56,0.0,3.98,120.39,0.011,41.66,0.0,373
13/11:40:56,0.0,3.98,120.39,0.033,41.66,0.0,374
13/11:40:57,0.0,3.98,120.39,0.033,41.66,0.0,375
13/11:40:57,0.0,3.98,120.39,0.022,41.66,0.0,376
13/11:40:58,0.0,3.98,120.39,0.011,41.66,0.0,377
13/11:40:58,0.0,3.98,120.4,0.011,41.66,0.0,378
13/11:40:59,0.0,3.97,120.39,0.022,41.66,0.0,379
13/11:40:59,0.0,3.97,120.39,0.022,41.66,0.0,380
13/11:41:00,0.0,3.97,120.39,0.0,41.67,0.0,381
13/11:41:00,0.0,3.97,120.4,0.0,41.67,0.0,382
13/11:41:01,0.0,3.97,120.4,0.0,41.67,0.0,383
13/11:41:01,0.0,3.97,120.4,0.0,41.67,0.0,384
13/11:41:02,0.0,3.97,120.39,0.011,41.67,0.0,385
13/11:41:03,0.0,3.97,120.4,0.022,41.67,0.0,386
13/11:41:03,0.0,3.97,120.41,0.022,41.67,0.0,387
13/11:41:04,0.0,3.97,120.42,0.011,41.67,0.0,388
13/11:41:05,0.0,3.97,120.42,0.022,41.67,0.0,389
13/11:41:05,0.0,3.97,120.41,0.022,41.67,0.0,390
13/11:41:06,0.0,3.97,120.41,0.022,41.67,0.0,391
13/11:41:06,0.0,3.97,120.41,0.011,41.67,0.0,392
13/11:41:07,0.0,3.97,120.41,0.011,41.67,0.0,393
13/11:41:08,0.0,3.97,120.41,0.011,41.67,0.0,394
13/11:41:09,0.0,3.97,120.4,0.033,41.67,0.0,395
13/11:41:09,0.0,3.98,120.41,0.022,41.68,0.0,396
13/11:41:10,0.0,3.98,120.4,0.011,41.68,0.0,397
13/11:41:11,0.0,3.98,120.4,0.033,41.68,0.0,398
13/11:41:11,0.0,3.98,120.4,0.033,41.68,0.0,399
13/11:41:12,0.0,3.98,120.4,0.033,41.68,0.0,400
13/11:41:12,0.0,3.98,120.4,0.022,41.68,0.0,401
13/11:41:13,0.0,3.97,120.4,0.011,41.68,0.0,402
13/11:41:13,0.0,3.97,120.4,0.011,41.68,0.0,403
13/11:41:14,0.0,3.97,120.4,0.022,41.68,0.0,404
13/11:41:15,0.0,3.98,120.41,0.022,41.68,0.0,405
13/11:41:15,0.0,3.98,120.41,0.011,41.68,0.0,406
13/11:41:16,0.0,3.98,120.41,0.011,41.68,0.0,407
13/11:41:16,0.0,3.98,120.41,0.0,41.68,0.0,408
13/11:41:17,0.0,3.98,120.41,0.0,41.68,0.0,409
13/11:41:17,0.0,3.98,120.41,0.0,41.68,0.0,410
13/11:41:18,0.0,3.98,120.41,0.011,41.68,0.0,411
