air_temp,azimuth,cloud_opacity,ghi,gti,precipitation_rate,surface_pressure,wind_direction_10m,wind_speed_10m,zenith,weather_type,pm10,pm2.5,period_end,period
6,118,8.2,0,0,0,961.2,144,2.7,170,MOSTLY CLEAR,4.6,2.3,2025-08-01T00:05:00+09:30,PT5M
5,122,0,0,0,0,961.2,145,2.7,171,CLEAR,4.6,2.3,2025-08-01T00:10:00+09:30,PT5M
5,126,0,0,0,0,961.2,146,2.7,172,CLEAR,4.7,2.3,2025-08-01T00:15:00+09:30,PT5M
5,132,0,0,0,0,961.2,147,2.7,172,CLEAR,4.7,2.3,2025-08-01T00:20:00+09:30,PT5M
5,139,0,0,0,0,961.2,148,2.8,173,CLEAR,4.7,2.3,2025-08-01T00:25:00+09:30,PT5M
5,148,0,0,0,0,961.2,149,2.8,174,CLEAR,4.8,2.3,2025-08-01T00:30:00+09:30,PT5M
5,159,0,0,0,0,961.2,150,2.8,174,CLEAR,4.8,2.4,2025-08-01T00:35:00+09:30,PT5M
5,171,8.2,0,0,0,961.1,151,2.8,175,MOSTLY CLEAR,4.9,2.4,2025-08-01T00:40:00+09:30,PT5M
5,-176,8.2,0,0,0,961.1,152,2.8,175,MOSTLY CLEAR,4.9,2.4,2025-08-01T00:45:00+09:30,PT5M
5,-163,8.2,0,0,0,961.1,154,2.9,175,MOSTLY CLEAR,4.9,2.4,2025-08-01T00:50:00+09:30,PT5M
5,-152,8.2,0,0,0,961.1,155,2.9,174,MOSTLY CLEAR,5,2.4,2025-08-01T00:55:00+09:30,PT5M
5,-142,0,0,0,0,961.1,156,2.9,174,CLEAR,5,2.4,2025-08-01T01:00:00+09:30,PT5M
5,-135,8.2,0,0,0,961.1,157,3,173,MOSTLY CLEAR,5,2.4,2025-08-01T01:05:00+09:30,PT5M
5,-129,8.2,0,0,0,961.1,157,3,172,MOSTLY CLEAR,5.1,2.4,2025-08-01T01:10:00+09:30,PT5M
5,-124,8.2,0,0,0,961.1,158,3,171,MOSTLY CLEAR,5.1,2.4,2025-08-01T01:15:00+09:30,PT5M
5,-120,0,0,0,0,961.1,159,3.1,170,CLEAR,5.1,2.4,2025-08-01T01:20:00+09:30,PT5M
5,-116,0,0,0,0,961.1,160,3.1,169,CLEAR,5.2,2.4,2025-08-01T01:25:00+09:30,PT5M
5,-113,8.2,0,0,0,961.1,161,3.1,168,MOSTLY CLEAR,5.2,2.4,2025-08-01T01:30:00+09:30,PT5M
5,-111,8.2,0,0,0,961,162,3.2,167,MOSTLY CLEAR,5.3,2.5,2025-08-01T01:35:00+09:30,PT5M
5,-109,8.2,0,0,0,961,162,3.1,166,MOSTLY CLEAR,5.3,2.5,2025-08-01T01:40:00+09:30,PT5M
5,-107,8.2,0,0,0,961,163,3.1,165,MOSTLY CLEAR,5.4,2.5,2025-08-01T01:45:00+09:30,PT5M
5,-105,8.2,0,0,0,961,164,3.1,164,MOSTLY CLEAR,5.4,2.5,2025-08-01T01:50:00+09:30,PT5M
