air_temp,azimuth,cloud_opacity,ghi,gti,precipitation_rate,surface_pressure,wind_direction_10m,wind_speed_10m,zenith,weather_type,pm10,pm2.5,period_end,period
7,-115,14,0,0,0,1010.8,191,2.8,155,PARTLY CLOUDY,17.5,5.1,2025-08-01T02:10:00+09:30,PT5M
7,-113,10.1,0,0,0,1010.8,191,2.8,154,PARTLY CLOUDY,17.7,5.1,2025-08-01T02:15:00+09:30,PT5M
7,-112,12.1,0,0,0,1010.7,191,2.8,153,PARTLY CLOUDY,17.9,5.1,2025-08-01T02:20:00+09:30,PT5M
6,-110,10.1,0,0,0,1010.7,190,2.8,152,PARTLY CLOUDY,18,5.2,2025-08-01T02:25:00+09:30,PT5M
6,-109,19.6,0,0,0,1010.6,190,2.8,151,PARTLY CLOUDY,18.2,5.2,2025-08-01T02:30:00+09:30,PT5M
6,-108,10.1,0,0,0,1010.6,190,2.8,150,PARTLY CLOUDY,18.4,5.3,2025-08-01T02:35:00+09:30,PT5M
6,-107,0,0,0,0,1010.6,190,2.8,149,CLEAR,18.6,5.3,2025-08-01T02:40:00+09:30,PT5M
6,-105,0,0,0,0,1010.6,190,2.8,148,CLEAR,18.7,5.4,2025-08-01T02:45:00+09:30,PT5M
6,-104,0,0,0,0,1010.7,190,2.8,147,CLEAR,18.9,5.4,2025-08-01T02:50:00+09:30,PT5M
6,-103,0,0,0,0,1010.7,189,2.8,146,CLEAR,19.1,5.4,2025-08-01T02:55:00+09:30,PT5M
6,-102,0,0,0,0,1010.7,189,2.8,145,CLEAR,19.2,5.5,2025-08-01T03:00:00+09:30,PT5M
6,-101,0,0,0,0,1010.7,189,2.8,144,CLEAR,19.4,5.5,2025-08-01T03:05:00+09:30,PT5M
6,-100,0,0,0,0,1010.7,189,2.8,143,CLEAR,19.6,5.6,2025-08-01T03:10:00+09:30,PT5M
6,-100,0,0,0,0,1010.7,189,2.8,142,CLEAR,19.8,5.6,2025-08-01T03:15:00+09:30,PT5M
6,-99,0,0,0,0,1010.7,189,2.8,141,CLEAR,19.9,5.6,2025-08-01T03:20:00+09:30,PT5M
6,-98,0,0,0,0,1010.7,188,2.8,140,CLEAR,20.1,5.6,2025-08-01T03:25:00+09:30,PT5M
6,-97,0,0,0,0,1010.7,188,2.8,139,CLEAR,20.3,5.7,2025-08-01T03:30:00+09:30,PT5M
6,-96,0,0,0,0,1010.7,188,2.8,138,CLEAR,20.5,5.7,2025-08-01T03:35:00+09:30,PT5M
6,-96,0,0,0,0,1010.7,188,2.8,137,CLEAR,20.7,5.8,2025-08-01T03:40:00+09:30,PT5M
6,-95,0,0,0,0,1010.7,188,2.8,136,CLEAR,20.9,5.8,2025-08-01T03:45:00+09:30,PT5M
6,-94,0,0,0,0,1010.7,188,2.8,135,CLEAR,21,5.8,2025-08-01T03:50:00+09:30,PT5M
6,-93,0,0,0,0,1010.7,187,2.8,134,CLEAR,21.2,5.8,2025-08-01T03:55:00+09:30,PT5M
6,-93,0,0,0,0,1010.7,187,2.8,132,CLEAR,21.4,5.9,2025-08-01T04:00:00+09:30,PT5M
6,-92,0,0,0,0,1010.7,187,2.8,131,CLEAR,21.6,5.9,2025-08-01T04:05:00+09:30,PT5M
6,-91,0,0,0,0,1010.7,187,2.8,130,CLEAR,21.8,6,2025-08-01T04:10:00+09:30,PT5M
6,-91,0,0,0,0,1010.7,187,2.7,129,CLEAR,22,6,2025-08-01T04:15:00+09:30,PT5M
6,-90,0,0,0,0,1010.7,187,2.7,128,CLEAR,22.2,6,2025-08-01T04:20:00+09:30,PT5M
6,-89,0,0,0,0,1010.7,187,2.7,127,CLEAR,22.4,6.1,2025-08-01T04:25:00+09:30,PT5M
6,-89,0,0,0,0,1010.7,186,2.7,126,CLEAR,22.6,6.1,2025-08-01T04:30:00+09:30,PT5M
6,-88,0,0,0,0,1010.7,186,2.7,125,CLEAR,22.9,6.2,2025-08-01T04:35:00+09:30,PT5M
6,-88,0,0,0,0,1010.8,186,2.7,124,CLEAR,23.1,6.2,2025-08-01T04:40:00+09:30,PT5M
6,-87,0,0,0,0,1010.8,186,2.7,123,CLEAR,23.3,6.3,2025-08-01T04:45:00+09:30,PT5M
6,-86,0,0,0,0,1010.8,186,2.7,122,CLEAR,23.5,6.3,2025-08-01T04:50:00+09:30,PT5M
5,-86,0,0,0,0,1010.9,186,2.7,121,CLEAR,23.7,6.3,2025-08-01T04:55:00+09:30,PT5M
5,-85,0,0,0,0,1010.9,185,2.7,120,CLEAR,23.9,6.4,2025-08-01T05:00:00+09:30,PT5M
5,-85,0,0,0,0,1010.9,185,2.7,119,CLEAR,24.1,6.4,2025-08-01T05:05:00+09:30,PT5M
5,-84,0,0,0,0,1011,185,2.6,117,CLEAR,24.3,6.5,2025-08-01T05:10:00+09:30,PT5M
5,-83,0,0,0,0,1011,185,2.6,116,CLEAR,24.5,6.5,2025-08-01T05:15:00+09:30,PT5M
5,-83,0,0,0,0,1011,185,2.6,115,CLEAR,24.7,6.5,2025-08-01T05:20:00+09:30,PT5M
5,-82,0,0,0,0,1011.1,185,2.6,114,CLEAR,24.9,6.6,2025-08-01T05:25:00+09:30,PT5M
5,-82,0,0,0,0,1011.1,184,2.6,113,CLEAR,25.1,6.6,2025-08-01T05:30:00+09:30,PT5M
5,-81,0,0,0,0,1011.1,184,2.6,112,CLEAR,25.4,6.7,2025-08-01T05:35:00+09:30,PT5M
5,-80,0,0,0,0,1011.2,184,2.6,111,CLEAR,25.6,6.7,2025-08-01T05:40:00+09:30,PT5M
5,-80,0,0,0,0,1011.2,184,2.6,110,CLEAR,25.8,6.8,2025-08-01T05:45:00+09:30,PT5M
5,-79,0,0,0,0,1011.2,184,2.6,109,CLEAR,26,6.8,2025-08-01T05:50:00+09:30,PT5M
5,-79,0,0,0,0,1011.3,184,2.6,108,CLEAR,26.2,6.8,2025-08-01T05:55:00+09:30,PT5M
5,-78,0,0,0,0,1011.3,183,2.6,107,CLEAR,26.4,6.9,2025-08-01T06:00:00+09:30,PT5M
5,-78,0,0,0,0,1011.3,183,2.6,106,CLEAR,26.4,6.9,2025-08-01T06:05:00+09:30,PT5M
5,-77,0,0,0,0,1011.4,183,2.6,105,CLEAR,26.3,7,2025-08-01T06:10:00+09:30,PT5M
5,-76,0,0,0,0,1011.4,183,2.6,104,CLEAR,26.2,7,2025-08-01T06:15:00+09:30,PT5M
5,-76,0,0,0,0,1011.4,183,2.6,103,CLEAR,26,7.1,2025-08-01T06:20:00+09:30,PT5M
5,-75,0,0,0,0,1011.5,182,2.6,102,CLEAR,25.9,7.1,2025-08-01T06:25:00+09:30,PT5M
5,-75,0,0,0,0,1011.5,182,2.6,101,CLEAR,25.8,7.2,2025-08-01T06:30:00+09:30,PT5M
5,-74,0,0,0,0,1011.6,182,2.6,100,CLEAR,25.6,7.2,2025-08-01T06:35:00+09:30,PT5M
5,-74,0,0,0,0,1011.6,182,2.6,99,CLEAR,25.5,7.3,2025-08-01T06:40:00+09:30,PT5M
5,-73,0,0,0,0,1011.7,183,2.6,98,CLEAR,25.4,7.3,2025-08-01T06:45:00+09:30,PT5M
5,-72,0,0,0,0,1011.7,183,2.7,97,CLEAR,25.2,7.4,2025-08-01T06:50:00+09:30,PT5M
5,-72,0,0,0,0,1011.8,183,2.7,95,CLEAR,25.1,7.4,2025-08-01T06:55:00+09:30,PT5M
6,-71,0,0,0,0,1011.8,183,2.7,94,CLEAR,25,7.5,2025-08-01T07:00:00+09:30,PT5M
6,-70,0,0,0,0,1011.9,183,2.7,93,CLEAR,24.7,7.5,2025-08-01T07:05:00+09:30,PT5M
6,-70,0,0,0,0,1012,183,2.7,92,CLEAR,24.2,7.6,2025-08-01T07:10:00+09:30,PT5M
6,-69,0,0,0,0,1012,184,2.7,91,CLEAR,23.7,7.7,2025-08-01T07:15:00+09:30,PT5M
6,-69,0,0,0,0,1012.1,184,2.8,90,CLEAR,23.3,7.8,2025-08-01T07:20:00+09:30,PT5M
6,-68,0,4,5,0,1012.1,184,2.8,89,SUNNY,22.8,7.8,2025-08-01T07:25:00+09:30,PT5M
6,-67,0,13,22,0,1012.2,184,2.8,88,SUNNY,22.3,7.9,2025-08-01T07:30:00+09:30,PT5M
6,-67,0,24,49,0,1012.2,184,2.8,87,SUNNY,21.9,8,2025-08-01T07:35:00+09:30,PT5M
6,-66,8.2,34,64,0,1012.3,184,2.9,86,MOSTLY SUNNY,21.4,8.1,2025-08-01T07:40:00+09:30,PT5M
7,-65,0,50,120,0,1012.3,185,2.9,86,SUNNY,20.9,8.1,2025-08-01T07:45:00+09:30,PT5M
7,-65,0,64,155,0,1012.3,185,3,85,SUNNY,20.5,8.2,2025-08-01T07:50:00+09:30,PT5M
7,-64,0,78,180,0,1012.4,185,3,84,SUNNY,20,8.3,2025-08-01T07:55:00+09:30,PT5M
7,-63,0,93,204,0,1012.4,185,3.1,83,SUNNY,19.5,8.4,2025-08-01T08:00:00+09:30,PT5M
7,-63,0,109,228,0,1012.4,186,3.1,82,SUNNY,19.1,8.4,2025-08-01T08:05:00+09:30,PT5M
7,-62,0,124,252,0,1012.5,186,3.2,81,SUNNY,18.6,8.4,2025-08-01T08:10:00+09:30,PT5M
7,-61,0,140,276,0,1012.5,186,3.2,80,SUNNY,18.1,8.4,2025-08-01T08:15:00+09:30,PT5M
7,-60,0,156,300,0,1012.5,186,3.3,79,SUNNY,17.6,8.4,2025-08-01T08:20:00+09:30,PT5M
8,-60,0,173,323,0,1012.6,186,3.3,78,SUNNY,17.1,8.4,2025-08-01T08:25:00+09:30,PT5M
8,-59,0,189,346,0,1012.6,187,3.4,77,SUNNY,16.6,8.4,2025-08-01T08:30:00+09:30,PT5M
8,-58,0,205,368,0,1012.7,186,3.5,76,SUNNY,16.2,8.3,2025-08-01T08:35:00+09:30,PT5M
8,-57,0,221,390,0,1012.7,186,3.5,75,SUNNY,15.7,8.3,2025-08-01T08:40:00+09:30,PT5M
8,-56,0,237,412,0,1012.8,185,3.6,74,SUNNY,15.2,8.3,2025-08-01T08:45:00+09:30,PT5M
8,-56,0,254,434,0,1012.9,184,3.6,73,SUNNY,14.7,8.3,2025-08-01T08:50:00+09:30,PT5M
8,-55,0,269,455,0,1012.9,183,3.7,73,SUNNY,14.2,8.3,2025-08-01T08:55:00+09:30,PT5M
8,-54,0,285,476,0,1013,183,3.7,72,SUNNY,13.7,8.3,2025-08-01T09:00:00+09:30,PT5M
8,-53,0,301,496,0,1013.1,182,3.8,71,SUNNY,13.4,8.1,2025-08-01T09:05:00+09:30,PT5M
9,-52,0,317,517,0,1013.1,181,3.8,70,SUNNY,13.2,7.6,2025-08-01T09:10:00+09:30,PT5M
9,-51,0,332,537,0,1013.2,181,3.9,69,SUNNY,13,7.2,2025-08-01T09:15:00+09:30,PT5M
9,-50,0,347,557,0,1013.3,180,4,68,SUNNY,12.7,6.7,2025-08-01T09:20:00+09:30,PT5M
9,-49,0,362,576,0,1013.3,179,4,67,SUNNY,12.5,6.2,2025-08-01T09:25:00+09:30,PT5M
9,-49,0,377,595,0,1013.4,179,4.1,67,SUNNY,12.3,5.8,2025-08-01T09:30:00+09:30,PT5M
9,-48,0,392,614,0,1013.4,178,4.1,66,SUNNY,12.1,5.3,2025-08-01T09:35:00+09:30,PT5M
9,-47,0,406,632,0,1013.4,178,4.1,65,SUNNY,11.9,4.9,2025-08-01T09:40:00+09:30,PT5M
9,-46,0,420,650,0,1013.4,177,4.1,64,SUNNY,11.7,4.4,2025-08-01T09:45:00+09:30,PT5M
9,-45,0,434,668,0,1013.4,177,4.1,63,SUNNY,11.4,3.9,2025-08-01T09:50:00+09:30,PT5M
10,-44,0,447,685,0,1013.4,177,4.1,63,SUNNY,11.2,3.5,2025-08-01T09:55:00+09:30,PT5M
10,-43,0,460,701,0,1013.4,176,4.2,62,SUNNY,11,3,2025-08-01T10:00:00+09:30,PT5M
10,-41,0,473,717,0,1013.4,176,4.2,61,SUNNY,10.9,2.8,2025-08-01T10:05:00+09:30,PT5M
10,-40,0,485,732,0,1013.4,175,4.2,61,SUNNY,10.9,2.8,2025-08-01T10:10:00+09:30,PT5M
10,-39,0,497,747,0,1013.4,175,4.2,60,SUNNY,11,2.8,2025-08-01T10:15:00+09:30,PT5M
10,-38,0,509,761,0,1013.4,174,4.2,59,SUNNY,11,2.8,2025-08-01T10:20:00+09:30,PT5M
10,-37,0,520,775,0,1013.4,174,4.2,59,SUNNY,11,2.8,2025-08-01T10:25:00+09:30,PT5M
10,-36,0,531,788,0,1013.4,173,4.2,58,SUNNY,11,2.8,2025-08-01T10:30:00+09:30,PT5M
10,-35,0,541,801,0,1013.4,173,4.2,57,SUNNY,11.1,2.8,2025-08-01T10:35:00+09:30,PT5M
10,-33,0,552,814,0,1013.4,172,4.3,57,SUNNY,11.1,2.8,2025-08-01T10:40:00+09:30,PT5M
11,-32,0,561,826,0,1013.4,171,4.3,56,SUNNY,11.1,2.8,2025-08-01T10:45:00+09:30,PT5M
11,-31,0,571,837,0,1013.4,171,4.3,56,SUNNY,11.1,2.8,2025-08-01T10:50:00+09:30,PT5M
11,-30,0,580,848,0,1013.4,170,4.3,55,SUNNY,11.2,2.8,2025-08-01T10:55:00+09:30,PT5M
11,-28,0,588,859,0,1013.3,169,4.4,55,SUNNY,11.2,2.8,2025-08-01T11:00:00+09:30,PT5M
11,-27,0,597,869,0,1013.3,168,4.4,54,SUNNY,11.2,2.8,2025-08-01T11:05:00+09:30,PT5M
11,-26,0,604,878,0,1013.3,168,4.4,54,SUNNY,11.3,2.8,2025-08-01T11:10:00+09:30,PT5M
12,-24,0,612,887,0,1013.3,167,4.5,53,SUNNY,11.3,2.9,2025-08-01T11:15:00+09:30,PT5M
12,-23,0,619,896,0,1013.3,166,4.5,53,SUNNY,11.3,2.9,2025-08-01T11:20:00+09:30,PT5M
12,-21,0,625,903,0,1013.3,166,4.5,52,SUNNY,11.4,2.9,2025-08-01T11:25:00+09:30,PT5M
12,-20,0,631,911,0,1013.2,165,4.5,52,SUNNY,11.4,2.9,2025-08-01T11:30:00+09:30,PT5M
12,-19,0,637,917,0,1013.2,164,4.6,52,SUNNY,11.4,3,2025-08-01T11:35:00+09:30,PT5M
12,-17,0,642,924,0,1013.2,164,4.6,51,SUNNY,11.4,3,2025-08-01T11:40:00+09:30,PT5M
12,-16,0,647,929,0,1013.1,163,4.6,51,SUNNY,11.5,3,2025-08-01T11:45:00+09:30,PT5M
13,-14,0,651,935,0,1013.1,162,4.6,51,SUNNY,11.5,3,2025-08-01T11:50:00+09:30,PT5M
13,-13,0,655,939,0,1013,162,4.7,50,SUNNY,11.5,3.1,2025-08-01T11:55:00+09:30,PT5M
13,-11,0,658,943,0,1013,161,4.7,50,SUNNY,11.6,3.1,2025-08-01T12:00:00+09:30,PT5M
13,-10,0,661,947,0,1012.9,160,4.7,50,SUNNY,11.5,3.1,2025-08-01T12:05:00+09:30,PT5M
13,-8,0,664,950,0,1012.9,160,4.8,50,SUNNY,11.4,3.1,2025-08-01T12:10:00+09:30,PT5M
13,-7,0,666,953,0,1012.8,159,4.8,50,SUNNY,11.3,3.1,2025-08-01T12:15:00+09:30,PT5M
13,-5,0,668,955,0,1012.8,159,4.8,50,SUNNY,11.1,3.1,2025-08-01T12:20:00+09:30,PT5M
13,-3,0,669,956,0,1012.7,158,4.8,49,SUNNY,11,3.1,2025-08-01T12:25:00+09:30,PT5M
13,-2,0,670,957,0,1012.7,157,4.9,49,SUNNY,10.9,3.1,2025-08-01T12:30:00+09:30,PT5M
13,0,3,650,921,0,1012.6,157,4.9,49,MOSTLY SUNNY,10.7,3.2,2025-08-01T12:35:00+09:30,PT5M
14,1,1.4,661,941,0,1012.5,156,4.9,49,MOSTLY SUNNY,10.6,3.2,2025-08-01T12:40:00+09:30,PT5M
14,3,3,650,920,0,1012.4,156,4.9,49,MOSTLY SUNNY,10.5,3.2,2025-08-01T12:45:00+09:30,PT5M
14,4,0,668,955,0,1012.3,156,4.9,50,SUNNY,10.3,3.2,2025-08-01T12:50:00+09:30,PT5M
14,6,0,667,953,0,1012.3,155,4.9,50,SUNNY,10.2,3.2,2025-08-01T12:55:00+09:30,PT5M
14,7,0,665,951,0,1012.2,155,4.9,50,SUNNY,10.1,3.2,2025-08-01T13:00:00+09:30,PT5M
14,9,0,662,948,0,1012.1,154,4.9,50,SUNNY,9.9,3.2,2025-08-01T13:05:00+09:30,PT5M
14,11,1.3,651,928,0,1012,154,4.9,50,MOSTLY SUNNY,9.6,3.2,2025-08-01T13:10:00+09:30,PT5M
14,12,4.5,626,885,0,1011.9,153,4.9,50,MOSTLY SUNNY,9.3,3.2,2025-08-01T13:15:00+09:30,PT5M
14,14,10.8,582,799,0,1011.8,153,4.9,51,PARTLY CLOUDY,9,3.2,2025-08-01T13:20:00+09:30,PT5M
14,15,7.7,598,835,0,1011.8,153,4.9,51,MOSTLY SUNNY,8.7,3.2,2025-08-01T13:25:00+09:30,PT5M
14,17,1.3,635,909,0,1011.7,152,4.9,51,MOSTLY SUNNY,8.4,3.2,2025-08-01T13:30:00+09:30,PT5M
14,18,4.5,609,864,0,1011.6,152,4.9,51,MOSTLY SUNNY,8.1,3.3,2025-08-01T13:35:00+09:30,PT5M
14,19,0,633,912,0,1011.6,152,4.8,52,SUNNY,7.8,3.3,2025-08-01T13:40:00+09:30,PT5M
14,21,1.3,618,889,0,1011.6,152,4.8,52,MOSTLY SUNNY,7.5,3.3,2025-08-01T13:45:00+09:30,PT5M
14,22,0,620,896,0,1011.5,151,4.8,53,SUNNY,7.2,3.3,2025-08-01T13:50:00+09:30,PT5M
14,24,0,613,888,0,1011.5,151,4.8,53,SUNNY,6.9,3.3,2025-08-01T13:55:00+09:30,PT5M
14,25,0,606,879,0,1011.5,151,4.8,53,SUNNY,6.6,3.3,2025-08-01T14:00:00+09:30,PT5M
14,26,0,598,870,0,1011.5,151,4.7,54,SUNNY,6.4,3.3,2025-08-01T14:05:00+09:30,PT5M
14,28,0,590,860,0,1011.4,151,4.7,54,SUNNY,6.1,3.3,2025-08-01T14:10:00+09:30,PT5M
14,29,0,582,849,0,1011.4,151,4.7,55,SUNNY,5.8,3.3,2025-08-01T14:15:00+09:30,PT5M
14,30,0,573,838,0,1011.4,150,4.7,55,SUNNY,5.5,3.3,2025-08-01T14:20:00+09:30,PT5M
14,32,0,564,827,0,1011.4,150,4.6,56,SUNNY,5.2,3.3,2025-08-01T14:25:00+09:30,PT5M
14,33,0,554,815,0,1011.3,150,4.6,56,SUNNY,4.9,3.3,2025-08-01T14:30:00+09:30,PT5M
14,34,0,544,803,0,1011.3,150,4.6,57,SUNNY,4.7,3.4,2025-08-01T14:35:00+09:30,PT5M
14,35,0,533,790,0,1011.3,150,4.6,58,SUNNY,4.4,3.4,2025-08-01T14:40:00+09:30,PT5M
14,37,0,523,776,0,1011.3,150,4.5,58,SUNNY,4.1,3.4,2025-08-01T14:45:00+09:30,PT5M
14,38,0,512,763,0,1011.3,150,4.5,59,SUNNY,3.8,3.4,2025-08-01T14:50:00+09:30,PT5M
14,39,0,500,748,0,1011.3,150,4.5,60,SUNNY,3.5,3.4,2025-08-01T14:55:00+09:30,PT5M
14,40,0,488,734,0,1011.3,149,4.4,60,SUNNY,3.4,3.4,2025-08-01T15:00:00+09:30,PT5M
14,41,0,476,719,0,1011.3,149,4.4,61,SUNNY,3.3,3.3,2025-08-01T15:05:00+09:30,PT5M
14,42,0,464,704,0,1011.3,149,4.4,62,SUNNY,3.2,3.2,2025-08-01T15:10:00+09:30,PT5M
14,43,0,451,688,0,1011.3,149,4.3,62,SUNNY,3,3,2025-08-01T15:15:00+09:30,PT5M
14,44,0,438,672,0,1011.2,149,4.3,63,SUNNY,2.9,2.8,2025-08-01T15:20:00+09:30,PT5M
14,45,0,425,655,0,1011.2,149,4.3,64,SUNNY,2.9,2.7,2025-08-01T15:25:00+09:30,PT5M
14,46,0,411,638,0,1011.2,149,4.2,65,SUNNY,2.8,2.5,2025-08-01T15:30:00+09:30,PT5M
14,47,0,397,621,0,1011.2,149,4.2,65,SUNNY,2.8,2.4,2025-08-01T15:35:00+09:30,PT5M
14,48,0,383,603,0,1011.3,149,4.2,66,SUNNY,2.7,2.2,2025-08-01T15:40:00+09:30,PT5M
14,49,0,369,585,0,1011.3,150,4.1,67,SUNNY,2.7,2.1,2025-08-01T15:45:00+09:30,PT5M
14,50,0,354,567,0,1011.3,150,4.1,68,SUNNY,2.6,1.9,2025-08-01T15:50:00+09:30,PT5M
14,51,0,339,548,0,1011.3,151,4.1,69,SUNNY,2.6,1.7,2025-08-01T15:55:00+09:30,PT5M
14,52,0,324,529,0,1011.4,152,4,70,SUNNY,2.5,1.6,2025-08-01T16:00:00+09:30,PT5M
14,53,0,309,510,0,1011.4,152,4,70,SUNNY,2.6,1.5,2025-08-01T16:05:00+09:30,PT5M
14,54,5.1,278,452,0,1011.4,153,4,71,MOSTLY SUNNY,2.8,1.6,2025-08-01T16:10:00+09:30,PT5M
14,55,5.2,263,431,0,1011.4,153,4,72,MOSTLY SUNNY,3,1.6,2025-08-01T16:15:00+09:30,PT5M
14,55,5.4,248,411,0,1011.5,154,3.9,73,MOSTLY SUNNY,3.2,1.6,2025-08-01T16:20:00+09:30,PT5M
14,56,6.8,229,381,0,1011.5,155,3.9,74,MOSTLY SUNNY,3.4,1.6,2025-08-01T16:25:00+09:30,PT5M
14,57,7,214,361,0,1011.5,155,3.9,75,MOSTLY SUNNY,3.6,1.7,2025-08-01T16:30:00+09:30,PT5M
14,58,7.3,198,339,0,1011.5,156,3.8,76,MOSTLY SUNNY,3.7,1.7,2025-08-01T16:35:00+09:30,PT5M
14,59,10.5,177,298,0,1011.6,157,3.7,77,PARTLY CLOUDY,3.9,1.8,2025-08-01T16:40:00+09:30,PT5M
14,59,15.4,154,248,0,1011.6,158,3.5,78,PARTLY CLOUDY,4.1,1.8,2025-08-01T16:45:00+09:30,PT5M
14,60,20.7,131,198,0,1011.7,159,3.4,78,PARTLY CLOUDY,4.3,1.8,2025-08-01T16:50:00+09:30,PT5M
13,61,21.7,117,176,0,1011.7,161,3.3,79,PARTLY CLOUDY,4.5,1.8,2025-08-01T16:55:00+09:30,PT5M
13,62,19.4,108,171,0,1011.8,162,3.1,80,PARTLY CLOUDY,4.7,1.9,2025-08-01T17:00:00+09:30,PT5M
13,62,16.8,98,167,0,1011.8,164,3,81,PARTLY CLOUDY,4.9,1.9,2025-08-01T17:05:00+09:30,PT5M
13,63,19.4,82,136,0,1011.8,166,2.9,82,PARTLY CLOUDY,5.1,1.9,2025-08-01T17:10:00+09:30,PT5M
13,64,23.2,67,101,0,1011.9,167,2.8,83,PARTLY CLOUDY,5.3,2,2025-08-01T17:15:00+09:30,PT5M
13,64,25,54,78,0,1011.9,169,2.7,84,PARTLY CLOUDY,5.5,2,2025-08-01T17:20:00+09:30,PT5M
13,65,14,49,101,0,1012,172,2.6,85,PARTLY CLOUDY,5.7,2,2025-08-01T17:25:00+09:30,PT5M
13,66,0,44,109,0,1012,174,2.5,86,SUNNY,5.9,2,2025-08-01T17:30:00+09:30,PT5M
12,66,0,31,72,0,1012,176,2.4,87,SUNNY,6,2.1,2025-08-01T17:35:00+09:30,PT5M
12,67,0,19,39,0,1012.1,176,2.4,88,SUNNY,6.2,2.1,2025-08-01T17:40:00+09:30,PT5M
12,68,0,8,15,0,1012.1,177,2.3,89,SUNNY,6.4,2.1,2025-08-01T17:45:00+09:30,PT5M
12,68,0,0,0,0,1012.2,178,2.3,90,CLEAR,6.6,2.1,2025-08-01T17:50:00+09:30,PT5M
12,69,0,0,0,0,1012.2,179,2.3,91,CLEAR,6.8,2.2,2025-08-01T17:55:00+09:30,PT5M
12,70,0,0,0,0,1012.3,180,2.3,92,CLEAR,7,2.2,2025-08-01T18:00:00+09:30,PT5M
12,70,0,0,0,0,1012.3,180,2.2,93,CLEAR,7.2,2.2,2025-08-01T18:05:00+09:30,PT5M
12,71,8.2,0,0,0,1012.3,181,2.2,94,MOSTLY CLEAR,7.5,2.3,2025-08-01T18:10:00+09:30,PT5M
12,72,0,0,0,0,1012.4,182,2.2,95,CLEAR,7.7,2.3,2025-08-01T18:15:00+09:30,PT5M
