air_temp,azimuth,cloud_opacity,ghi,gti,precipitation_rate,surface_pressure,wind_direction_10m,wind_speed_10m,zenith,weather_type,pm10,pm2.5,period_end,period
4,-79,0,0,0,0,996.9,196,3,109,CLEAR,15.4,3.6,2025-08-01T05:50:00+09:30,PT5M
4,-79,0,0,0,0,996.9,196,2.9,108,CLEAR,15.6,3.6,2025-08-01T05:55:00+09:30,PT5M
4,-78,0,0,0,0,996.9,196,2.9,107,CLEAR,15.8,3.7,2025-08-01T06:00:00+09:30,PT5M
4,-78,0,0,0,0,997,196,2.9,106,CLEAR,15.8,3.7,2025-08-01T06:05:00+09:30,PT5M
4,-77,0,0,0,0,997,196,2.9,105,CLEAR,15.7,3.8,2025-08-01T06:10:00+09:30,PT5M
4,-76,0,0,0,0,997,195,2.9,104,CLEAR,15.6,3.8,2025-08-01T06:15:00+09:30,PT5M
4,-76,0,0,0,0,997,195,2.8,103,CLEAR,15.5,3.8,2025-08-01T06:20:00+09:30,PT5M
4,-75,0,0,0,0,997.1,195,2.8,102,CLEAR,15.3,3.9,2025-08-01T06:25:00+09:30,PT5M
4,-75,0,0,0,0,997.1,195,2.8,101,CLEAR,15.2,3.9,2025-08-01T06:30:00+09:30,PT5M
4,-74,0,0,0,0,997.1,195,2.8,100,CLEAR,15.1,4,2025-08-01T06:35:00+09:30,PT5M
4,-74,0,0,0,0,997.2,195,2.7,99,CLEAR,15,4,2025-08-01T06:40:00+09:30,PT5M
4,-73,0,0,0,0,997.3,196,2.7,98,CLEAR,14.8,4.1,2025-08-01T06:45:00+09:30,PT5M
4,-73,0,0,0,0,997.4,196,2.6,97,CLEAR,14.7,4.1,2025-08-01T06:50:00+09:30,PT5M
4,-72,0,0,0,0,997.4,197,2.5,96,CLEAR,14.6,4.1,2025-08-01T06:55:00+09:30,PT5M
4,-71,0,0,0,0,997.5,197,2.5,95,CLEAR,14.5,4.2,2025-08-01T07:00:00+09:30,PT5M
4,-71,0,0,0,0,997.6,198,2.4,94,CLEAR,14.2,4.2,2025-08-01T07:05:00+09:30,PT5M
4,-70,0,0,0,0,997.7,199,2.4,93,CLEAR,13.8,4.3,2025-08-01T07:10:00+09:30,PT5M
5,-70,0,0,0,0,997.7,199,2.3,92,CLEAR,13.4,4.4,2025-08-01T07:15:00+09:30,PT5M
5,-69,0,0,0,0,997.8,200,2.3,91,CLEAR,12.9,4.4,2025-08-01T07:20:00+09:30,PT5M
5,-68,0,3,5,0,997.9,201,2.2,90,CLEAR,12.5,4.5,2025-08-01T07:25:00+09:30,PT5M
5,-68,0,13,22,0,998,201,2.2,89,SUNNY,12.1,4.6,2025-08-01T07:30:00+09:30,PT5M
5,-67,0,25,48,0,998,203,2.2,88,SUNNY,11.7,4.6,2025-08-01T07:35:00+09:30,PT5M
5,-67,8.2,34,64,0,998,204,2.3,87,MOSTLY SUNNY,11.3,4.7,2025-08-01T07:40:00+09:30,PT5M
5,-66,0,51,119,0,998.1,205,2.3,86,SUNNY,10.9,4.8,2025-08-01T07:45:00+09:30,PT5M
5,-65,0,65,153,0,998.1,206,2.4,85,SUNNY,10.4,4.8,2025-08-01T07:50:00+09:30,PT5M
5,-65,0,80,178,0,998.1,207,2.5,84,SUNNY,10,4.9,2025-08-01T07:55:00+09:30,PT5M
5,-64,0,96,203,0,998.1,209,2.5,83,SUNNY,9.6,5,2025-08-01T08:00:00+09:30,PT5M
6,-63,0,112,227,0,998.2,210,2.6,82,SUNNY,9.2,5,2025-08-01T08:05:00+09:30,PT5M
6,-63,0,128,251,0,998.2,211,2.7,81,SUNNY,8.8,5.1,2025-08-01T08:10:00+09:30,PT5M
6,-62,0,145,275,0,998.2,211,2.8,80,SUNNY,8.3,5.1,2025-08-01T08:15:00+09:30,PT5M
6,-61,0,162,298,0,998.2,212,2.8,79,SUNNY,7.9,5.2,2025-08-01T08:20:00+09:30,PT5M
6,-61,0,178,322,0,998.3,213,2.9,78,SUNNY,7.5,5.2,2025-08-01T08:25:00+09:30,PT5M
6,-60,0,195,344,0,998.3,214,3,77,SUNNY,7.1,5.3,2025-08-01T08:30:00+09:30,PT5M
7,-59,0,212,367,0,998.3,214,3,76,SUNNY,6.6,5.3,2025-08-01T08:35:00+09:30,PT5M
7,-58,0,229,389,0,998.4,214,3.1,75,SUNNY,6.2,5.4,2025-08-01T08:40:00+09:30,PT5M
7,-58,0,246,411,0,998.5,214,3.1,74,SUNNY,5.8,5.4,2025-08-01T08:45:00+09:30,PT5M
7,-57,0,262,433,0,998.6,214,3.2,73,SUNNY,5.5,5.5,2025-08-01T08:50:00+09:30,PT5M
7,-56,0,279,454,0,998.6,214,3.2,72,SUNNY,5.5,5.5,2025-08-01T08:55:00+09:30,PT5M
8,-55,0,295,475,0,998.7,214,3.2,71,SUNNY,5.6,5.6,2025-08-01T09:00:00+09:30,PT5M
8,-54,0,312,496,0,998.8,214,3.3,70,SUNNY,5.4,5.4,2025-08-01T09:05:00+09:30,PT5M
8,-53,0,328,517,0,998.9,214,3.3,69,SUNNY,5.1,5.1,2025-08-01T09:10:00+09:30,PT5M
8,-53,0,344,538,0,998.9,213,3.3,69,SUNNY,4.7,4.7,2025-08-01T09:15:00+09:30,PT5M
8,-52,0,361,559,0,999,213,3.4,68,SUNNY,4.3,4.3,2025-08-01T09:20:00+09:30,PT5M
9,-51,0,376,579,0,999.1,213,3.4,67,SUNNY,4,4,2025-08-01T09:25:00+09:30,PT5M
9,-50,0,392,599,0,999.2,213,3.4,66,SUNNY,3.6,3.6,2025-08-01T09:30:00+09:30,PT5M
9,-49,0,407,618,0,999.2,213,3.5,65,SUNNY,3.4,3.2,2025-08-01T09:35:00+09:30,PT5M
9,-48,0,422,637,0,999.2,212,3.5,64,SUNNY,3.3,2.9,2025-08-01T09:40:00+09:30,PT5M
9,-47,0,437,655,0,999.2,212,3.6,64,SUNNY,3.2,2.5,2025-08-01T09:45:00+09:30,PT5M
10,-46,0,452,673,0,999.2,211,3.6,63,SUNNY,3,2.1,2025-08-01T09:50:00+09:30,PT5M
10,-45,0,466,691,0,999.2,211,3.6,62,SUNNY,2.9,1.8,2025-08-01T09:55:00+09:30,PT5M
10,-44,0,480,708,0,999.2,210,3.7,61,SUNNY,2.8,1.4,2025-08-01T10:00:00+09:30,PT5M
10,-43,0,493,725,0,999.2,210,3.7,60,SUNNY,2.8,1.2,2025-08-01T10:05:00+09:30,PT5M
10,-42,0,506,740,0,999.2,209,3.8,60,SUNNY,3,1.2,2025-08-01T10:10:00+09:30,PT5M
10,-41,0,519,755,0,999.2,209,3.8,59,SUNNY,3.2,1.3,2025-08-01T10:15:00+09:30,PT5M
11,-40,0,531,770,0,999.2,208,3.8,58,SUNNY,3.3,1.3,2025-08-01T10:20:00+09:30,PT5M
11,-39,0,543,784,0,999.2,208,3.9,58,SUNNY,3.5,1.3,2025-08-01T10:25:00+09:30,PT5M
11,-37,0,554,798,0,999.2,207,3.9,57,SUNNY,3.7,1.3,2025-08-01T10:30:00+09:30,PT5M
11,-36,0,565,811,0,999.2,207,3.9,56,SUNNY,3.9,1.4,2025-08-01T10:35:00+09:30,PT5M
11,-35,0,576,824,0,999.2,206,4,56,SUNNY,4.1,1.4,2025-08-01T10:40:00+09:30,PT5M
11,-34,0,586,837,0,999.1,206,4,55,SUNNY,4.3,1.4,2025-08-01T10:45:00+09:30,PT5M
12,-33,0,596,849,0,999.1,205,4,54,SUNNY,4.4,1.4,2025-08-01T10:50:00+09:30,PT5M
12,-31,0,606,860,0,999.1,204,4,54,SUNNY,4.6,1.5,2025-08-01T10:55:00+09:30,PT5M
12,-30,0,615,871,0,999.1,204,4,53,SUNNY,4.8,1.5,2025-08-01T11:00:00+09:30,PT5M
12,-29,0,624,881,0,999.1,203,4,53,SUNNY,5,1.5,2025-08-01T11:05:00+09:30,PT5M
12,-27,0,632,891,0,999.1,202,4.1,52,SUNNY,5.2,1.5,2025-08-01T11:10:00+09:30,PT5M
13,-26,0,640,901,0,999,202,4.1,52,SUNNY,5.3,1.5,2025-08-01T11:15:00+09:30,PT5M
13,-25,0,647,910,0,999,201,4.1,51,SUNNY,5.5,1.6,2025-08-01T11:20:00+09:30,PT5M
13,-23,0,654,918,0,999,201,4.1,51,SUNNY,5.6,1.6,2025-08-01T11:25:00+09:30,PT5M
13,-22,0,661,926,0,999,200,4.1,50,SUNNY,5.8,1.6,2025-08-01T11:30:00+09:30,PT5M
13,-20,0,667,933,0,999,199,4.2,50,SUNNY,6,1.6,2025-08-01T11:35:00+09:30,PT5M
13,-19,0,673,940,0,998.9,199,4.4,50,SUNNY,6.2,1.6,2025-08-01T11:40:00+09:30,PT5M
13,-17,0,679,947,0,998.8,198,4.5,49,SUNNY,6.3,1.6,2025-08-01T11:45:00+09:30,PT5M
13,-16,0,683,953,0,998.7,198,4.6,49,SUNNY,6.5,1.7,2025-08-01T11:50:00+09:30,PT5M
13,-14,0,688,958,0,998.7,197,4.8,49,SUNNY,6.6,1.7,2025-08-01T11:55:00+09:30,PT5M
13,-13,1.4,683,947,0,998.6,197,4.9,48,MOSTLY SUNNY,6.8,1.7,2025-08-01T12:00:00+09:30,PT5M
13,-11,0,695,967,0,998.5,196,5.1,48,SUNNY,6.9,1.7,2025-08-01T12:05:00+09:30,PT5M
13,-10,3,678,935,0,998.4,196,5.2,48,MOSTLY SUNNY,6.9,1.7,2025-08-01T12:10:00+09:30,PT5M
14,-8,0,701,974,0,998.4,195,5.4,48,SUNNY,6.9,1.7,2025-08-01T12:15:00+09:30,PT5M
14,-6,0,703,976,0,998.3,195,5.5,48,SUNNY,6.9,1.7,2025-08-01T12:20:00+09:30,PT5M
14,-5,0,705,978,0,998.2,194,5.7,48,SUNNY,6.9,1.7,2025-08-01T12:25:00+09:30,PT5M
14,-3,0,706,980,0,998.1,194,5.8,48,SUNNY,6.9,1.7,2025-08-01T12:30:00+09:30,PT5M
14,-2,0,707,981,0,998.1,194,5.9,47,SUNNY,6.8,1.8,2025-08-01T12:35:00+09:30,PT5M
14,0,0,707,981,0,998,193,5.8,47,SUNNY,6.8,1.8,2025-08-01T12:40:00+09:30,PT5M
14,2,0,707,981,0,997.9,193,5.8,47,SUNNY,6.8,1.8,2025-08-01T12:45:00+09:30,PT5M
14,3,0,707,981,0,997.8,192,5.8,48,SUNNY,6.8,1.8,2025-08-01T12:50:00+09:30,PT5M
14,5,0,706,979,0,997.7,192,5.8,48,SUNNY,6.8,1.8,2025-08-01T12:55:00+09:30,PT5M
14,6,0,704,978,0,997.6,192,5.8,48,SUNNY,6.8,1.8,2025-08-01T13:00:00+09:30,PT5M
14,8,0,702,975,0,997.5,191,5.8,48,SUNNY,6.7,1.8,2025-08-01T13:05:00+09:30,PT5M
14,10,0,700,973,0,997.4,191,5.7,48,SUNNY,6.5,1.8,2025-08-01T13:10:00+09:30,PT5M
14,11,0,697,969,0,997.3,191,5.7,48,SUNNY,6.4,1.8,2025-08-01T13:15:00+09:30,PT5M
14,13,0,694,965,0,997.2,190,5.7,48,SUNNY,6.2,1.8,2025-08-01T13:20:00+09:30,PT5M
14,14,0,690,961,0,997.1,190,5.7,49,SUNNY,6,1.8,2025-08-01T13:25:00+09:30,PT5M
14,16,0,686,956,0,997.1,189,5.7,49,SUNNY,5.8,1.8,2025-08-01T13:30:00+09:30,PT5M
14,17,0,681,950,0,997,189,5.7,49,SUNNY,5.7,1.9,2025-08-01T13:35:00+09:30,PT5M
14,19,0,675,944,0,996.9,188,5.6,50,SUNNY,5.5,1.9,2025-08-01T13:40:00+09:30,PT5M
14,20,0,670,937,0,996.9,188,5.6,50,SUNNY,5.3,1.9,2025-08-01T13:45:00+09:30,PT5M
14,22,0,664,929,0,996.9,188,5.5,50,SUNNY,5.1,1.9,2025-08-01T13:50:00+09:30,PT5M
14,23,0,657,921,0,996.8,187,5.5,51,SUNNY,5,1.9,2025-08-01T13:55:00+09:30,PT5M
14,25,0,650,913,0,996.8,187,5.5,51,SUNNY,4.8,1.9,2025-08-01T14:00:00+09:30,PT5M
14,26,0,642,904,0,996.7,186,5.4,52,SUNNY,4.6,1.9,2025-08-01T14:05:00+09:30,PT5M
14,27,0,634,894,0,996.7,186,5.4,52,SUNNY,4.4,1.9,2025-08-01T14:10:00+09:30,PT5M
14,29,0,626,884,0,996.7,185,5.3,53,SUNNY,4.2,1.9,2025-08-01T14:15:00+09:30,PT5M
14,30,0,617,874,0,996.6,185,5.3,53,SUNNY,4.1,1.9,2025-08-01T14:20:00+09:30,PT5M
14,31,0,608,863,0,996.6,184,5.3,54,SUNNY,3.9,1.9,2025-08-01T14:25:00+09:30,PT5M
14,33,0,598,851,0,996.5,184,5.2,54,SUNNY,3.7,1.9,2025-08-01T14:30:00+09:30,PT5M
14,34,0,588,839,0,996.5,183,5.2,55,SUNNY,3.5,1.9,2025-08-01T14:35:00+09:30,PT5M
14,35,0,578,827,0,996.5,182,5.1,56,SUNNY,3.3,1.9,2025-08-01T14:40:00+09:30,PT5M
14,36,0,567,814,0,996.5,182,5.1,56,SUNNY,3.1,1.9,2025-08-01T14:45:00+09:30,PT5M
14,38,0,556,800,0,996.5,181,5.1,57,SUNNY,3,1.9,2025-08-01T14:50:00+09:30,PT5M
14,39,0,544,787,0,996.5,180,5,58,SUNNY,2.8,1.9,2025-08-01T14:55:00+09:30,PT5M
14,40,0,533,772,0,996.6,180,5,58,SUNNY,2.6,1.9,2025-08-01T15:00:00+09:30,PT5M
14,41,0,520,757,0,996.6,179,4.9,59,SUNNY,2.5,1.9,2025-08-01T15:05:00+09:30,PT5M
14,42,0,508,742,0,996.6,178,4.9,60,SUNNY,2.5,1.8,2025-08-01T15:10:00+09:30,PT5M
14,43,0,495,727,0,996.6,178,4.8,60,SUNNY,2.4,1.7,2025-08-01T15:15:00+09:30,PT5M
14,44,0,482,711,0,996.6,177,4.8,61,SUNNY,2.4,1.6,2025-08-01T15:20:00+09:30,PT5M
14,45,0,468,695,0,996.6,176,4.8,62,SUNNY,2.4,1.5,2025-08-01T15:25:00+09:30,PT5M
14,46,0,454,678,0,996.6,176,4.7,63,SUNNY,2.4,1.4,2025-08-01T15:30:00+09:30,PT5M
14,47,0,440,661,0,996.6,175,4.7,64,SUNNY,2.3,1.3,2025-08-01T15:35:00+09:30,PT5M
14,48,0,426,643,0,996.6,174,4.6,64,SUNNY,2.3,1.2,2025-08-01T15:40:00+09:30,PT5M
14,49,0,411,625,0,996.7,174,4.6,65,SUNNY,2.3,1.1,2025-08-01T15:45:00+09:30,PT5M
14,50,0,396,607,0,996.7,173,4.5,66,SUNNY,2.3,1,2025-08-01T15:50:00+09:30,PT5M
14,51,0,381,589,0,996.7,172,4.5,67,SUNNY,2.2,0.9,2025-08-01T15:55:00+09:30,PT5M
14,52,0,365,570,0,996.7,172,4.4,68,SUNNY,2.2,0.8,2025-08-01T16:00:00+09:30,PT5M
14,53,0,350,550,0,996.8,171,4.4,69,SUNNY,2.3,0.8,2025-08-01T16:05:00+09:30,PT5M
14,54,0,334,530,0,996.8,171,4.3,69,SUNNY,2.4,0.8,2025-08-01T16:10:00+09:30,PT5M
14,54,0,318,510,0,996.8,170,4.3,70,SUNNY,2.6,0.9,2025-08-01T16:15:00+09:30,PT5M
14,55,0,301,490,0,996.8,169,4.2,71,SUNNY,2.7,0.9,2025-08-01T16:20:00+09:30,PT5M
14,56,0,285,469,0,996.9,168,4.2,72,SUNNY,2.8,0.9,2025-08-01T16:25:00+09:30,PT5M
14,57,5.4,254,411,0,996.9,168,4.1,73,MOSTLY SUNNY,3,0.9,2025-08-01T16:30:00+09:30,PT5M
14,58,5.5,237,390,0,996.9,167,4,74,MOSTLY SUNNY,3.1,1,2025-08-01T16:35:00+09:30,PT5M
14,58,5.7,221,369,0,996.9,168,3.8,75,MOSTLY SUNNY,3.3,1,2025-08-01T16:40:00+09:30,PT5M
14,59,0,218,383,0,997,168,3.7,76,SUNNY,3.4,1,2025-08-01T16:45:00+09:30,PT5M
14,60,0,201,361,0,997,168,3.5,77,SUNNY,3.5,1,2025-08-01T16:50:00+09:30,PT5M
14,61,0,184,338,0,997,168,3.3,78,SUNNY,3.7,1.1,2025-08-01T16:55:00+09:30,PT5M
14,61,0,167,315,0,997,169,3.1,79,SUNNY,3.8,1.1,2025-08-01T17:00:00+09:30,PT5M
13,62,0,150,292,0,997.1,169,3,80,SUNNY,4,1.1,2025-08-01T17:05:00+09:30,PT5M
13,63,0,133,269,0,997.1,169,2.8,81,SUNNY,4.1,1.1,2025-08-01T17:10:00+09:30,PT5M
13,63,0,116,245,0,997.1,170,2.6,82,SUNNY,4.3,1.1,2025-08-01T17:15:00+09:30,PT5M
13,64,0,100,221,0,997.1,170,2.5,82,SUNNY,4.4,1.2,2025-08-01T17:20:00+09:30,PT5M
13,65,0,84,197,0,997.2,171,2.3,83,SUNNY,4.5,1.2,2025-08-01T17:25:00+09:30,PT5M
13,65,0,69,172,0,997.2,171,2.1,84,SUNNY,4.7,1.2,2025-08-01T17:30:00+09:30,PT5M
13,66,12.1,47,99,0,997.2,173,2,85,PARTLY CLOUDY,4.8,1.2,2025-08-01T17:35:00+09:30,PT5M
12,67,15.9,33,60,0,997.3,175,2.1,86,PARTLY CLOUDY,5,1.2,2025-08-01T17:40:00+09:30,PT5M
12,67,12.1,23,41,0,997.3,178,2.1,87,PARTLY CLOUDY,5.1,1.2,2025-08-01T17:45:00+09:30,PT5M
12,68,0,15,28,0,997.3,180,2.1,88,SUNNY,5.2,1.3,2025-08-01T17:50:00+09:30,PT5M
12,69,0,4,7,0,997.4,182,2.2,90,CLEAR,5.4,1.3,2025-08-01T17:55:00+09:30,PT5M
12,69,0,0,0,0,997.4,184,2.2,91,CLEAR,5.5,1.3,2025-08-01T18:00:00+09:30,PT5M
11,70,0,0,0,0,997.5,186,2.3,92,CLEAR,5.7,1.3,2025-08-01T18:05:00+09:30,PT5M
11,70,0,0,0,0,997.5,188,2.3,93,CLEAR,5.8,1.3,2025-08-01T18:10:00+09:30,PT5M
11,71,0,0,0,0,997.6,190,2.4,94,CLEAR,5.9,1.3,2025-08-01T18:15:00+09:30,PT5M
11,72,0,0,0,0,997.6,192,2.4,95,CLEAR,6,1.3,2025-08-01T18:20:00+09:30,PT5M
11,72,0,0,0,0,997.6,193,2.5,96,CLEAR,6.1,1.3,2025-08-01T18:25:00+09:30,PT5M
10,73,0,0,0,0,997.7,195,2.6,97,CLEAR,6.2,1.3,2025-08-01T18:30:00+09:30,PT5M
10,73,0,0,0,0,997.7,196,2.6,98,CLEAR,6.4,1.4,2025-08-01T18:35:00+09:30,PT5M
10,74,0,0,0,0,997.8,196,2.6,99,CLEAR,6.5,1.4,2025-08-01T18:40:00+09:30,PT5M
10,74,0,0,0,0,997.8,197,2.5,100,CLEAR,6.6,1.4,2025-08-01T18:45:00+09:30,PT5M
10,75,0,0,0,0,997.8,197,2.5,101,CLEAR,6.7,1.4,2025-08-01T18:50:00+09:30,PT5M
10,75,0,0,0,0,997.9,197,2.5,102,CLEAR,6.8,1.4,2025-08-01T18:55:00+09:30,PT5M
10,76,0,0,0,0,997.9,198,2.4,103,CLEAR,6.9,1.4,2025-08-01T19:00:00+09:30,PT5M
9,77,0,0,0,0,998,198,2.4,104,CLEAR,7,1.4,2025-08-01T19:05:00+09:30,PT5M
