air_temp,azimuth,cloud_opacity,ghi,gti,precipitation_rate,surface_pressure,wind_direction_10m,wind_speed_10m,zenith,weather_type,pm10,pm2.5,period_end,period
8,164,0,0,0,0,1010.1,143,3.1,163,CLEAR,10.8,3.5,2025-08-01T00:05:00+09:30,PT5M
8,168,0,0,0,0,1010.1,143,3.1,163,CLEAR,10.8,3.5,2025-08-01T00:10:00+09:30,PT5M
8,172,0,0,0,0,1010.1,142,3.1,163,CLEAR,10.8,3.5,2025-08-01T00:15:00+09:30,PT5M
8,176,0,0,0,0,1010.1,142,3.1,164,CLEAR,10.8,3.5,2025-08-01T00:20:00+09:30,PT5M
8,-180,0,0,0,0,1010,142,3.1,164,CLEAR,10.8,3.5,2025-08-01T00:25:00+09:30,PT5M
8,-175,0,0,0,0,1010,142,3.1,164,CLEAR,10.8,3.5,2025-08-01T00:30:00+09:30,PT5M
8,-171,0,0,0,0,1010,142,3.1,163,CLEAR,10.9,3.6,2025-08-01T00:35:00+09:30,PT5M
8,-167,0,0,0,0,1010,141,3.1,163,CLEAR,10.9,3.6,2025-08-01T00:40:00+09:30,PT5M
8,-163,0,0,0,0,1010,141,3.1,163,CLEAR,10.9,3.6,2025-08-01T00:45:00+09:30,PT5M
8,-159,0,0,0,0,1010,141,3.1,163,CLEAR,10.9,3.6,2025-08-01T00:50:00+09:30,PT5M
8,-156,0,0,0,0,1010,141,3.1,162,CLEAR,10.9,3.6,2025-08-01T00:55:00+09:30,PT5M
8,-152,0,0,0,0,1010,140,3.1,162,CLEAR,10.9,3.6,2025-08-01T01:00:00+09:30,PT5M
7,-149,0,0,0,0,1010,140,3.1,161,CLEAR,10.9,3.6,2025-08-01T01:05:00+09:30,PT5M
7,-145,0,0,0,0,1010.1,140,3.1,161,CLEAR,11,3.6,2025-08-01T01:10:00+09:30,PT5M
7,-142,0,0,0,0,1010.1,140,3.1,160,CLEAR,11,3.6,2025-08-01T01:15:00+09:30,PT5M
7,-139,0,0,0,0,1010.1,140,3.1,160,CLEAR,11,3.6,2025-08-01T01:20:00+09:30,PT5M
